"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cardinals","246","10.2 %","22.0 %","0.46",".296",".377",".542",".919",".245","3.2",".342","0.2","0.0","-0.6","44","13.2",".382","138"
"Braves","200","12.5 %","26.5 %","0.47",".275",".374",".480",".853",".205","4.6",".355","0.2","0.1","0.0","32","7.2",".362","125"
"Rangers","185","10.8 %","17.3 %","0.63",".255",".348",".491",".839",".236","7.9",".273","0.3","0.1","0.7","29","5.3",".353","114"
"Nationals","217","9.7 %","28.1 %","0.34",".260",".340",".458",".798",".198","3.1",".336","0.1","0.0","-0.2","31","3.3",".337","103"
"Mets","250","9.2 %","20.4 %","0.45",".284",".358",".427",".784",".142","2.5",".344","-0.5","-0.2","-0.2","35","3.4",".335","109"
"Rays","230","10.4 %","24.3 %","0.43",".256",".339",".458",".797",".202","5.0",".314","0.1","0.1","-1.7","32","2.9",".334","112"
"Angels","239","11.7 %","13.4 %","0.88",".271",".361",".419",".780",".148","2.7",".290","-0.2","-0.4","0.1","33","3.0",".334","111"
"Cubs","203","13.8 %","20.2 %","0.68",".251",".374",".395",".770",".144","3.4",".312","0.1","-0.1","-0.6","28","2.5",".334","104"
"Diamondbacks","244","8.6 %","25.0 %","0.34",".269",".352",".426",".778",".157","3.8",".349","0.3","-0.1","0.0","33","2.4",".331","104"
"Twins","216","12.0 %","18.5 %","0.65",".249",".338",".434",".772",".185","2.1",".275","-0.3","0.1","-0.4","29","1.8",".330","104"
"Brewers","259","9.7 %","28.6 %","0.34",".247",".324",".459",".783",".212","1.9",".303","0.1","-0.2","-0.4","35","2.1",".329","101"
"Phillies","314","9.9 %","23.6 %","0.42",".252",".331",".421",".752",".169","3.6",".310","0.3","0.3","0.0","39","-0.2",".319","96"
"White Sox","269","9.7 %","23.4 %","0.41",".243",".323",".423",".746",".180","4.3",".283","0.3","0.0","0.6","34","-0.2",".319","100"
"Rockies","229","7.4 %","25.8 %","0.29",".240",".295",".476",".771",".236","5.7",".284","0.1","0.2","-1.1","28","-0.5",".317","81"
"Royals","263","12.5 %","22.8 %","0.55",".231",".328",".404",".733",".173","3.6",".266","-0.5","0.1","-0.3","31","-1.8",".312","92"
"Astros","192","10.4 %","23.4 %","0.44",".222",".318",".407",".725",".186","4.0",".252","-0.1","-0.2","0.5","23","-1.4",".312","97"
"Dodgers","251","10.8 %","21.9 %","0.49",".241",".325",".409",".734",".168","4.1",".280","0.2","0.1","0.0","30","-2.0",".311","93"
"Tigers","231","4.8 %","22.9 %","0.21",".263",".316",".421",".737",".158","4.3",".323","-0.8","0.2","0.7","27","-1.9",".310","91"
"Orioles","239","10.0 %","21.3 %","0.47",".249",".324",".380",".704",".131","4.0",".308","0.1","-0.2","-0.4","27","-3.5",".303","84"
"Blue Jays","255","7.8 %","26.7 %","0.29",".245",".306",".391",".696",".146","2.3",".314","-0.1","-0.1","-0.8","27","-4.7",".298","84"
"Mariners","259","10.8 %","29.3 %","0.37",".191",".282",".396",".678",".204","1.9",".225","-0.3","0.3","-1.0","26","-6.8",".289","82"
"Giants","216","6.5 %","25.5 %","0.25",".226",".284",".385",".668",".159","4.4",".277","-0.1","0.1","0.1","20","-7.1",".282","75"
"Yankees","205","7.8 %","21.5 %","0.36",".214",".281",".374",".654",".159","4.1",".239","0.2","0.0","0.3","19","-7.2",".279","71"
"Padres","211","6.6 %","28.0 %","0.24",".204",".261",".372",".633",".168","2.5",".248","-0.1","-0.2","-0.4","17","-9.2",".269","66"
"Red Sox","206","6.8 %","22.8 %","0.30",".202",".267",".362",".629",".160","2.2",".230","0.2","-0.4","-0.3","17","-9.0",".269","60"
"Indians","179","7.8 %","21.8 %","0.36",".221",".287",".319",".606",".098","3.8",".273","0.2","0.1","0.1","14","-8.7",".263","56"
"Athletics","138","8.0 %","20.3 %","0.39",".195",".275",".317",".592",".122","2.9",".226","0.1","-0.2","0.1","10","-7.1",".260","62"
"Marlins","231","6.5 %","27.7 %","0.23",".221",".277",".319",".596",".099","2.7",".290","-0.3","-0.3","0.0","17","-11.9",".260","61"
"Pirates","186","7.0 %","21.5 %","0.33",".213",".272",".325",".597",".112","3.6",".260","0.2","-0.2","-0.3","13","-10.6",".254","54"
"Reds","241","4.6 %","22.0 %","0.21",".173",".220",".358",".578",".186","4.0",".177","-0.4","-0.3","-0.7","14","-16.1",".243","44"
