"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Yankees","223","12.1 %","18.8 %","0.64",".368",".444",".637","1.081",".269","3.4",".418","-0.1","0.2","-0.2","52","23.9",".444","184"
"Red Sox","214","7.9 %","15.4 %","0.52",".363",".413",".611","1.025",".249","2.8",".395","-0.3","0.0","-0.4","45","18.5",".420","163"
"Padres","199","8.0 %","21.6 %","0.37",".292",".364",".612",".976",".320","4.3",".297","0.0","-0.1","0.3","39","14.0",".401","150"
"Orioles","197","8.1 %","24.9 %","0.33",".301",".367",".534",".901",".233","4.8",".370","-0.1","0.0","0.1","34","9.6",".376","135"
"Phillies","285","9.5 %","21.4 %","0.44",".280",".357",".532",".889",".252","4.8",".309","0.2","0.2","0.0","47","11.5",".366","125"
"Blue Jays","227","7.9 %","26.0 %","0.31",".278",".333",".522",".855",".244","4.8",".321","-0.1","0.0","0.0","35","6.7",".354","122"
"Pirates","228","7.5 %","15.4 %","0.49",".284",".339",".505",".844",".221","2.6",".299","-0.2","0.0","-0.6","35","6.1",".351","119"
"Dodgers","289","9.3 %","20.8 %","0.45",".269",".350",".474",".824",".206","4.8",".311","0.1","0.2","0.5","42","6.0",".344","114"
"Cubs","259","9.3 %","22.8 %","0.41",".254",".328",".478",".807",".224","4.6",".294","0.3","-0.1","-0.4","36","3.8",".337","107"
"Mets","282","6.4 %","19.5 %","0.33",".281",".337",".461",".798",".180","3.6",".313","-0.6","-0.2","0.4","40","4.1",".337","112"
"Rockies","263","6.8 %","27.0 %","0.25",".267",".314",".479",".793",".213","5.5",".333","0.1","0.0","-0.4","35","1.5",".326","85"
"Athletics","224","7.6 %","24.6 %","0.31",".235",".304",".475",".779",".240","3.9",".263","0.2","0.0","-1.0","29","1.1",".326","106"
"Giants","253","9.1 %","18.2 %","0.50",".254",".327",".429",".755",".174","3.6",".293","0.1","0.0","-1.2","32","-0.1",".319","99"
"White Sox","222","4.1 %","29.7 %","0.14",".273",".315",".439",".754",".166","4.4",".364","0.3","0.2","-0.1","27","-0.6",".317","99"
"Royals","235","7.7 %","27.2 %","0.28",".254",".326",".416",".742",".163","2.3",".336","-0.3","-0.1","-0.8","29","-1.1",".315","93"
"Twins","254","5.9 %","22.0 %","0.27",".263",".311",".428",".739",".165","3.4",".304","-0.4","0.1","-0.8","30","-1.8",".311","92"
"Braves","263","6.8 %","27.0 %","0.25",".242",".304",".433",".738",".192","4.9",".296","0.0","0.2","1.0","31","-2.2",".310","89"
"Astros","229","7.0 %","17.0 %","0.41",".269",".322",".404",".725",".135","2.8",".307","-0.2","-0.1","-0.4","26","-2.7",".306","93"
"Nationals","230","8.3 %","20.4 %","0.40",".233",".306",".408",".713",".175","4.8",".258","0.2","-0.1","0.4","26","-3.0",".305","84"
"Indians","220","5.9 %","21.4 %","0.28",".255",".301",".417",".718",".162","2.0",".298","0.1","-0.3","-0.1","25","-3.0",".304","84"
"Reds","182","8.8 %","22.0 %","0.40",".245",".331",".358",".690",".113","4.0",".302","-0.2","0.0","0.7","20","-2.6",".303","82"
"Diamondbacks","264","6.4 %","20.1 %","0.32",".264",".312",".393",".704",".128","5.7",".316","0.5","0.0","1.1","29","-4.5",".300","83"
"Marlins","219","5.5 %","26.5 %","0.21",".254",".301",".405",".706",".151","5.5",".336","-0.5","-0.4","0.1","24","-3.7",".300","87"
"Mariners","234","10.7 %","26.5 %","0.40",".210",".299",".376",".674",".166","4.8",".270","0.2","0.2","-0.8","24","-5.8",".291","83"
"Angels","213","7.0 %","19.7 %","0.36",".241",".296",".379",".675",".138","2.1",".265","-0.1","-0.1","-0.3","21","-6.0",".287","79"
"Brewers","212","9.0 %","25.0 %","0.36",".217",".292",".381",".673",".164","2.6",".269","0.0","0.0","-1.2","20","-6.7",".283","69"
"Rangers","214","6.5 %","28.5 %","0.23",".219",".270",".385",".656",".167","3.4",".273","0.0","0.2","-1.4","18","-8.5",".274","59"
"Tigers","214","6.5 %","26.6 %","0.25",".221",".280",".333",".614",".113","2.6",".287","-0.1","0.1","-0.3","17","-10.0",".266","62"
"Rays","243","6.2 %","28.8 %","0.21",".182",".251",".355",".606",".173","5.4",".222","0.3","0.2","0.3","18","-12.9",".258","60"
"Cardinals","194","7.2 %","24.7 %","0.29",".213",".275",".292",".567",".079","3.8",".281","0.3","0.0","0.1","12","-12.1",".248","53"
