"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rockies","230","10.0 %","17.4 %","0.58",".343",".410",".569",".979",".225","3.9",".395","0.2","0.0","-0.4","46","16.9",".405","137"
"Brewers","219","7.8 %","25.6 %","0.30",".275",".338",".585",".923",".310","6.2",".315","0.0","0.0","0.3","38","10.2",".374","132"
"Dodgers","259","8.5 %","21.6 %","0.39",".296",".353",".541",".893",".245","4.2",".335","0.0","0.2","-0.2","43","10.5",".367","131"
"Nationals","206","10.7 %","20.4 %","0.52",".282",".369",".463",".833",".181","6.0",".333","0.0","-0.1","0.5","32","5.7",".352","113"
"Angels","304","11.8 %","16.1 %","0.73",".285",".380",".446",".826",".162","2.8",".315","-0.2","-0.1","-1.1","46","8.1",".351","122"
"Red Sox","195","5.6 %","25.6 %","0.22",".290",".333",".497",".831",".208","3.9",".360","-0.2","0.0","-0.5","29","4.3",".346","111"
"Pirates","259","6.6 %","20.5 %","0.32",".309",".362",".446",".809",".137","3.9",".377","-0.2","0.0","0.0","37","4.8",".341","110"
"Twins","192","5.2 %","19.8 %","0.26",".295",".346",".460",".806",".165","4.7",".356","-0.2","0.1","-0.1","27","3.2",".339","111"
"Indians","233","8.6 %","18.9 %","0.45",".262",".338",".456",".794",".194","5.5",".301","0.2","0.2","-0.2","32","2.6",".333","103"
"Marlins","227","6.6 %","17.6 %","0.38",".290",".339",".449",".788",".159","4.0",".325","-0.5","-0.5","-0.4","31","1.9",".330","107"
"Diamondbacks","273","5.9 %","23.8 %","0.25",".272",".320",".480",".800",".208","4.8",".322","0.5","-0.1","0.0","37","2.1",".329","99"
"Rays","242","10.3 %","22.7 %","0.45",".274",".357",".406",".763",".132","3.2",".342","0.1","0.3","-0.4","32","1.7",".328","108"
"Tigers","191","5.2 %","28.3 %","0.19",".250",".289",".506",".795",".256","5.3",".302","-0.1","0.1","-0.1","25","0.9",".326","104"
"Reds","186","7.0 %","23.1 %","0.30",".262",".321",".458",".779",".196","4.5",".311","-0.3","-0.1","0.1","24","0.6",".324","100"
"Rangers","229","7.9 %","24.0 %","0.33",".277",".336",".422",".759",".146","6.5",".345","0.1","0.2","1.1","29","0.3",".321","91"
"Yankees","181","5.5 %","26.5 %","0.21",".273",".320",".442",".763",".170","4.3",".330","-0.4","0.0","-0.6","23","0.2",".321","99"
"Mets","233","6.4 %","23.2 %","0.28",".257",".309",".453",".762",".196","3.0",".305","-0.3","-0.2","-0.8","29","0.1",".320","102"
"White Sox","213","5.6 %","21.1 %","0.27",".292",".330",".422",".752",".130","3.5",".345","0.6","0.1","-1.3","26","-0.5",".317","99"
"Giants","232","11.6 %","15.9 %","0.73",".232",".323",".414",".737",".182","3.5",".245","-0.1","0.2","-0.4","28","-1.6",".312","94"
"Cubs","224","11.6 %","26.3 %","0.44",".219",".308",".423",".732",".204","2.1",".250","0.3","-0.1","-0.5","26","-1.9",".310","90"
"Astros","229","7.9 %","12.2 %","0.64",".228",".301",".403",".704",".175","6.0",".233","0.2","0.2","0.4","25","-3.8",".301","89"
"Royals","221","5.0 %","28.5 %","0.17",".255",".299",".409",".707",".154","6.1",".338","-0.1","0.0","0.5","24","-3.8",".300","83"
"Athletics","201","6.5 %","22.9 %","0.28",".216",".270",".449",".719",".232","0.9",".219","0.2","-0.2","-0.5","22","-3.7",".299","88"
"Mariners","256","9.8 %","26.6 %","0.37",".222",".301",".396",".696",".174","4.8",".270","0.4","0.2","0.6","28","-4.7",".299","88"
"Padres","218","11.0 %","28.9 %","0.38",".208",".303",".370",".673",".161","3.6",".258","-0.3","-0.2","0.5","22","-5.1",".293","81"
"Cardinals","209","6.7 %","24.9 %","0.27",".225",".282",".408",".691",".183","3.8",".252","0.0","0.1","0.5","21","-5.1",".292","81"
"Phillies","249","8.4 %","25.3 %","0.33",".216",".293",".378",".671",".162","2.7",".265","0.3","0.2","-0.5","23","-8.5",".281","69"
"Braves","179","4.5 %","30.2 %","0.15",".235",".270",".410",".679",".175","7.4",".303","0.0","0.2","0.5","16","-6.1",".280","68"
"Blue Jays","195","9.7 %","20.5 %","0.48",".225",".297",".347",".644",".121","2.6",".265","0.0","0.0","0.1","18","-6.9",".279","72"
"Orioles","175","6.9 %","26.3 %","0.26",".189",".263",".333",".596",".145","3.4",".224","0.0","-0.1","-0.1","13","-9.1",".259","56"
