"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cardinals","240","10.0 %","14.6 %","0.69",".335",".399",".514",".913",".179","3.9",".368","0.2","0.0","-0.2","43","13.1",".383","139"
"Twins","275","6.9 %","17.5 %","0.40",".285",".338",".557",".895",".273","3.5",".295","-0.3","0.0","-0.2","46","11.8",".369","131"
"Astros","240","9.6 %","17.5 %","0.55",".284",".358",".531",".889",".246","4.6",".300","-0.2","-0.2","0.3","40","10.2",".369","135"
"Rays","268","9.7 %","26.5 %","0.37",".262",".340",".527",".867",".266","4.8",".321","0.2","0.0","-1.2","42","8.6",".357","127"
"Tigers","224","5.8 %","23.7 %","0.25",".300",".353",".502",".855",".202","4.9",".374","-0.6","0.2","-0.4","35","6.9",".356","121"
"Angels","293","8.9 %","17.1 %","0.52",".284",".355",".494",".849",".211","4.2",".312","-0.2","-0.5","0.4","45","8.5",".353","123"
"Mariners","241","14.1 %","23.2 %","0.61",".235",".349",".490",".839",".255","3.7",".252","-0.3","0.3","0.7","37","6.9",".353","125"
"Rockies","236","8.1 %","25.4 %","0.32",".284",".346",".498",".844",".213","4.3",".350","0.0","0.1","-1.3","36","6.4",".351","102"
"Orioles","278","6.8 %","21.6 %","0.32",".278",".335",".486",".821",".208","4.6",".317","0.0","-0.1","0.9","40","5.3",".342","112"
"Nationals","262","9.2 %","27.5 %","0.33",".262",".340",".463",".803",".201","5.5",".336","0.1","-0.1","0.8","37","4.0",".338","104"
"Blue Jays","231","5.2 %","24.2 %","0.21",".285",".323",".481",".804",".196","4.8",".340","-0.1","0.0","0.0","32","3.2",".336","109"
"Rangers","224","9.8 %","25.4 %","0.39",".256",".333",".451",".785",".195","7.0",".326","0.4","0.2","0.0","30","2.0",".330","97"
"Yankees","287","9.8 %","22.0 %","0.44",".246",".322",".448",".770",".202","4.9",".276","0.1","0.0","0.7","37","0.4",".322","100"
"Braves","243","7.4 %","28.4 %","0.26",".258",".322",".424",".746",".166","5.1",".345","0.2","0.3","-0.2","30","-0.7",".317","92"
"Red Sox","232","10.3 %","22.4 %","0.46",".239",".326",".418",".744",".179","3.3",".270","0.0","0.0","0.2","28","-0.9",".315","91"
"White Sox","243","8.6 %","18.9 %","0.46",".258",".325",".394",".719",".136","5.5",".298","0.2","0.0","0.6","29","-2.1",".310","94"
"Mets","229","8.3 %","19.7 %","0.42",".238",".317",".406",".723",".168","4.4",".262","-0.5","-0.1","0.0","26","-2.5",".307","92"
"Diamondbacks","274","7.7 %","24.1 %","0.32",".250",".313",".403",".716",".153","4.4",".309","0.5","0.0","0.4","31","-3.6",".305","91"
"Cubs","180","11.1 %","21.1 %","0.53",".219",".328",".361",".689",".142","3.6",".272","0.0","-0.1","-0.1","20","-2.9",".301","85"
"Royals","268","9.7 %","30.2 %","0.32",".214",".295",".408",".702",".193","5.2",".270","-0.4","0.1","0.0","28","-5.7",".295","81"
"Giants","205","6.8 %","22.0 %","0.31",".237",".293",".400",".693",".163","2.7",".275","-0.2","0.1","-0.8","21","-4.8",".293","82"
"Brewers","244","7.8 %","34.4 %","0.23",".193",".262",".439",".702",".247","4.1",".220","0.1","-0.2","0.1","24","-6.4",".290","76"
"Athletics","215","9.3 %","15.8 %","0.59",".234",".312",".351",".663",".117","4.1",".265","0.2","-0.3","0.1","21","-5.9",".288","80"
"Indians","193","10.4 %","27.5 %","0.38",".220",".321",".304",".625",".083","4.1",".297","0.3","0.1","0.5","18","-6.6",".281","67"
"Phillies","268","8.2 %","24.3 %","0.34",".229",".294",".342",".636",".113","0.6",".287","0.1","0.2","-0.1","23","-10.4",".275","66"
"Dodgers","217","12.4 %","26.3 %","0.47",".187",".288",".342",".631",".155","3.4",".226","0.1","0.1","-0.6","18","-9.0",".272","68"
"Pirates","204","9.3 %","24.5 %","0.38",".204",".282",".320",".603",".116","3.1",".264","0.3","-0.1","-0.3","15","-10.6",".260","56"
"Reds","218","7.8 %","25.7 %","0.30",".190",".255",".359",".614",".169","2.5",".205","-0.3","-0.3","-1.0","16","-11.5",".259","53"
"Padres","173","4.0 %","31.8 %","0.13",".206",".243",".364",".606",".158","4.5",".269","0.0","-0.4","-0.3","12","-9.6",".256","57"
"Marlins","179","7.3 %","29.1 %","0.25",".210",".274",".296",".570",".086","4.4",".291","-0.3","-0.2","0.7","12","-10.7",".251","56"
