"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","243","11.9 %","18.1 %","0.66",".324",".413",".599","1.012",".275","5.0",".362","-0.1","-0.2","-1.9","51","20.3",".416","167"
"Cardinals","245","13.1 %","15.5 %","0.84",".312",".407",".527",".934",".215","4.8",".338","0.4","0.1","-0.2","46","15.4",".393","146"
"Twins","237","8.9 %","26.6 %","0.33",".289",".363",".569",".932",".280","1.9",".333","-0.2","0.1","-0.1","43","12.9",".383","139"
"Phillies","254","11.4 %","21.3 %","0.54",".297",".383",".532",".915",".234","5.4",".358","0.0","0.2","-0.2","45","13.5",".381","135"
"Athletics","252","9.5 %","18.7 %","0.51",".301",".384",".516",".900",".215","3.6",".344","-0.1","-0.3","-1.0","45","13.0",".379","142"
"Pirates","281","6.4 %","16.4 %","0.39",".315",".371",".518",".889",".203","5.9",".352","-0.2","0.0","-0.9","48","12.6",".372","128"
"Yankees","237","6.3 %","24.1 %","0.26",".273",".325",".582",".907",".309","4.8",".290","0.2","0.0","0.5","40","10.3",".370","133"
"Red Sox","205","10.2 %","15.6 %","0.66",".278",".353",".528",".881",".250","3.3",".281","-0.1","-0.1","-0.5","34","8.1",".366","125"
"Indians","230","10.4 %","18.3 %","0.57",".266",".351",".528",".879",".261","4.7",".274","-0.4","-0.2","0.0","37","8.4",".362","122"
"Nationals","211","9.5 %","17.1 %","0.56",".295",".373",".426",".799",".131","6.6",".345","-0.2","-0.1","0.6","31","4.2",".343","110"
"Brewers","225","12.0 %","26.2 %","0.46",".242",".338",".423",".760",".180","4.1",".308","-0.1","0.1","0.2","29","0.8",".324","98"
"Marlins","264","6.8 %","26.9 %","0.25",".253",".316",".448",".764",".195","4.4",".310","-0.4","-0.2","-0.4","34","0.7",".323","102"
"Reds","276","6.5 %","25.7 %","0.25",".243",".305",".450",".756",".207","5.3",".286","-0.3","-0.1","0.4","34","-0.5",".318","92"
"Blue Jays","191","11.0 %","19.4 %","0.57",".254",".340",".379",".719",".124","2.0",".310","-0.4","-0.1","-0.3","23","-1.0",".314","95"
"Rays","225","5.8 %","26.2 %","0.22",".263",".307",".435",".742",".172","3.9",".331","-0.1","0.2","0.1","27","-1.6",".312","97"
"Royals","268","7.8 %","22.4 %","0.35",".252",".325",".393",".717",".140","3.0",".309","-0.1","0.0","-1.3","31","-2.3",".310","90"
"Orioles","178","5.1 %","24.2 %","0.21",".256",".303",".445",".748",".189","3.8",".296","0.1","0.0","0.3","21","-1.6",".310","93"
"Rockies","262","8.4 %","26.7 %","0.31",".252",".317",".391",".708",".139","3.4",".331","0.3","-0.1","-0.6","29","-3.6",".304","72"
"Cubs","225","7.1 %","29.3 %","0.24",".224",".287",".424",".711",".200","2.6",".279","0.5","-0.2","-0.8","25","-3.8",".300","83"
"Braves","251","11.2 %","29.5 %","0.38",".217",".310",".387",".698",".171","5.6",".292","0.2","0.2","1.5","27","-4.8",".298","79"
"Dodgers","269","10.0 %","27.5 %","0.36",".229",".313",".381",".695",".153","3.5",".299","0.1","0.2","0.2","28","-6.0",".294","83"
"Diamondbacks","227","7.9 %","20.3 %","0.39",".240",".308",".358",".666",".118","4.0",".288","0.4","0.0","0.5","22","-6.2",".288","73"
"White Sox","221","5.0 %","30.3 %","0.16",".254",".305",".346",".651",".093","1.2",".368","0.3","0.2","-0.1","21","-7.0",".283","76"
"Giants","194","6.2 %","19.6 %","0.32",".243",".299",".356",".655",".113","3.6",".285","-0.3","0.0","-0.1","18","-6.2",".283","76"
"Mariners","256","12.1 %","23.0 %","0.53",".187",".291",".347",".638",".160","4.8",".219","0.6","0.4","0.0","23","-9.1",".279","74"
"Mets","238","5.9 %","20.6 %","0.29",".224",".283",".370",".653",".146","2.9",".258","-0.4","0.0","-0.6","21","-8.5",".279","74"
"Tigers","216","3.7 %","28.2 %","0.13",".254",".282",".361",".643",".107","3.6",".343","0.0","-0.3","0.1","19","-8.6",".274","66"
"Angels","173","10.4 %","16.2 %","0.64",".196",".289",".333",".622",".137","1.1",".208","-0.1","-0.1","-0.5","15","-6.9",".274","70"
"Padres","239","8.4 %","25.1 %","0.33",".185",".267",".318",".584",".133","4.4",".231","-0.1","-0.2","-0.2","17","-13.2",".256","55"
"Rangers","215","7.4 %","29.8 %","0.25",".173",".242",".274",".516",".102","3.4",".227","0.1","-0.1","0.5","10","-17.4",".226","27"
