"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","247","10.9 %","21.9 %","0.50",".304",".386",".621","1.008",".318","4.8",".331","-0.3","0.2","0.2","51","19.7",".412","159"
"Dodgers","260","10.4 %","11.5 %","0.90",".326",".405",".520",".925",".195","5.0",".342","0.1","0.2","0.4","48","15.0",".387","142"
"Rockies","292","9.9 %","20.2 %","0.49",".314",".382",".523",".905",".209","4.3",".370","0.3","0.0","-0.8","52","15.1",".380","122"
"Reds","285","8.8 %","22.1 %","0.40",".317",".384",".510",".894",".193","3.4",".378","-0.5","-0.2","-1.7","49","13.6",".375","129"
"Athletics","225","7.6 %","17.8 %","0.43",".279",".347",".562",".909",".284","5.3",".287","0.3","-0.2","0.9","39","10.6",".374","139"
"Padres","228","7.9 %","22.8 %","0.35",".291",".358",".522",".881",".232","2.9",".336","-0.3","-0.2","-1.5","38","9.6",".368","128"
"Yankees","286","11.2 %","21.0 %","0.53",".282",".364",".512",".876",".230","4.7",".315","-0.5","0.1","0.4","48","11.7",".367","131"
"Cubs","276","11.2 %","24.6 %","0.46",".273",".363",".517",".879",".244","2.0",".316","0.2","-0.2","-0.4","46","11.1",".366","127"
"Rays","273","5.5 %","26.0 %","0.21",".296",".349",".520",".869",".224","5.1",".369","0.0","0.2","1.5","44","9.9",".362","131"
"Mets","270","7.0 %","21.5 %","0.33",".259",".326",".506",".832",".247","4.3",".279","-0.3","-0.2","-0.2","39","5.5",".343","118"
"Red Sox","291","9.3 %","23.4 %","0.40",".260",".340",".473",".813",".213","4.3",".299","-0.1","0.0","0.8","42","5.7",".342","109"
"Nationals","266","9.0 %","19.2 %","0.47",".277",".348",".472",".821",".196","5.2",".320","0.0","-0.1","0.0","39","5.1",".342","108"
"Orioles","272","6.6 %","20.2 %","0.33",".278",".332",".486",".818",".208","4.6",".315","0.1","-0.1","-0.6","39","5.2",".342","112"
"Angels","230","10.4 %","17.8 %","0.59",".262",".343",".446",".789",".183","2.1",".286","-0.1","0.0","-0.4","32","2.8",".334","111"
"Brewers","219","8.2 %","27.9 %","0.30",".250",".315",".485",".800",".235","3.8",".294","-0.1","0.0","-0.2","30","2.4",".332","103"
"Diamondbacks","247","4.5 %","18.6 %","0.24",".284",".327",".462",".789",".178","6.3",".316","0.5","-0.1","0.5","33","1.9",".329","102"
"Pirates","305","5.6 %","18.0 %","0.31",".270",".322",".441",".764",".171","3.4",".307","-0.2","0.0","0.1","39","0.6",".322","99"
"Phillies","234","7.3 %","24.8 %","0.29",".257",".309",".463",".772",".206","3.9",".309","0.2","0.3","0.3","30","0.2",".321","95"
"Marlins","281","7.1 %","19.2 %","0.37",".265",".326",".423",".749",".158","2.2",".302","-0.7","-0.5","-0.8","34","-1.1",".315","96"
"Blue Jays","266","6.4 %","28.2 %","0.23",".224",".282",".476",".758",".252","1.8",".247","-0.2","-0.1","-0.1","32","-1.5",".313","94"
"Braves","248","8.1 %","23.0 %","0.35",".253",".319",".391",".710",".138","2.8",".304","0.0","0.2","-0.2","27","-3.7",".303","84"
"Mariners","222","9.5 %","25.7 %","0.37",".236",".311",".382",".693",".146","4.1",".299","0.2","0.3","1.3","24","-4.1",".299","88"
"Astros","253","9.5 %","16.6 %","0.57",".250",".329",".345",".675",".095","2.0",".291","-0.3","0.0","-0.2","27","-5.2",".296","86"
"Royals","225","6.2 %","20.9 %","0.30",".252",".299",".403",".702",".150","5.1",".290","-0.1","0.1","0.5","24","-4.8",".295","80"
"Cardinals","189","8.5 %","20.6 %","0.41",".216",".312",".358",".670",".142","6.4",".246","0.1","0.1","0.9","20","-4.3",".294","80"
"Rangers","219","8.7 %","27.4 %","0.32",".209",".288",".378",".665",".168","3.8",".267","0.1","0.3","0.3","21","-6.8",".284","65"
"Tigers","289","6.9 %","26.3 %","0.26",".259",".308",".365",".673",".106","4.2",".337","-0.4","0.2","1.0","27","-9.1",".283","73"
"Indians","262","12.6 %","22.9 %","0.55",".197",".309",".314",".623",".117","2.9",".242","0.4","0.2","0.2","23","-9.5",".278","66"
"Giants","238","8.8 %","24.8 %","0.36",".222",".300",".325",".625",".104","2.9",".291","0.0","0.1","0.3","21","-9.2",".275","70"
"White Sox","251","6.4 %","32.3 %","0.20",".213",".276",".339",".615",".126","2.5",".296","0.4","0.2","-0.2","20","-11.8",".265","64"
