"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","243","11.1 %","19.3 %","0.57",".352",".420",".624","1.044",".272","4.4",".397","-0.1","-0.3","0.0","53","22.8",".428","175"
"Rays","266","12.4 %","20.3 %","0.61",".322",".408",".559",".967",".238","5.9",".372","0.2","0.1","1.0","53","19.0",".403","157"
"Mariners","302","7.6 %","22.8 %","0.33",".326",".380",".574",".954",".248","7.2",".381","-0.3","0.4","1.0","57","19.3",".394","152"
"Mets","245","13.9 %","23.3 %","0.60",".271",".391",".542",".933",".271","4.2",".311","-0.4","-0.1","0.0","46","14.9",".390","146"
"Yankees","231","10.8 %","20.3 %","0.53",".280",".364",".560",".924",".280","3.0",".291","-0.1","0.1","0.1","41","12.2",".381","140"
"Athletics","280","5.7 %","17.9 %","0.32",".298",".346",".570",".916",".271","3.2",".304","0.2","-0.4","-1.0","49","14.0",".378","141"
"Twins","154","5.2 %","16.2 %","0.32",".280",".322",".573",".896",".294","6.1",".271","-0.1","0.1","-0.1","25","6.0",".365","126"
"Reds","184","8.2 %","25.5 %","0.32",".265",".333",".542",".876",".277","3.3",".292","-0.3","-0.3","-0.6","29","6.2",".359","118"
"Nationals","256","11.7 %","19.1 %","0.61",".274",".362",".493",".855",".219","4.2",".302","0.1","-0.1","-0.4","41","8.4",".358","119"
"Dodgers","278","10.8 %","20.5 %","0.53",".268",".359",".498",".857",".229","4.2",".302","0.1","0.2","-0.4","43","8.4",".355","127"
"Angels","215","10.7 %","17.7 %","0.61",".242",".340",".435",".775",".194","4.3",".252","-0.2","-0.5","0.2","28","1.3",".327","108"
"Brewers","234","6.8 %","21.4 %","0.32",".266",".329",".444",".773",".179","3.2",".300","0.1","-0.2","-0.2","31","1.2",".326","98"
"Cardinals","219","9.1 %","21.9 %","0.42",".263",".338",".426",".764",".163","5.7",".321","0.1","0.1","0.2","29","1.1",".326","101"
"Royals","274","8.4 %","22.3 %","0.38",".254",".325",".455",".780",".201","6.5",".299","-0.2","0.2","0.3","36","1.3",".325","100"
"White Sox","220","6.4 %","30.0 %","0.21",".262",".309",".447",".756",".184","4.0",".344","0.1","-0.1","0.9","27","-0.3",".319","100"
"Cubs","229","10.0 %","26.6 %","0.38",".232",".311",".433",".745",".202","5.5",".273","0.0","-0.2","1.3","28","-1.1",".314","93"
"Braves","232","9.9 %","22.4 %","0.44",".246",".326",".419",".745",".172","4.3",".295","0.2","0.2","0.1","28","-1.4",".313","90"
"Pirates","229","6.1 %","27.9 %","0.22",".262",".317",".429",".746",".167","5.1",".345","0.4","-0.1","-0.4","27","-1.6",".312","93"
"Padres","255","9.0 %","26.3 %","0.34",".214",".298",".442",".740",".228","3.8",".247","0.0","-0.2","-0.4","30","-1.8",".312","93"
"Phillies","227","10.6 %","20.7 %","0.51",".235",".322",".400",".722",".165","2.9",".267","0.2","0.2","-0.4","26","-2.5",".307","88"
"Indians","223","12.6 %","26.5 %","0.47",".219",".323",".385",".708",".167","3.9",".281","0.1","0.0","0.2","25","-3.1",".304","86"
"Blue Jays","186","7.5 %","32.3 %","0.23",".240",".308",".395",".703",".156","4.5",".340","-0.2","0.1","0.5","20","-3.3",".299","84"
"Red Sox","187","10.7 %","19.8 %","0.54",".235",".319",".383",".702",".148","3.3",".270","0.2","-0.1","-0.1","20","-3.8",".297","80"
"Tigers","180","7.8 %","21.1 %","0.37",".232",".300",".360",".660",".128","3.9",".285","-0.6","0.2","0.1","17","-5.3",".286","75"
"Rangers","185","6.5 %","30.8 %","0.21",".229",".293",".367",".660",".139","3.4",".324","0.3","0.1","-0.4","18","-5.6",".285","65"
"Orioles","259","7.7 %","18.9 %","0.41",".202",".271",".365",".636",".163","5.7",".219","0.1","-0.1","-0.1","22","-10.7",".272","64"
"Diamondbacks","214","6.5 %","24.8 %","0.26",".205",".272",".313",".585",".108","2.8",".261","0.3","0.0","0.1","15","-11.6",".257","54"
"Rockies","248","7.7 %","25.0 %","0.31",".198",".264",".302",".566",".104","5.0",".256","0.3","0.0","-0.1","15","-16.0",".245","32"
"Giants","269","8.2 %","26.0 %","0.31",".191",".258",".299",".557",".108","3.6",".247","-0.1","0.1","-0.6","15","-18.9",".238","45"
"Marlins","200","8.5 %","28.0 %","0.30",".177",".250",".282",".532",".105","1.5",".223","-0.3","-0.4","-0.6","11","-14.7",".235","45"
