"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","277","8.7 %","16.2 %","0.53",".288",".354",".584",".938",".296","2.7",".287","-0.3","0.1","-0.4","51","15.7",".386","142"
"Rockies","244","8.6 %","25.4 %","0.34",".306",".368",".551",".919",".245","6.2",".377","0.1","0.2","-0.3","43","12.4",".379","120"
"Cardinals","243","9.9 %","17.7 %","0.56",".330",".394",".498",".892",".167","3.1",".380","0.2","0.0","-0.6","42","11.9",".376","135"
"Astros","246","10.6 %","17.5 %","0.60",".269",".358",".528",".886",".259","4.4",".272","-0.2","-0.2","0.3","41","10.3",".368","135"
"Rays","266","9.4 %","27.1 %","0.35",".258",".335",".525",".860",".267","5.2",".318","0.2","0.0","-1.7","41","7.8",".354","125"
"Mariners","240","13.3 %","22.9 %","0.58",".228",".338",".495",".833",".267","2.9",".235","-0.3","0.3","0.0","36","6.2",".350","123"
"Nationals","259","10.0 %","27.4 %","0.37",".257",".340",".469",".809",".212","3.3",".324","0.1","-0.1","-0.4","37","4.6",".340","105"
"White Sox","245","9.0 %","22.0 %","0.41",".270",".339",".459",".798",".189","4.7",".312","0.3","0.0","0.8","35","4.0",".339","113"
"Angels","286","8.7 %","17.8 %","0.49",".271",".343",".463",".805",".192","4.1",".301","-0.2","-0.5","0.5","40","4.2",".337","112"
"Braves","243","9.1 %","25.9 %","0.35",".262",".340",".449",".789",".187","3.2",".333","0.2","0.3","-1.0","34","3.0",".334","105"
"Blue Jays","233","6.9 %","23.6 %","0.29",".288",".338",".448",".786",".160","4.1",".351","0.0","-0.1","0.2","32","2.6",".333","107"
"Diamondbacks","287","9.1 %","23.3 %","0.39",".269",".347",".435",".782",".166","4.6",".331","0.4","0.0","0.4","39","2.8",".331","107"
"Rangers","216","10.6 %","24.5 %","0.43",".241",".327",".449",".776",".209","6.8",".295","0.4","0.2","-0.2","29","1.4",".327","94"
"Indians","197","9.6 %","25.4 %","0.38",".272",".357",".376",".733",".104","4.0",".361","0.4","0.1","0.2","25","0.1",".321","95"
"Yankees","279","9.0 %","21.5 %","0.42",".241",".314",".449",".763",".208","4.5",".266","0.0","0.0","0.7","35","-0.5",".318","96"
"Phillies","280","8.2 %","20.4 %","0.40",".253",".321",".422",".743",".169","1.4",".292","0.2","0.1","-0.1","34","-1.2",".315","91"
"Tigers","185","3.2 %","21.6 %","0.15",".269",".308",".444",".753",".175","5.5",".323","-0.5","0.2","0.3","22","-1.1",".313","92"
"Mets","227","7.5 %","20.3 %","0.37",".241",".317",".417",".734",".176","3.8",".267","-0.5","-0.1","0.0","27","-1.6",".312","94"
"Brewers","248","7.3 %","34.7 %","0.21",".219",".282",".469",".752",".250","4.2",".270","0.1","-0.2","0.1","29","-1.9",".311","90"
"Orioles","271","5.2 %","21.0 %","0.25",".264",".306",".425",".731",".161","4.8",".307","0.0","-0.1","1.1","31","-3.1",".306","88"
"Cubs","181","10.5 %","21.0 %","0.50",".226",".331",".348",".680",".123","3.3",".284","0.1","-0.1","-0.1","19","-3.3",".299","83"
"Dodgers","217","12.0 %","23.5 %","0.51",".217",".310",".392",".702",".175","3.3",".252","0.1","0.1","-0.6","23","-4.4",".297","85"
"Giants","208","7.7 %","23.1 %","0.33",".237",".303",".389",".692",".153","3.3",".287","-0.2","0.1","-0.2","22","-4.4",".295","84"
"Royals","265","10.2 %","29.4 %","0.35",".213",".294",".396",".690",".183","4.3",".264","-0.4","0.1","0.0","27","-6.5",".291","78"
"Red Sox","189","9.0 %","27.0 %","0.33",".222",".298",".389",".687",".168","3.7",".270","0.0","-0.1","0.3","19","-4.9",".290","75"
"Pirates","208","8.2 %","24.5 %","0.33",".204",".273",".339",".612",".134","3.5",".252","0.3","-0.1","-0.3","16","-10.7",".261","57"
"Padres","174","6.9 %","32.2 %","0.21",".193",".253",".317",".570",".124","3.9",".267","0.0","-0.5","-0.3","11","-11.0",".247","51"
"Athletics","204","8.8 %","17.6 %","0.50",".191",".270",".270",".539",".079","1.1",".221","0.2","-0.3","-0.1","12","-14.0",".241","48"
"Marlins","176","7.4 %","29.0 %","0.25",".200",".267",".263",".530",".063","3.8",".284","-0.3","-0.3","0.5","10","-12.6",".237","47"
"Reds","210","5.2 %","24.3 %","0.22",".163",".210",".311",".521",".148","2.7",".173","-0.3","-0.2","-0.5","9","-17.9",".221","29"
