"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Nationals","310","11.3 %","16.8 %","0.67",".315",".398",".513",".911",".199","4.7",".356","-0.3","-0.1","0.3","56","17.0",".383","136"
"Cardinals","263","14.4 %","15.2 %","0.95",".294",".402",".472",".875",".179","5.5",".322","0.5","0.1","0.2","46","12.4",".375","134"
"Astros","260","11.9 %","19.2 %","0.62",".278",".372",".498",".870",".220","3.2",".317","-0.1","-0.1","-1.0","43","10.1",".365","132"
"Athletics","180","9.4 %","20.0 %","0.47",".264",".346",".503",".850",".239","3.0",".296","0.0","-0.2","-0.1","28","5.7",".356","127"
"Twins","224","5.8 %","25.4 %","0.23",".274",".326",".538",".864",".264","3.7",".319","-0.2","0.2","0.1","35","7.1",".356","122"
"Orioles","257","8.9 %","17.1 %","0.52",".262",".348",".484",".832",".222","2.1",".272","0.1","0.1","-0.8","39","6.4",".349","117"
"Mariners","234","11.1 %","19.7 %","0.57",".246",".339",".488",".827",".241","7.5",".270","0.6","0.4","1.1","35","5.4",".347","120"
"Yankees","228","4.4 %","28.5 %","0.15",".273",".307",".514",".821",".241","2.1",".326","0.2","-0.1","0.1","32","3.5",".338","111"
"Phillies","205","15.6 %","23.4 %","0.67",".234",".358",".398",".756",".164","4.7",".308","0.1","0.1","-0.8","27","1.2",".326","100"
"Dodgers","219","11.9 %","28.8 %","0.41",".221",".321",".447",".768",".226","4.6",".280","0.1","0.2","0.1","28","0.5",".323","101"
"Brewers","231","13.4 %","22.1 %","0.61",".236",".346",".390",".736",".154","2.7",".286","0.0","0.1","0.0","29","-0.4",".318","94"
"Giants","190","5.3 %","24.2 %","0.22",".250",".295",".466",".761",".216","4.6",".285","-0.5","0.1","-0.3","23","-0.7",".316","98"
"Tigers","267","4.9 %","29.2 %","0.17",".275",".311",".434",".745",".159","3.5",".361","-0.1","-0.2","0.5","32","-1.4",".314","93"
"Marlins","220","5.5 %","24.5 %","0.22",".265",".318",".407",".725",".142","3.3",".333","-0.4","-0.2","-0.2","26","-1.7",".311","94"
"Rays","261","7.7 %","18.8 %","0.41",".253",".314",".422",".736",".169","4.0",".286","0.0","0.3","0.7","31","-2.4",".309","95"
"Angels","288","11.1 %","20.1 %","0.55",".238",".328",".389",".716",".151","4.3",".278","0.1","0.1","0.0","34","-2.7",".309","94"
"Red Sox","190","7.9 %","20.5 %","0.38",".247",".309",".418",".726",".171","2.2",".283","-0.1","-0.1","-0.8","22","-2.0",".308","86"
"Cubs","221","10.9 %","22.2 %","0.49",".218",".309",".389",".698",".171","3.6",".243","0.3","-0.1","0.3","24","-3.9",".299","81"
"Reds","220","6.4 %","30.9 %","0.21",".245",".306",".390",".696",".145","4.1",".333","-0.2","-0.1","1.1","24","-4.0",".299","80"
"White Sox","253","4.3 %","24.1 %","0.18",".254",".297",".397",".694",".142","4.1",".317","0.3","0.2","0.1","26","-5.5",".295","83"
"Rockies","262","8.0 %","23.3 %","0.34",".251",".314",".357",".672",".106","2.3",".314","0.1","0.0","-0.4","27","-6.4",".291","64"
"Braves","236","10.2 %","28.8 %","0.35",".186",".284",".387",".672",".201","5.2",".222","0.2","0.2","0.5","23","-6.7",".287","71"
"Pirates","249","6.8 %","16.1 %","0.43",".241",".301",".357",".658",".116","6.9",".275","-0.2","0.0","1.3","23","-8.0",".283","72"
"Blue Jays","220","9.1 %","26.4 %","0.34",".206",".282",".372",".654",".166","1.7",".254","-0.4","-0.1","-0.3","20","-7.4",".281","73"
"Indians","215","8.4 %","21.4 %","0.39",".210",".277",".385",".662",".174","4.9",".234","-0.3","-0.1","0.3","19","-7.8",".278","66"
"Mets","231","6.5 %","20.8 %","0.31",".222",".283",".335",".618",".113","3.5",".269","-0.4","0.0","0.1","18","-10.9",".265","65"
"Rangers","306","7.2 %","28.4 %","0.25",".204",".272",".323",".595",".118","4.4",".266","0.1","-0.1","1.0","22","-16.6",".257","48"
"Diamondbacks","209","9.1 %","21.5 %","0.42",".181",".255",".351",".606",".170","5.3",".197","0.4","0.0","0.1","15","-11.3",".257","54"
"Royals","221","8.1 %","25.8 %","0.32",".199",".267",".323",".590",".124","3.4",".245","-0.1","0.0","0.1","16","-12.1",".257","54"
"Padres","203","8.9 %","30.0 %","0.30",".177",".255",".287",".542",".110","2.2",".235","-0.1","-0.2","0.1","12","-14.0",".240","45"
