"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Reds","289","8.7 %","21.1 %","0.41",".340",".403",".589",".992",".249","3.4",".390","-0.5","-0.2","-1.5","59","22.4",".409","152"
"Twins","242","10.3 %","21.1 %","0.49",".307",".382",".613",".995",".307","4.8",".333","-0.3","0.1","0.5","49","18.4",".408","156"
"Padres","241","9.1 %","23.7 %","0.39",".308",".388",".536",".923",".227","2.6",".371","-0.3","-0.2","-1.5","44","14.1",".388","142"
"Dodgers","255","10.6 %","12.2 %","0.87",".313",".397",".521",".918",".207","3.7",".328","0.1","0.2","0.0","46","14.2",".385","141"
"Rockies","286","10.1 %","20.6 %","0.49",".313",".383",".528",".911",".214","4.0",".372","0.3","0.0","-0.4","51","15.3",".382","127"
"Cubs","275","10.9 %","28.0 %","0.39",".268",".355",".569",".924",".301","2.0",".303","0.2","-0.2","-0.4","49","14.3",".380","136"
"Athletics","223","8.1 %","19.3 %","0.42",".279",".341",".567",".908",".289","5.1",".288","0.3","-0.2","0.9","38","10.2",".373","137"
"Rays","271","7.4 %","25.8 %","0.29",".289",".356",".529",".884",".240","4.7",".350","-0.1","0.2","1.0","45","11.1",".367","134"
"Nationals","273","9.9 %","18.3 %","0.54",".286",".368",".466",".834",".181","5.4",".333","0.1","-0.1","0.4","42","7.3",".351","114"
"Yankees","281","10.7 %","20.3 %","0.53",".270",".352",".476",".828",".206","4.5",".302","-0.5","0.1","0.4","43","7.4",".350","119"
"Mets","275","7.6 %","21.8 %","0.35",".263",".328",".522",".851",".259","4.9",".287","-0.3","-0.2","-0.4","42","7.1",".350","121"
"Pirates","308","5.5 %","18.8 %","0.29",".286",".339",".473",".812",".187","3.7",".329","-0.2","0.0","0.0","44","5.7",".341","111"
"Brewers","218","6.0 %","26.6 %","0.22",".255",".303",".530",".833",".275","5.5",".282","-0.1","-0.1","0.3","31","3.9",".340","109"
"Diamondbacks","254","5.1 %","16.5 %","0.31",".297",".345",".467",".812",".170","6.4",".328","0.5","-0.1","0.7","36","4.2",".339","108"
"Marlins","275","7.3 %","18.2 %","0.40",".286",".348",".452",".800",".165","3.0",".323","-0.6","-0.5","-0.6","39","4.3",".338","110"
"Red Sox","291","7.2 %","22.3 %","0.32",".266",".333",".464",".797",".198","5.5",".314","-0.2","0.0","0.8","41","3.9",".336","104"
"Angels","233","11.6 %","19.3 %","0.60",".262",".352",".441",".793",".178","2.3",".298","-0.1","0.0","-0.4","32","3.1",".336","112"
"Orioles","270","7.0 %","23.0 %","0.31",".273",".331",".467",".798",".194","4.6",".326","0.0","-0.1","-0.8","38","3.6",".335","108"
"Phillies","229","6.1 %","28.8 %","0.21",".269",".311",".486",".797",".217","3.7",".341","0.2","0.3","0.1","31","1.9",".329","101"
"Mariners","229","9.6 %","23.6 %","0.41",".257",".332",".393",".725",".136","4.1",".327","0.3","0.3","1.3","28","-1.2",".314","98"
"Astros","256","8.6 %","17.6 %","0.49",".258",".332",".378",".710",".120","4.0",".300","-0.2","0.0","0.3","29","-2.8",".307","93"
"Tigers","285","7.0 %","23.9 %","0.29",".273",".323",".396",".719",".123","4.1",".346","-0.4","0.2","1.0","32","-4.2",".303","87"
"Braves","248","8.1 %","27.4 %","0.29",".241",".310",".393",".703",".152","3.4",".304","0.0","0.2","0.3","26","-4.8",".298","81"
"Indians","268","12.7 %","21.6 %","0.59",".211",".325",".330",".655",".119","3.6",".258","0.4","0.2","0.6","27","-6.9",".290","74"
"White Sox","257","5.8 %","27.6 %","0.21",".255",".309",".366",".675",".111","2.5",".338","0.5","0.2","-0.2","26","-6.7",".290","81"
"Rangers","226","8.0 %","27.4 %","0.29",".217",".296",".384",".681",".167","4.2",".276","0.1","0.2","0.3","23","-5.9",".290","70"
"Cardinals","223","8.1 %","22.4 %","0.36",".202",".295",".352",".648",".150","5.9",".228","0.1","0.1","0.9","21","-7.0",".283","74"
"Blue Jays","261","5.4 %","26.8 %","0.20",".205",".253",".426",".679",".221","1.3",".224","-0.2","0.0","-0.1","24","-8.8",".281","72"
"Royals","256","5.9 %","23.0 %","0.25",".234",".282",".379",".661",".145","4.7",".275","-0.2","0.1","0.0","23","-9.0",".279","69"
"Giants","236","8.5 %","23.7 %","0.36",".209",".284",".327",".611",".118","0.9",".261","0.0","0.1","-0.1","19","-10.8",".267","65"
