"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Mets","277","9.7 %","19.9 %","0.49",".295",".369",".566",".934",".270","4.1",".322","-0.5","-0.2","0.9","50","15.5",".385","142"
"Dodgers","282","6.4 %","19.1 %","0.33",".316",".368",".565",".933",".249","3.6",".349","0.0","0.2","0.3","51","15.2",".382","137"
"Athletics","229","8.7 %","15.7 %","0.56",".278",".354",".546",".900",".268","5.0",".287","0.2","-0.1","0.3","39","9.9",".370","135"
"Yankees","262","10.3 %","25.6 %","0.40",".284",".360",".522",".882",".237","5.3",".338","-0.2","0.3","0.2","44","11.1",".369","131"
"Indians","267","8.6 %","20.6 %","0.42",".290",".356",".525",".881",".235","6.6",".327","0.4","-0.1","0.6","45","11.0",".368","128"
"Mariners","237","10.5 %","21.1 %","0.50",".283",".367",".498",".865",".215","4.6",".320","0.2","0.2","0.7","39","8.9",".364","132"
"Rangers","220","7.3 %","24.5 %","0.30",".280",".335",".540",".875",".260","4.4",".326","-0.2","0.2","-0.4","36","7.9",".362","118"
"Astros","233","8.6 %","18.0 %","0.48",".283",".348",".514",".862",".231","0.8",".304","-0.3","-0.1","-0.1","37","7.9",".359","128"
"Reds","230","7.4 %","26.5 %","0.28",".260",".343",".495",".839",".235","6.6",".318","-0.3","-0.1","-0.2","35","6.2",".351","114"
"Red Sox","278","9.7 %","22.7 %","0.43",".290",".365",".457",".822",".167","5.2",".365","-0.3","0.1","-0.2","41","5.9",".345","111"
"Pirates","199","8.0 %","15.1 %","0.53",".299",".362",".460",".822",".161","4.4",".336","-0.2","0.0","-0.1","29","4.2",".344","113"
"Nationals","221","9.0 %","17.6 %","0.51",".263",".339",".485",".824",".222","6.9",".281","0.0","-0.1","0.9","32","3.7",".340","105"
"Blue Jays","284","10.6 %","26.8 %","0.39",".263",".342",".466",".808",".203","3.4",".323","-0.1","0.1","-0.2","40","4.6",".339","112"
"Angels","242","7.4 %","18.6 %","0.40",".286",".344",".432",".776",".145","2.6",".327","-0.1","-0.1","-0.2","33","2.5",".332","109"
"Brewers","227","12.8 %","23.3 %","0.55",".229",".341",".432",".773",".203","4.6",".262","0.1","0.0","1.1","31","2.3",".332","102"
"Cubs","247","8.5 %","23.9 %","0.36",".260",".327",".444",".770",".184","5.7",".316","0.3","-0.1","0.8","32","1.2",".325","99"
"Padres","205","11.7 %","25.4 %","0.46",".263",".348",".419",".767",".156","5.4",".341","0.0","-0.1","0.2","27","0.8",".324","101"
"Braves","229","7.4 %","23.1 %","0.32",".243",".306",".457",".763",".214","3.8",".274","0.0","0.2","0.3","29","0.2",".321","95"
"Phillies","266","10.5 %","21.4 %","0.49",".248",".328",".423",".751",".175","5.6",".288","0.2","0.2","1.3","33","-0.5",".318","94"
"White Sox","228","6.1 %","23.2 %","0.26",".258",".310",".426",".736",".167","5.1",".313","0.4","0.1","0.1","27","-2.0",".310","94"
"Royals","263","6.1 %","16.7 %","0.36",".255",".314",".418",".733",".163","5.2",".286","-0.4","-0.1","1.2","31","-2.5",".309","88"
"Diamondbacks","278","10.1 %","19.1 %","0.53",".260",".342",".364",".705",".103","5.0",".312","0.5","0.0","1.2","32","-3.2",".307","85"
"Marlins","233","5.6 %","24.5 %","0.23",".245",".297",".435",".733",".190","2.1",".293","-0.3","-0.4","-1.0","26","-2.8",".306","91"
"Twins","265","6.0 %","20.8 %","0.29",".247",".309",".407",".717",".160","1.9",".281","-0.4","0.1","0.1","30","-3.3",".306","88"
"Tigers","186","6.5 %","24.2 %","0.27",".250",".303",".395",".698",".145","2.9",".311","-0.2","0.0","-0.6","20","-3.4",".298","85"
"Rays","227","7.0 %","22.9 %","0.31",".239",".305",".366",".671",".127","4.8",".300","0.3","0.3","0.3","23","-5.8",".290","82"
"Rockies","268","6.7 %","26.9 %","0.25",".238",".288",".383",".671",".145","2.5",".298","0.1","0.0","-1.5","26","-8.1",".285","60"
"Cardinals","235","8.9 %","20.0 %","0.45",".223",".299",".332",".631",".109","4.7",".264","0.1","0.0","0.4","21","-9.0",".276","69"
"Orioles","223","9.9 %","23.3 %","0.42",".218",".297",".325",".622",".107","4.5",".273","-0.2","0.0","0.5","18","-9.7",".270","63"
"Giants","256","7.0 %","25.0 %","0.28",".204",".266",".374",".640",".170","4.4",".248","0.1","0.1","-0.3","21","-11.3",".269","67"
