"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Yankees","263","8.7 %","25.1 %","0.35",".304",".366",".570",".936",".266","4.6",".355","-0.2","0.3","0.1","48","15.1",".386","143"
"Mariners","249","13.3 %","22.5 %","0.59",".295",".393",".524",".917",".229","6.7",".361","0.1","0.2","0.4","45","13.9",".384","146"
"Astros","238","8.8 %","17.2 %","0.51",".294",".359",".537",".896",".243","1.2",".311","-0.4","-0.1","-0.6","41","10.7",".372","136"
"Mets","279","9.0 %","17.6 %","0.51",".283",".351",".538",".890",".255","3.0",".290","-0.5","-0.2","0.0","47","11.6",".368","132"
"Rangers","221","5.4 %","24.9 %","0.22",".302",".338",".564",".902",".262","4.5",".353","-0.2","0.2","-0.8","37","9.0",".367","121"
"Pirates","207","9.7 %","14.0 %","0.69",".315",".379",".489",".868",".174","3.9",".345","-0.2","-0.1","-0.4","34","7.5",".362","125"
"Blue Jays","290","9.3 %","27.6 %","0.34",".298",".363",".500",".863",".202","3.4",".381","-0.1","0.1","-0.2","47","10.1",".360","126"
"Padres","213","10.8 %","23.5 %","0.46",".265",".354",".497",".851",".232","4.6",".304","0.0","-0.1","0.7","33","6.4",".355","121"
"Red Sox","243","7.4 %","21.0 %","0.35",".305",".362",".486",".849",".182","4.7",".370","-0.4","0.1","-0.2","38","7.0",".353","117"
"Phillies","275","10.9 %","21.1 %","0.52",".269",".349",".496",".845",".227","5.3",".301","0.2","0.2","1.1","42","7.0",".349","116"
"Indians","254","6.7 %","21.3 %","0.31",".277",".329",".494",".823",".216","5.4",".311","0.3","-0.2","0.2","37","5.1",".343","111"
"Nationals","234","9.4 %","20.9 %","0.45",".267",".351",".436",".786",".168","6.6",".313","0.0","-0.1","0.5","32","2.7",".333","100"
"Dodgers","273","7.3 %","22.0 %","0.33",".260",".327",".479",".806",".219","4.3",".297","0.1","0.2","0.9","37","3.0",".333","106"
"Twins","232","4.3 %","19.0 %","0.23",".282",".328",".440",".767",".157","2.5",".317","-0.4","0.0","-0.4","30","1.2",".326","102"
"Reds","229","7.9 %","27.1 %","0.29",".236",".323",".433",".757",".197","6.7",".295","-0.3","-0.1","0.0","29","0.3",".321","94"
"Brewers","228","11.4 %","26.3 %","0.43",".222",".320",".424",".744",".202","4.4",".264","0.0","0.0","1.1","28","-0.3",".318","94"
"White Sox","234","5.1 %","27.4 %","0.19",".277",".326",".423",".749",".146","3.3",".368","0.3","0.2","-0.2","29","-0.5",".318","99"
"Angels","230","9.1 %","20.4 %","0.45",".271",".335",".396",".731",".126","2.4",".316","-0.1","-0.1","-0.2","28","-1.0",".315","98"
"Cubs","248","10.1 %","23.4 %","0.43",".250",".329",".409",".738",".159","5.5",".310","0.3","-0.1","0.2","30","-1.2",".314","92"
"Rays","226","5.8 %","20.8 %","0.28",".245",".311",".426",".738",".181","5.8",".280","0.3","0.3","0.3","27","-1.3",".313","98"
"Athletics","221","7.2 %","19.9 %","0.36",".243",".308",".446",".753",".203","3.0",".264","0.2","-0.1","0.3","27","-1.3",".313","98"
"Orioles","230","9.6 %","26.1 %","0.37",".252",".323",".408",".731",".155","5.0",".326","-0.2","0.0","0.2","27","-2.1",".310","90"
"Royals","264","5.7 %","20.5 %","0.28",".255",".318",".402",".720",".146","4.7",".307","-0.3","-0.1","0.4","30","-3.1",".306","87"
"Giants","263","8.7 %","20.9 %","0.42",".237",".305",".428",".733",".191","4.7",".278","0.1","0.1","-0.8","30","-3.1",".306","90"
"Braves","229","8.3 %","24.5 %","0.34",".225",".293",".431",".723",".206","4.2",".254","0.0","0.2","0.5","26","-2.9",".305","85"
"Diamondbacks","273","9.2 %","20.9 %","0.44",".254",".326",".375",".701",".121","6.0",".309","0.5","0.0","1.9","30","-4.6",".301","82"
"Marlins","228","6.6 %","27.2 %","0.24",".244",".307",".402",".709",".158","3.1",".314","-0.4","-0.4","-1.0","25","-3.9",".300","87"
"Cardinals","234","7.3 %","18.8 %","0.39",".251",".309",".363",".672",".112","5.3",".299","0.3","-0.1","0.7","24","-5.9",".291","81"
"Tigers","179","6.7 %","22.9 %","0.29",".222",".274",".365",".639",".144","3.4",".264","-0.1","0.0","0.1","15","-7.2",".273","66"
"Rockies","258","8.1 %","33.7 %","0.24",".183",".249",".332",".581",".149","3.8",".243","0.1","-0.1","-0.8","17","-16.0",".248","35"
