"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Diamondbacks","244","7.0 %","18.9 %","0.37",".329",".374",".636","1.010",".307","5.6",".354","0.2","-0.2","0.4","50","19.5",".412","156"
"Dodgers","241","11.6 %","16.6 %","0.70",".300",".389",".547",".936",".246","3.5",".316","0.1","0.2","-0.1","44","13.8",".386","144"
"Phillies","208","16.3 %","21.2 %","0.77",".290",".413",".509",".922",".219","4.2",".350","0.2","0.2","-0.4","37","10.8",".380","140"
"Cubs","247","10.1 %","21.5 %","0.47",".300",".378",".465",".843",".166","2.8",".359","0.0","-0.2","-0.2","40","8.7",".361","122"
"Mariners","193","11.4 %","22.3 %","0.51",".274",".358",".494",".852",".220","5.5",".314","-0.2","0.2","1.3","31","6.3",".358","128"
"Braves","234","14.1 %","20.5 %","0.69",".276",".382",".459",".841",".184","3.9",".324","0.1","0.2","-0.9","37","7.5",".357","119"
"Brewers","233","14.2 %","24.0 %","0.59",".263",".371",".470",".840",".207","4.1",".318","0.1","-0.2","0.9","36","6.4",".351","116"
"Rangers","263","12.5 %","27.4 %","0.46",".257",".357",".465",".822",".208","6.1",".326","0.1","0.2","0.2","40","6.7",".350","109"
"Twins","201","8.5 %","23.4 %","0.36",".290",".368",".455",".823",".165","4.6",".375","-0.2","0.0","-0.3","30","5.0",".349","118"
"Nationals","193","8.3 %","28.5 %","0.29",".259",".333",".465",".798",".206","5.0",".330","0.1","0.0","0.7","27","2.7",".336","106"
"White Sox","199","10.1 %","23.6 %","0.43",".261",".343",".443",".787",".182","4.8",".320","0.1","-0.1","0.5","28","2.8",".336","111"
"Yankees","230","11.3 %","27.8 %","0.41",".235",".330",".385",".715",".150","2.4",".302","0.1","-0.3","-0.4","27","-2.0",".310","92"
"Mets","246","7.7 %","26.8 %","0.29",".269",".335",".381",".716",".112","5.9",".370","-0.3","-0.2","0.5","28","-2.6",".308","93"
"Marlins","221","5.9 %","23.1 %","0.25",".276",".327",".379",".707",".103","3.3",".353","-0.3","-0.5","0.3","25","-2.8",".305","90"
"Orioles","224","8.0 %","27.7 %","0.29",".243",".313",".396",".709",".153","4.6",".313","0.0","-0.1","0.0","25","-3.4",".302","84"
"Red Sox","271","8.9 %","19.9 %","0.44",".245",".315",".380",".694",".135","4.6",".292","-0.1","0.0","0.4","29","-5.0",".299","80"
"Royals","189","6.3 %","19.6 %","0.32",".250",".303",".401",".704",".151","6.8",".293","-0.1","0.1","0.1","20","-3.5",".299","83"
"Athletics","249","8.8 %","18.5 %","0.48",".229",".309",".377",".686",".148","3.0",".250","0.2","-0.4","0.0","26","-5.5",".295","85"
"Rays","227","8.4 %","27.3 %","0.31",".240",".310",".373",".682",".132","4.6",".319","0.1","0.1","1.3","23","-5.2",".293","85"
"Padres","221","9.0 %","21.7 %","0.42",".236",".303",".387",".690",".151","3.5",".274","0.4","-0.1","0.5","22","-5.4",".292","80"
"Pirates","198","11.1 %","17.2 %","0.65",".229",".327",".335",".662",".106","5.5",".274","0.1","-0.2","1.1","20","-4.9",".291","80"
"Astros","214","8.9 %","19.2 %","0.46",".240",".310",".344",".654",".104","1.9",".284","-0.2","-0.2","-1.1","21","-6.3",".286","79"
"Cardinals","195","8.2 %","29.7 %","0.28",".189",".268",".377",".645",".189","5.3",".229","0.1","0.0","0.3","17","-7.4",".276","70"
"Blue Jays","251","9.6 %","24.7 %","0.39",".191",".284",".355",".639",".164","2.2",".225","-0.2","0.1","-0.5","22","-9.6",".276","70"
"Giants","214","4.2 %","23.8 %","0.18",".216",".271",".342",".613",".126","3.0",".271","-0.3","0.1","-0.1","17","-10.2",".265","65"
"Tigers","228","11.4 %","28.5 %","0.40",".187",".285",".268",".553",".081","3.7",".269","-0.8","0.3","0.7","15","-14.0",".249","49"
"Indians","210","11.0 %","29.5 %","0.37",".186",".273",".284",".557",".098","2.8",".250","0.1","0.0","0.1","13","-13.9",".244","44"
"Angels","208","6.3 %","19.2 %","0.33",".182",".240",".302",".542",".120","2.3",".203","-0.2","-0.3","0.1","11","-15.6",".233","44"
"Rockies","210","5.7 %","31.9 %","0.18",".187",".239",".275",".514",".088","2.4",".258","0.2","0.0","-1.0","9","-17.2",".225","19"
"Reds","205","8.3 %","27.8 %","0.30",".151",".229",".215",".444",".065","0.7",".211","-0.4","-0.3","-0.5","5","-21.1",".201","17"
