"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","293","11.3 %","16.4 %","0.69",".291",".377",".610",".986",".319","2.7",".276","-0.3","0.3","-0.6","58","20.6",".401","153"
"Yankees","291","8.9 %","21.3 %","0.42",".323",".385",".574",".959",".251","5.8",".378","0.0","0.1","0.4","56","19.6",".398","151"
"Reds","242","7.4 %","25.6 %","0.29",".321",".382",".528",".909",".206","4.7",".408","-0.5","0.0","-0.2","43","12.7",".381","135"
"Red Sox","281","7.1 %","19.2 %","0.37",".291",".349",".539",".888",".248","4.1",".321","-0.2","0.1","-0.4","47","11.7",".368","126"
"Astros","223","6.7 %","22.9 %","0.29",".269",".333",".547",".881",".279","3.6",".287","-0.1","-0.1","0.3","37","8.5",".364","131"
"Orioles","301","6.3 %","27.6 %","0.23",".283",".333",".504",".837",".221","5.7",".346","-0.1","0.1","0.6","45","7.5",".349","116"
"Brewers","237","11.8 %","24.9 %","0.47",".262",".356",".466",".822",".204","3.7",".326","0.0","0.1","-0.8","35","5.2",".345","112"
"Mariners","261","9.2 %","25.7 %","0.36",".277",".351",".446",".797",".169","4.8",".357","1.0","0.2","-0.2","37","4.6",".340","117"
"Cardinals","274","7.7 %","24.1 %","0.32",".249",".308",".527",".834",".278","6.7",".268","0.5","0.0","1.1","39","4.6",".339","111"
"Diamondbacks","231","13.0 %","21.6 %","0.60",".268",".361",".444",".805",".177","6.6",".331","0.4","0.0","0.7","33","3.7",".339","107"
"Dodgers","190","13.7 %","18.9 %","0.72",".253",".353",".420",".772",".167","3.6",".281","0.1","0.2","0.3","26","2.1",".332","108"
"Nationals","263","9.5 %","20.2 %","0.47",".264",".340",".434",".774",".170","5.3",".310","0.1","-0.1","1.3","35","1.9",".328","100"
"Braves","194","9.8 %","25.8 %","0.38",".275",".361",".374",".735",".099","4.0",".373","0.0","0.2","0.6","25","0.4",".322","96"
"Indians","296","9.5 %","16.6 %","0.57",".267",".339",".422",".762",".155","4.4",".304","0.3","0.1","-0.1","37","-0.4",".318","92"
"Padres","235","10.6 %","23.8 %","0.45",".262",".339",".406",".745",".144","3.0",".324","0.1","-0.2","-0.2","29","-0.5",".317","95"
"Mets","236","8.5 %","23.7 %","0.36",".238",".315",".410",".724",".171","2.8",".281","-0.4","-0.2","-0.8","27","-2.7",".307","92"
"Rockies","267","8.6 %","27.3 %","0.32",".242",".309",".413",".722",".171","4.3",".317","0.1","-0.2","0.2","30","-3.2",".306","72"
"Angels","254","9.4 %","20.1 %","0.47",".218",".295",".404",".700",".187","5.6",".238","-0.1","-0.2","0.9","27","-5.0",".297","85"
"Pirates","277","7.6 %","18.8 %","0.40",".253",".325",".363",".688",".110","2.5",".311","-0.1","0.0","-0.6","29","-5.8",".296","82"
"Rangers","259","3.9 %","26.3 %","0.15",".241",".274",".424",".699",".184","4.9",".281","0.3","0.4","0.5","26","-6.3",".292","70"
"Cubs","227","5.7 %","28.2 %","0.20",".236",".286",".406",".692",".170","4.5",".300","0.3","-0.2","0.1","23","-5.9",".290","76"
"Blue Jays","221","7.2 %","24.4 %","0.30",".227",".290",".374",".664",".148","2.4",".275","-0.2","0.1","-1.0","21","-6.6",".286","76"
"Phillies","219","7.3 %","24.7 %","0.30",".217",".289",".359",".648",".141","3.9",".273","0.4","0.1","0.1","20","-7.9",".278","69"
"Royals","240","9.6 %","21.7 %","0.44",".206",".288",".341",".629",".136","2.4",".242","-0.3","-0.1","-0.5","20","-9.9",".272","64"
"White Sox","257","4.7 %","32.3 %","0.14",".224",".266",".378",".643",".154","6.0",".309","0.2","0.1","0.7","22","-10.6",".272","69"
"Athletics","267","9.7 %","26.6 %","0.37",".209",".292",".328",".620",".119","4.0",".272","0.2","-0.1","-0.4","22","-11.1",".272","70"
"Giants","239","7.1 %","24.3 %","0.29",".218",".286",".347",".633",".130","1.4",".273","0.0","0.0","-0.5","20","-10.1",".271","68"
"Rays","222","12.2 %","27.5 %","0.44",".195",".293",".323",".616",".128","3.5",".262","0.2","0.1","-0.1","18","-9.5",".270","68"
"Tigers","237","5.1 %","29.1 %","0.17",".199",".253",".321",".574",".122","2.6",".265","-0.2","0.2","0.3","14","-15.4",".245","47"
"Marlins","203","3.4 %","31.0 %","0.11",".164",".209",".286",".495",".122","1.4",".213","-0.6","-0.3","-0.1","7","-18.8",".213","29"
