"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","259","8.9 %","18.1 %","0.49",".317",".378",".609",".987",".291","3.9",".325","-0.2","0.2","-0.2","51","18.8",".404","154"
"Cubs","289","12.1 %","18.7 %","0.65",".293",".391",".517",".907",".223","3.1",".328","0.2","-0.1","-0.2","52","15.3",".381","134"
"Yankees","286","10.5 %","21.3 %","0.49",".278",".353",".537",".890",".259","4.9",".299","-0.5","0.1","0.4","48","11.8",".368","131"
"Rangers","215","6.5 %","21.9 %","0.30",".291",".344",".541",".885",".250","4.1",".329","-0.1","0.3","0.5","35","8.3",".365","120"
"Athletics","240","7.5 %","18.8 %","0.40",".279",".346",".526",".871",".247","4.3",".300","0.3","-0.3","-0.2","39","8.5",".361","130"
"Red Sox","291","8.9 %","17.2 %","0.52",".280",".351",".487",".837",".207","3.8",".302","-0.1","-0.1","0.6","45","8.3",".353","116"
"Pirates","231","7.4 %","17.7 %","0.41",".278",".341",".483",".824",".206","4.2",".299","-0.2","0.0","0.5","34","5.2",".346","114"
"Rays","235","5.5 %","24.3 %","0.23",".263",".319",".493",".812",".230","2.1",".299","0.1","0.1","-0.3","34","4.1",".340","115"
"Nationals","268","9.7 %","20.5 %","0.47",".270",".347",".443",".790",".173","4.0",".322","0.0","-0.1","0.0","37","3.2",".334","101"
"Phillies","272","10.7 %","22.1 %","0.48",".261",".339",".444",".783",".183","4.4",".316","0.2","0.3","0.0","37","2.5",".330","102"
"Braves","290","9.0 %","21.4 %","0.42",".252",".322",".465",".787",".213","2.5",".268","0.1","0.3","-0.6","39","2.6",".330","103"
"Rockies","236","6.8 %","21.6 %","0.31",".270",".326",".447",".773",".177","3.6",".321","0.2","0.0","-1.0","31","1.5",".327","86"
"Cardinals","199","10.6 %","19.6 %","0.54",".243",".333",".428",".761",".185","4.6",".273","0.0","0.0","0.7","26","1.0",".326","102"
"Astros","256","10.5 %","16.4 %","0.64",".252",".337",".413",".750",".161","2.8",".274","-0.3","0.0","-0.4","32","0.1",".320","102"
"Brewers","200","9.0 %","23.5 %","0.38",".253",".330",".410",".740",".157","3.3",".304","-0.1","-0.1","-0.4","24","-0.9",".314","91"
"Blue Jays","261","7.3 %","20.7 %","0.35",".234",".295",".460",".755",".226","1.7",".244","-0.3","0.0","-0.1","32","-1.3",".314","96"
"Angels","225","10.7 %","20.4 %","0.52",".234",".324",".371",".695",".137","2.6",".274","-0.1","-0.2","-0.2","25","-3.2",".303","90"
"Dodgers","196","10.7 %","22.4 %","0.48",".227",".316",".390",".706",".163","3.4",".262","0.1","0.1","0.3","21","-3.5",".299","88"
"Orioles","258","6.6 %","25.6 %","0.26",".221",".287",".413",".700",".191","4.1",".267","0.1","-0.1","0.1","27","-5.3",".296","80"
"Mets","245","9.8 %","24.5 %","0.40",".211",".302",".399",".701",".188","3.5",".245","-0.3","-0.3","-0.3","25","-5.7",".293","84"
"Marlins","222","6.3 %","21.2 %","0.30",".243",".294",".411",".705",".168","4.3",".273","-0.4","-0.3","0.3","23","-5.3",".292","81"
"Indians","261","13.0 %","18.4 %","0.71",".199",".303",".363",".666",".164","3.3",".216","0.4","0.2","0.2","26","-6.8",".290","74"
"Mariners","220","5.5 %","30.5 %","0.18",".252",".291",".388",".679",".136","2.5",".341","-0.1","0.3","-0.3","22","-6.0",".288","81"
"Royals","192","10.9 %","22.4 %","0.49",".235",".325",".331",".656",".096","4.9",".301","-0.2","0.0","-0.2","19","-5.3",".288","75"
"Padres","206","8.3 %","28.2 %","0.29",".227",".294",".346",".640",".119","2.0",".301","-0.3","-0.2","-1.2","18","-7.8",".276","68"
"White Sox","235","5.5 %","28.5 %","0.19",".220",".277",".353",".630",".133","4.0",".285","0.5","0.1","-0.4","20","-9.8",".272","69"
"Reds","176","6.8 %","26.7 %","0.26",".211",".274",".329",".603",".118","4.3",".266","-0.3","-0.1","-0.6","13","-8.7",".263","56"
"Giants","270","8.1 %","26.3 %","0.31",".201",".268",".324",".591",".123","4.4",".254","-0.1","0.0","0.0","19","-14.8",".257","58"
"Diamondbacks","216","7.4 %","23.6 %","0.31",".182",".263",".318",".581",".135","3.8",".221","0.4","-0.1","0.1","15","-12.6",".252","54"
"Tigers","213","4.7 %","27.2 %","0.17",".202",".244",".293",".537",".091","2.7",".270","-0.4","0.1","-0.5","10","-17.0",".228","36"
