"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","201","10.0 %","19.9 %","0.50",".305",".383",".565",".948",".260","4.4",".333","-0.1","-0.2","-0.2","38","12.9",".394","152"
"Rays","207","11.6 %","21.7 %","0.53",".296",".383",".559",".942",".263","5.5",".344","0.1","0.1","-0.6","39","12.5",".390","155"
"Braves","198","13.1 %","25.8 %","0.51",".288",".381",".535",".916",".247","5.8",".360","0.1","0.1","0.3","35","10.4",".381","138"
"Athletics","193","6.2 %","22.8 %","0.27",".280",".337",".571",".908",".291","3.0",".294","0.1","-0.3","-0.8","33","8.8",".372","137"
"Rangers","196","9.2 %","21.4 %","0.43",".283",".361",".520",".881",".237","8.0",".328","0.3","0.1","1.3","33","8.3",".369","123"
"Cardinals","239","9.6 %","23.4 %","0.41",".285",".369",".512",".881",".227","6.4",".340","0.1","0.0","0.7","40","9.8",".367","127"
"Royals","270","11.9 %","19.3 %","0.62",".259",".353",".504",".857",".246","5.8",".278","-0.5","0.2","0.3","42","8.5",".356","121"
"Brewers","234","9.4 %","21.4 %","0.44",".277",".355",".481",".835",".204","2.3",".313","0.1","-0.1","-0.4","36","6.3",".351","116"
"Dodgers","260","6.9 %","21.9 %","0.32",".274",".331",".491",".822",".218","4.5",".307","0.1","0.1","0.5","38","5.0",".342","112"
"Mets","294","13.3 %","22.4 %","0.59",".267",".369",".413",".782",".146","3.9",".335","-0.4","-0.1","0.4","41","4.4",".337","110"
"Nationals","199","9.5 %","22.6 %","0.42",".277",".348",".435",".784",".158","3.4",".344","0.0","0.0","-0.8","28","2.5",".335","103"
"Phillies","269","11.2 %","23.4 %","0.48",".255",".349",".430",".779",".174","4.5",".321","0.2","0.2","0.0","37","2.9",".333","104"
"Twins","179","11.2 %","19.6 %","0.57",".248",".331",".452",".784",".204","3.2",".276","-0.2","0.0","-0.5","24","1.8",".331","106"
"White Sox","207","7.2 %","31.4 %","0.23",".243",".304",".471",".775",".228","4.7",".313","0.2","-0.1","0.4","27","0.7",".324","103"
"Blue Jays","225","10.7 %","28.0 %","0.38",".253",".338",".419",".757",".167","2.6",".333","-0.1","0.0","-0.4","29","0.7",".323","101"
"Diamondbacks","237","9.3 %","23.6 %","0.39",".252",".350",".388",".739",".136","2.6",".324","0.3","-0.1","-0.4","30","0.2",".321","96"
"Cubs","229","10.9 %","25.8 %","0.42",".237",".332",".404",".736",".167","3.6",".299","0.1","-0.2","0.2","28","-1.2",".314","92"
"Yankees","173","6.9 %","23.7 %","0.29",".255",".310",".438",".748",".183","3.8",".294","0.1","0.0","0.1","21","-1.0",".313","93"
"Reds","204","7.8 %","23.5 %","0.33",".217",".291",".424",".715",".207","3.8",".250","-0.4","-0.3","-0.8","23","-3.1",".302","83"
"Padres","245","6.5 %","26.9 %","0.24",".220",".280",".435",".715",".215","2.5",".253","0.0","-0.2","-0.5","27","-4.3",".300","85"
"Indians","264","11.4 %","21.6 %","0.53",".230",".327",".339",".666",".109","3.3",".290","0.2","0.0","0.0","27","-6.6",".291","77"
"Mariners","260","6.2 %","28.8 %","0.21",".225",".273",".413",".686",".188","5.6",".283","-0.3","0.3","-0.6","25","-7.5",".287","80"
"Tigers","187","4.8 %","27.8 %","0.17",".240",".283",".371",".655",".131","3.1",".317","-0.8","0.1","0.3","17","-6.5",".280","70"
"Red Sox","212","9.0 %","20.8 %","0.43",".210",".294",".344",".638",".134","3.3",".250","0.2","-0.4","-0.1","19","-8.0",".276","65"
"Pirates","225","4.9 %","25.3 %","0.19",".229",".270",".386",".656",".157","5.2",".281","0.3","-0.2","-0.2","20","-8.6",".276","69"
"Orioles","262","10.3 %","20.6 %","0.50",".202",".287",".343",".631",".142","2.9",".233","0.1","-0.2","-0.6","23","-10.1",".275","66"
"Marlins","262","8.0 %","29.8 %","0.27",".207",".275",".304",".579",".097","2.2",".277","-0.4","-0.4","0.0","18","-14.8",".255","58"
"Giants","237","6.3 %","24.9 %","0.25",".200",".254",".353",".608",".153","3.4",".240","-0.2","0.1","-0.8","16","-13.6",".254","56"
"Angels","178","10.7 %","16.3 %","0.66",".190",".282",".281",".564",".092","3.1",".210","-0.1","-0.4","0.1","12","-10.7",".250","55"
"Rockies","243","5.3 %","29.2 %","0.18",".200",".243",".351",".594",".151","6.4",".262","0.2","0.1","0.0","16","-14.9",".249","37"
