"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Nationals","266","10.2 %","18.0 %","0.56",".341",".412",".725","1.137",".384","6.1",".350","-0.3","-0.1","0.4","65","31.1",".455","182"
"Red Sox","205","8.8 %","20.5 %","0.43",".354",".412",".657","1.069",".304","5.1",".414","0.0","0.0","-1.0","46","19.7",".431","169"
"Dodgers","250","10.8 %","20.4 %","0.53",".288",".373",".644","1.017",".356","4.5",".286","0.1","0.2","0.3","52","20.2",".413","162"
"Twins","301","10.0 %","17.3 %","0.58",".302",".383",".527",".910",".225","3.7",".332","-0.2","0.3","-1.1","54","16.1",".382","140"
"Mets","251","6.8 %","17.9 %","0.38",".352",".410",".480",".890",".128","4.8",".427","-0.5","0.0","-0.2","44","12.8",".379","140"
"Rockies","236","10.2 %","20.3 %","0.50",".289",".368",".539",".907",".250","3.3",".310","0.0","0.0","-0.2","41","11.3",".375","118"
"Brewers","270","10.7 %","21.1 %","0.51",".289",".372",".523",".896",".234","3.7",".329","-0.1","0.1","0.6","47","12.6",".374","134"
"Mariners","269","10.8 %","21.6 %","0.50",".275",".357",".542",".899",".267","4.5",".294","0.7","0.3","-1.1","46","12.0",".372","137"
"Indians","245","8.6 %","21.6 %","0.40",".282",".350",".532",".882",".250","3.6",".314","-0.2","-0.1","-0.4","41","10.1",".368","126"
"Angels","282","11.0 %","24.1 %","0.46",".291",".375",".494",".869",".202","6.0",".367","0.1","0.3","0.2","47","11.4",".367","133"
"Giants","247","8.1 %","18.6 %","0.43",".300",".363",".486",".850",".186","3.4",".341","0.0","0.1","-0.8","39","7.9",".357","123"
"Diamondbacks","268","7.5 %","19.8 %","0.38",".263",".317",".543",".860",".279","5.5",".266","0.3","-0.1","0.0","41","7.5",".352","116"
"Yankees","223","7.2 %","19.7 %","0.36",".283",".341",".493",".833",".210","3.0",".318","0.2","0.0","0.1","34","5.9",".350","120"
"Braves","219","8.2 %","19.2 %","0.43",".273",".339",".480",".819",".207","2.5",".301","0.2","0.3","-0.4","32","4.9",".346","111"
"Phillies","221","5.0 %","26.2 %","0.19",".270",".327",".495",".822",".225","6.3",".333","0.1","0.2","0.7","32","4.4",".343","110"
"Rangers","297","11.4 %","20.9 %","0.55",".269",".358",".431",".789",".162","5.2",".326","0.2","0.0","1.6","42","4.8",".339","102"
"Athletics","230","5.2 %","27.0 %","0.19",".259",".306",".481",".787",".222","3.9",".307","0.2","-0.4","0.1","30","1.4",".327","106"
"White Sox","294","5.1 %","21.8 %","0.23",".276",".320",".456",".775",".180","4.1",".330","0.2","-0.1","-0.1","39","1.6",".326","104"
"Astros","325","10.5 %","16.0 %","0.65",".251",".329",".436",".765",".185","2.7",".262","-0.1","-0.4","0.2","41","0.1",".320","103"
"Reds","264","7.2 %","20.8 %","0.35",".265",".327",".403",".730",".139","2.2",".311","-0.3","-0.2","0.1","31","-2.1",".311","88"
"Blue Jays","173","7.5 %","23.1 %","0.33",".214",".277",".453",".730",".239","2.5",".227","-0.3","0.0","-0.5","19","-2.3",".304","88"
"Padres","227","9.7 %","26.9 %","0.36",".248",".324",".361",".686",".114","3.6",".336","-0.1","-0.2","-1.0","24","-4.3",".298","84"
"Cardinals","259","8.9 %","23.9 %","0.37",".229",".302",".381",".683",".152","3.8",".272","0.4","0.2","0.0","27","-5.8",".294","82"
"Orioles","221","9.5 %","22.6 %","0.42",".215",".303",".369",".672",".154","3.1",".257","0.2","0.1","0.3","22","-5.4",".292","78"
"Tigers","268","3.4 %","34.0 %","0.10",".259",".284",".404",".688",".145","2.7",".373","-0.2","-0.2","-0.3","26","-7.6",".287","75"
"Cubs","216","9.7 %","25.5 %","0.38",".190",".284",".376",".659",".185","3.8",".220","0.2","-0.1","-0.8","20","-6.8",".284","72"
"Marlins","221","6.8 %","25.3 %","0.27",".227",".294",".343",".638",".116","3.3",".296","-0.5","-0.2","-0.5","20","-8.3",".277","72"
"Pirates","224","8.9 %","17.4 %","0.51",".218",".308",".310",".618",".091","4.0",".256","-0.1","0.0","0.0","19","-8.9",".274","67"
"Rays","230","9.6 %","22.2 %","0.43",".190",".274",".327",".601",".137","1.3",".221","0.1","0.3","-0.5","17","-12.1",".259","63"
"Royals","204","6.9 %","20.6 %","0.33",".177",".238",".258",".496",".081","2.8",".217","-0.1","-0.1","0.1","8","-18.1",".217","31"
