"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Red Sox","241","5.0 %","24.1 %","0.21",".342",".373",".627","1.000",".284","5.0",".411","-0.1","0.0","-0.3","49","18.2",".407","153"
"Yankees","254","8.3 %","22.8 %","0.36",".320",".374",".558",".932",".238","4.5",".392","0.1","0.0","-0.4","46","14.3",".385","143"
"Twins","250","9.2 %","19.6 %","0.47",".282",".352",".577",".929",".295","2.2",".280","-0.1","0.3","-0.1","44","13.0",".380","138"
"Nationals","314","13.1 %","19.4 %","0.67",".277",".383",".473",".856",".197","6.2",".325","0.1","-0.2","1.0","52","12.0",".364","122"
"Reds","227","7.0 %","22.0 %","0.32",".298",".358",".478",".836",".180","4.6",".358","-0.6","0.0","-0.2","35","6.7",".354","115"
"Cardinals","233","7.7 %","20.6 %","0.38",".257",".319",".529",".848",".271","3.5",".267","0.4","0.0","0.3","35","5.9",".349","118"
"Rays","207","11.1 %","26.6 %","0.42",".268",".348",".454",".801",".186","4.9",".344","0.0","0.1","0.3","29","3.4",".339","115"
"Phillies","217","6.5 %","26.7 %","0.24",".274",".324",".483",".807",".209","4.2",".338","0.4","0.1","0.1","30","2.8",".335","104"
"Mariners","228","9.2 %","29.8 %","0.31",".266",".344",".448",".792",".182","5.2",".372","1.0","0.2","-0.4","32","2.8",".334","112"
"Indians","261","8.0 %","17.6 %","0.46",".276",".340",".457",".797",".181","4.2",".306","0.3","0.2","-0.4","35","2.5",".331","101"
"Rangers","231","6.5 %","21.2 %","0.31",".272",".320",".474",".795",".202","5.5",".312","0.1","0.3","-0.6","31","2.0",".330","96"
"Astros","195","7.7 %","24.1 %","0.32",".247",".316",".454",".770",".207","4.2",".292","-0.2","-0.2","0.1","25","0.7",".324","106"
"Rockies","311","10.0 %","24.1 %","0.41",".262",".334",".429",".764",".167","4.0",".330","0.1","-0.1","-0.4","40","1.1",".324","84"
"Blue Jays","241","9.1 %","25.7 %","0.35",".239",".311",".454",".765",".216","3.5",".278","-0.3","0.1","0.1","31","0.6",".323","101"
"Braves","238","8.4 %","27.7 %","0.30",".261",".333",".417",".750",".156","3.9",".338","0.1","0.3","0.0","30","0.3",".321","95"
"Mets","214","9.8 %","19.6 %","0.50",".226",".318",".435",".753",".210","3.6",".235","-0.4","-0.2","-0.3","26","-1.0",".314","98"
"Padres","263","9.9 %","25.1 %","0.39",".246",".328",".408",".736",".162","3.4",".299","0.0","-0.2","-1.7","32","-1.4",".314","95"
"Orioles","304","7.9 %","25.0 %","0.32",".258",".322",".411",".733",".153","4.7",".316","0.2","0.2","1.0","37","-1.6",".314","93"
"Angels","290","9.3 %","19.7 %","0.47",".217",".297",".434",".731",".217","4.6",".226","-0.2","-0.2","0.7","33","-3.4",".306","92"
"Brewers","187","11.8 %","20.9 %","0.56",".217",".326",".363",".689",".146","3.8",".248","0.1","0.0","0.3","20","-3.4",".299","79"
"Marlins","206","4.4 %","22.3 %","0.20",".242",".275",".426",".701",".184","2.1",".266","-0.5","-0.4","-0.1","21","-5.2",".291","81"
"Pirates","259","6.9 %","20.5 %","0.34",".229",".287",".394",".681",".165","2.5",".260","-0.2","0.0","-0.3","26","-6.9",".289","77"
"Diamondbacks","222","11.7 %","22.1 %","0.53",".208",".315",".339",".654",".130","4.8",".248","0.4","-0.1","0.2","22","-6.4",".287","75"
"Giants","210","9.5 %","23.8 %","0.40",".222",".303",".351",".654",".130","2.3",".286","0.0","-0.3","0.1","20","-6.7",".283","74"
"Cubs","196","5.1 %","29.6 %","0.17",".202",".255",".377",".632",".175","4.3",".241","0.3","-0.1","0.1","16","-8.7",".268","63"
"Royals","279","8.2 %","22.6 %","0.37",".220",".297",".304",".601",".084","1.5",".277","-0.4","-0.2","-0.2","23","-12.6",".268","61"
"Dodgers","221","11.3 %","22.2 %","0.51",".195",".291",".305",".596",".111","1.7",".236","0.1","0.2","-0.1","17","-10.9",".263","62"
"Athletics","221","10.0 %","24.4 %","0.41",".195",".281",".318",".598",".123","2.3",".234","0.2","-0.1","-0.3","17","-11.2",".261","63"
"Tigers","269","5.2 %","28.3 %","0.18",".190",".242",".306",".547",".115","3.1",".247","-0.2","0.2","-0.1","14","-19.7",".235","40"
"White Sox","208","3.8 %","26.0 %","0.15",".201",".238",".273",".511",".072","3.4",".259","0.2","0.1","0.5","9","-17.5",".222","36"
