"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rockies","236","7.2 %","23.3 %","0.31",".308",".365",".536",".900",".227","5.5",".376","0.0","0.0","-0.2","40","10.6",".372","115"
"Astros","272","10.3 %","14.0 %","0.74",".286",".362",".529",".891",".244","2.7",".286","-0.2","-0.3","-1.0","46","11.9",".370","136"
"Tigers","235","10.6 %","27.2 %","0.39",".293",".366",".514",".880",".221","3.4",".380","-0.5","0.2","-1.0","39","9.8",".368","130"
"Twins","270","5.2 %","17.8 %","0.29",".273",".315",".581",".896",".308","3.0",".263","-0.3","0.1","-0.3","45","10.7",".366","128"
"Diamondbacks","274","7.3 %","19.0 %","0.38",".300",".351",".522",".873",".223","5.8",".344","0.5","0.0","0.1","44","9.9",".362","124"
"Cardinals","233","10.7 %","14.2 %","0.76",".317",".394",".455",".849",".139","4.8",".352","0.2","0.0","0.8","37","8.2",".360","124"
"White Sox","201","7.0 %","22.9 %","0.30",".306",".358",".473",".831",".167","5.3",".381","0.1","0.0","0.2","31","5.4",".351","121"
"Angels","286","10.1 %","14.7 %","0.69",".262",".340",".500",".840",".238","4.7",".263","-0.1","-0.5","0.0","43","6.8",".347","120"
"Braves","283","8.5 %","21.6 %","0.39",".283",".351",".470",".821",".187","4.4",".337","0.1","0.3","-0.2","42","6.2",".345","111"
"Yankees","307","9.4 %","22.1 %","0.43",".281",".352",".463",".815",".181","5.9",".335","0.0","0.0","1.8","45","6.0",".343","113"
"Orioles","265","6.0 %","19.2 %","0.31",".283",".336",".480",".815",".197","4.7",".313","0.0","-0.1","0.9","38","5.0",".342","112"
"Red Sox","241","13.7 %","20.3 %","0.67",".260",".372",".415",".787",".155","3.4",".313","-0.1","0.0","-0.7","34","3.7",".338","106"
"Reds","227","12.3 %","26.4 %","0.47",".257",".350",".440",".790",".183","2.2",".315","-0.4","-0.2","-1.2","32","3.0",".335","101"
"Rangers","276","10.5 %","26.8 %","0.39",".258",".339",".454",".794",".196","5.8",".331","0.5","0.3","0.4","38","3.4",".334","99"
"Mariners","241","13.3 %","22.8 %","0.58",".236",".344",".429",".773",".192","4.3",".275","-0.4","0.3","0.7","33","2.3",".331","110"
"Rays","189","9.0 %","28.6 %","0.31",".251",".328",".461",".789",".210","3.8",".330","0.2","-0.1","-0.1","26","1.8",".331","109"
"Blue Jays","190","5.3 %","23.7 %","0.22",".270",".310",".460",".770",".190","5.9",".317","-0.1","0.0","0.7","24","0.3",".322","99"
"Indians","276","11.6 %","26.1 %","0.44",".237",".345",".386",".731",".148","4.4",".299","0.4","0.1","1.0","34","-0.4",".318","93"
"Royals","222","9.0 %","27.0 %","0.33",".236",".306",".462",".769",".226","5.5",".282","-0.3","0.1","-0.6","27","-0.5",".317","95"
"Nationals","229","7.4 %","27.1 %","0.27",".257",".320",".422",".743",".165","5.6",".331","0.1","0.0","0.8","28","-0.9",".316","90"
"Athletics","225","10.7 %","18.7 %","0.57",".256",".338",".390",".728",".133","4.2",".296","0.2","-0.3","-0.2","27","-1.2",".314","98"
"Brewers","219","9.1 %","32.0 %","0.29",".200",".288",".446",".734",".246","6.0",".232","0.1","-0.2","0.7","24","-3.1",".303","85"
"Cubs","209","9.1 %","22.5 %","0.40",".216",".306",".395",".701",".178","2.5",".252","0.0","-0.2","-0.5","22","-3.9",".298","83"
"Giants","173","9.8 %","19.7 %","0.50",".226",".301",".400",".701",".174","2.6",".250","-0.1","0.1","-0.5","18","-3.5",".297","84"
"Dodgers","221","12.2 %","27.6 %","0.44",".200",".301",".353",".654",".153","3.2",".252","0.0","0.1","-0.3","21","-6.5",".286","77"
"Mets","224","8.5 %","21.9 %","0.39",".215",".295",".360",".655",".145","3.8",".248","-0.4","-0.1","-0.1","21","-7.7",".280","76"
"Phillies","256","7.8 %","24.6 %","0.32",".209",".275",".378",".653",".170","1.9",".252","0.1","0.1","-0.1","23","-9.4",".277","66"
"Padres","163","2.5 %","30.7 %","0.08",".217",".241",".414",".655",".197","3.9",".263","0.0","-0.4","-0.3","14","-6.8",".272","66"
"Pirates","235","6.4 %","24.3 %","0.26",".220",".270",".367",".637",".147","1.4",".271","0.4","0.0","-0.1","19","-10.1",".270","68"
"Marlins","220","6.8 %","24.5 %","0.28",".227",".284",".338",".623",".111","3.0",".287","-0.4","-0.3","0.1","18","-9.7",".269","66"
