"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","250","10.4 %","20.4 %","0.51",".303",".384",".578",".962",".275","3.7",".331","-0.2","0.2","-0.2","48","16.9",".398","150"
"Yankees","293","12.6 %","18.8 %","0.67",".292",".382",".553",".936",".261","6.2",".311","-0.5","0.1","0.6","54","17.2",".388","145"
"Athletics","238","8.0 %","18.5 %","0.43",".297",".370",".560",".930",".263","5.1",".321","0.3","-0.2","0.2","43","13.0",".383","145"
"Rockies","240","6.7 %","21.3 %","0.31",".311",".363",".557",".920",".247","3.8",".355","0.2","0.0","-1.0","43","13.0",".383","122"
"Cubs","285","12.3 %","18.2 %","0.67",".287",".384",".511",".894",".224","3.7",".318","0.1","-0.2","-0.4","49","13.2",".374","130"
"Red Sox","292","8.6 %","20.2 %","0.42",".286",".356",".508",".864",".221","3.3",".317","-0.1","-0.1","0.2","48","10.8",".363","123"
"Padres","223","9.0 %","23.8 %","0.38",".276",".353",".515",".868",".240","3.2",".313","-0.3","-0.2","-1.5","36","8.1",".362","124"
"Rays","233","6.4 %","27.5 %","0.23",".278",".341",".519",".859",".241","3.2",".341","0.0","0.2","0.0","37","7.9",".359","129"
"Reds","198","8.6 %","23.2 %","0.37",".277",".354",".469",".822",".192","3.8",".328","-0.4","-0.1","-1.0","30","5.1",".350","113"
"Phillies","287","9.8 %","22.0 %","0.44",".281",".350",".488",".838",".207","5.3",".332","0.3","0.3","1.0","43","7.3",".349","114"
"Dodgers","209","12.4 %","17.2 %","0.72",".274",".365",".464",".829",".190","5.5",".314","0.1","0.2","0.5","31","5.2",".349","119"
"Rangers","222","8.6 %","20.7 %","0.41",".263",".333",".500",".833",".237","3.4",".292","0.0","0.3","0.1","33","5.0",".346","107"
"Orioles","272","6.6 %","24.6 %","0.27",".275",".336",".486",".822",".211","4.2",".335","0.0","-0.1","-0.6","40","5.9",".345","115"
"Nationals","264","9.8 %","20.5 %","0.48",".262",".344",".464",".807",".202","4.4",".302","0.0","-0.1","0.0","38","4.5",".340","107"
"Mariners","226","6.6 %","26.5 %","0.25",".268",".314",".464",".778",".196","2.2",".331","0.1","0.3","-0.3","30","1.1",".325","106"
"Cardinals","188","8.0 %","23.9 %","0.33",".238",".319",".421",".740",".183","6.0",".283","0.0","0.0","0.7","23","-0.6",".316","94"
"Pirates","223","4.9 %","16.6 %","0.30",".266",".312",".430",".742",".164","3.7",".299","-0.1","0.0","0.3","27","-1.3",".313","93"
"Astros","251","10.8 %","17.1 %","0.63",".247",".336",".377",".713",".130","1.7",".276","-0.3","0.0","-0.4","29","-2.2",".310","96"
"Marlins","230","6.1 %","18.3 %","0.33",".252",".309",".429",".737",".176","2.6",".273","-0.5","-0.4","-0.3","27","-2.3",".309","93"
"Brewers","182","6.6 %","26.9 %","0.24",".240",".297",".431",".728",".192","2.8",".282","0.0","0.0","-0.8","21","-2.0",".307","87"
"Mets","261","8.0 %","23.0 %","0.35",".216",".295",".444",".739",".228","2.8",".225","-0.4","-0.2","-0.3","30","-3.1",".306","93"
"Diamondbacks","238","6.3 %","23.1 %","0.27",".249",".314",".404",".717",".155","3.4",".301","0.4","-0.1","-0.1","27","-3.1",".305","88"
"Indians","261","13.4 %","21.1 %","0.64",".206",".315",".368",".683",".161","2.6",".236","0.4","0.2","-0.4","28","-4.8",".298","80"
"Braves","276","7.2 %","21.7 %","0.33",".232",".290",".413",".703",".181","2.4",".253","0.0","0.2","-0.6","29","-5.6",".296","80"
"Angels","229","10.5 %","21.0 %","0.50",".222",".310",".360",".670",".138","0.6",".257","-0.1","-0.1","-0.1","23","-5.4",".293","82"
"Tigers","250","7.2 %","25.2 %","0.29",".262",".312",".387",".699",".124","4.1",".331","-0.4","0.1","0.0","25","-6.3",".291","79"
"Royals","187","8.0 %","22.5 %","0.36",".241",".306",".361",".668",".120","5.4",".298","-0.2","0.1","0.3","18","-5.5",".286","74"
"Blue Jays","259","5.4 %","26.3 %","0.21",".186",".239",".401",".640",".215","1.8",".189","-0.2","-0.1","-0.1","21","-12.0",".266","65"
"White Sox","251","4.0 %","31.1 %","0.13",".214",".264",".342",".606",".128","3.4",".289","0.5","0.1","-0.6","19","-12.8",".261","62"
"Giants","269","8.6 %","26.0 %","0.33",".183",".261",".282",".543",".100","3.3",".234","0.0","0.1","0.5","16","-18.2",".242","48"
