"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","283","11.7 %","17.7 %","0.66",".315",".396",".625","1.021",".310","3.4",".328","0.2","-0.3","-0.4","60","24.0",".418","168"
"Rays","245","10.2 %","20.0 %","0.51",".305",".380",".526",".905",".221","5.1",".352","-0.1","0.2","-1.2","43","11.9",".376","140"
"Athletics","279","7.5 %","24.4 %","0.31",".292",".351",".553",".905",".261","5.4",".335","0.5","-0.3","0.3","48","12.8",".373","138"
"Yankees","303","9.9 %","20.8 %","0.48",".277",".350",".542",".892",".266","5.4",".306","0.0","0.2","0.0","51","12.8",".369","132"
"White Sox","237","8.0 %","22.4 %","0.36",".295",".356",".514",".870",".219","3.5",".340","0.2","0.1","-0.8","38","8.3",".361","128"
"Mets","260","9.6 %","21.2 %","0.45",".264",".342",".524",".866",".260","3.4",".280","-0.4","0.0","0.5","42","8.9",".359","128"
"Rangers","249","7.2 %","20.9 %","0.35",".289",".353",".458",".811",".169","5.9",".339","-0.3","-0.2","1.3","37","5.5",".345","107"
"Phillies","226","7.5 %","24.8 %","0.30",".257",".316",".519",".835",".262","5.0",".279","0.0","0.1","1.3","33","4.7",".344","111"
"Indians","197","10.2 %","22.3 %","0.45",".263",".350",".462",".812",".199","3.6",".306","-0.4","-0.2","0.1","29","3.9",".343","110"
"Nationals","226","8.8 %","22.6 %","0.39",".246",".323",".498",".821",".251","5.1",".277","-0.3","-0.1","0.5","33","4.4",".343","109"
"Braves","267","12.4 %","29.2 %","0.42",".246",".337",".474",".811",".228","3.3",".303","0.1","0.3","0.2","38","4.0",".337","107"
"Cubs","282","9.9 %","27.3 %","0.36",".251",".335",".462",".796",".211","5.8",".308","0.2","-0.1","0.5","39","3.4",".334","105"
"Cardinals","237","11.8 %","21.1 %","0.56",".237",".346",".434",".780",".197","5.0",".275","0.2","0.1","0.6","33","2.7",".333","108"
"Blue Jays","234","9.0 %","26.5 %","0.34",".252",".326",".432",".758",".180","4.8",".317","-0.3","0.0","0.5","29","0.0",".320","98"
"Twins","188","10.1 %","21.3 %","0.48",".230",".316",".430",".746",".200","2.4",".261","-0.1","0.2","-0.1","23","-0.9",".315","93"
"Brewers","267","12.0 %","24.0 %","0.50",".221",".325",".403",".727",".181","5.5",".263","0.1","-0.1","0.5","31","-2.3",".310","90"
"Padres","272","13.2 %","25.4 %","0.52",".235",".346",".348",".693",".113","4.6",".310","-0.1","0.0","-0.2","31","-3.5",".305","89"
"Tigers","233","8.2 %","28.8 %","0.28",".262",".326",".376",".702",".114","4.4",".362","-0.3","-0.1","0.1","26","-3.3",".304","87"
"Reds","220","8.6 %","25.0 %","0.35",".223",".295",".416",".712",".193","5.2",".259","-0.2","-0.1","0.1","24","-3.6",".301","81"
"Rockies","216","10.6 %","25.9 %","0.41",".218",".302",".420",".723",".202","2.6",".260","0.3","0.0","-0.1","23","-3.8",".300","71"
"Dodgers","223","8.1 %","19.7 %","0.41",".226",".303",".387",".690",".161","4.8",".252","0.1","0.2","0.9","24","-4.3",".298","84"
"Royals","222","6.8 %","27.5 %","0.25",".230",".281",".431",".712",".201","4.1",".269","0.0","-0.1","0.7","23","-4.6",".296","82"
"Angels","224","11.2 %","21.9 %","0.51",".212",".304",".369",".672",".157","3.3",".241","-0.1","-0.2","0.7","23","-5.7",".291","80"
"Orioles","221","10.0 %","24.4 %","0.41",".209",".294",".367",".661",".158","2.9",".244","0.2","0.0","0.1","21","-6.4",".286","74"
"Pirates","260","6.2 %","20.8 %","0.30",".245",".292",".384",".676",".139","6.2",".301","0.0","0.1","0.0","25","-7.6",".286","78"
"Mariners","206","8.7 %","32.0 %","0.27",".207",".283",".386",".669",".179","5.2",".270","0.6","0.3","-0.6","20","-6.1",".286","79"
"Marlins","260","9.6 %","24.6 %","0.39",".235",".314",".335",".649",".100","4.6",".307","-0.3","-0.3","-0.5","25","-7.7",".286","78"
"Red Sox","212","5.2 %","24.1 %","0.22",".214",".255",".318",".573",".104","3.9",".267","-0.2","0.1","0.7","13","-13.3",".247","46"
"Giants","247","6.9 %","28.7 %","0.24",".208",".272",".279",".551",".071","4.5",".294","0.1","0.2","0.4","15","-15.9",".245","51"
"Diamondbacks","255","11.0 %","25.1 %","0.44",".170",".271",".251",".522",".081","3.7",".223","0.6","-0.1","1.3","14","-18.3",".237","42"
