"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rangers","265","8.7 %","23.8 %","0.37",".307",".367",".538",".905",".231","4.1",".366","0.6","0.3","0.2","46","12.8",".376","127"
"Yankees","252","10.7 %","22.6 %","0.47",".307",".390",".468",".857",".161","6.5",".383","0.1","0.0","1.8","42","10.3",".367","129"
"White Sox","197","8.1 %","21.3 %","0.38",".310",".383",".489",".871",".178","4.4",".378","0.0","0.0","0.3","33","7.9",".367","133"
"Tigers","236","12.3 %","31.8 %","0.39",".263",".352",".454",".805",".190","2.3",".371","-0.5","0.2","-1.0","34","4.5",".342","112"
"Cubs","252","9.5 %","23.8 %","0.40",".249",".337",".489",".826",".240","2.7",".287","0.1","-0.2","-0.6","36","4.7",".341","111"
"Braves","272","9.6 %","18.8 %","0.51",".267",".339",".475",".814",".208","4.8",".293","0.1","0.2","0.5","39","4.9",".341","108"
"Cardinals","221","10.0 %","16.3 %","0.61",".283",".370",".419",".789",".136","3.4",".325","0.1","0.0","-0.2","31","3.3",".337","109"
"Red Sox","270","12.6 %","19.6 %","0.64",".262",".364",".410",".775",".148","3.5",".314","0.0","0.0","-0.2","37","3.2",".334","103"
"Angels","227","10.1 %","13.2 %","0.77",".255",".336",".445",".781",".190","4.4",".259","0.0","-0.4","-0.6","31","2.4",".332","109"
"Rockies","233","7.3 %","21.0 %","0.35",".250",".310",".486",".796",".236","5.5",".283","0.0","0.1","0.1","31","1.4",".327","86"
"Reds","263","11.8 %","22.1 %","0.53",".259",".350",".409",".759",".150","2.1",".310","-0.6","-0.3","-0.8","33","0.4",".321","95"
"Diamondbacks","249","8.4 %","20.9 %","0.40",".247",".315",".448",".763",".202","6.2",".293","0.5","-0.1","0.3","31","0.0",".320","95"
"Phillies","222","9.9 %","25.7 %","0.39",".223",".315",".425",".740",".202","3.5",".273","0.0","0.1","-0.1","27","-1.1",".314","92"
"Twins","205","6.3 %","23.4 %","0.27",".207",".265",".489",".754",".282","3.9",".190","-0.2","0.1","0.5","24","-1.8",".310","92"
"Brewers","222","9.5 %","25.7 %","0.37",".237",".320",".409",".729",".172","4.6",".288","0.0","-0.1","0.7","26","-2.2",".308","89"
"Athletics","245","14.3 %","22.0 %","0.65",".232",".347",".348",".695",".116","3.7",".293","0.2","-0.4","-0.9","28","-2.6",".308","94"
"Royals","226","8.8 %","21.7 %","0.41",".255",".323",".410",".733",".155","5.6",".311","-0.2","0.1","-0.6","26","-2.4",".307","88"
"Mets","233","11.6 %","23.2 %","0.50",".246",".343",".365",".708",".118","2.7",".317","-0.4","-0.1","-0.6","27","-2.6",".307","93"
"Rays","188","12.8 %","23.9 %","0.53",".225",".335",".356",".691",".131","5.7",".292","0.2","-0.1","0.3","21","-2.8",".303","90"
"Giants","225","8.9 %","20.4 %","0.43",".235",".302",".412",".714",".176","2.3",".265","-0.1","0.1","-0.3","25","-3.5",".302","88"
"Astros","252","11.1 %","21.4 %","0.52",".231",".316",".385",".701",".154","2.0",".269","-0.2","-0.2","-0.8","28","-4.1",".301","90"
"Nationals","246","9.3 %","27.6 %","0.34",".233",".310",".388",".698",".155","5.3",".294","0.0","0.1","1.1","27","-4.1",".301","81"
"Orioles","216","6.0 %","23.6 %","0.25",".242",".298",".394",".692",".152","4.0",".291","0.0","0.0","0.3","23","-4.6",".295","80"
"Blue Jays","191","6.3 %","23.0 %","0.27",".239",".286",".398",".683",".159","4.1",".283","-0.3","0.0","0.1","19","-5.1",".289","79"
"Dodgers","252","9.5 %","23.4 %","0.41",".232",".309",".355",".664",".123","5.0",".289","0.1","0.1","0.1","25","-6.9",".288","80"
"Marlins","223","4.5 %","18.4 %","0.24",".267",".300",".364",".664",".097","1.8",".311","-0.2","-0.3","-0.4","21","-6.9",".284","78"
"Mariners","229","12.7 %","27.1 %","0.47",".201",".310",".304",".614",".103","3.9",".273","-0.3","0.2","0.5","20","-8.8",".276","73"
"Indians","223","8.1 %","25.6 %","0.32",".206",".281",".352",".632",".146","3.9",".244","0.4","0.1","0.9","19","-9.2",".272","63"
"Padres","217","5.5 %","29.0 %","0.19",".210",".256",".375",".631",".165","4.4",".254","0.0","-0.2","0.5","17","-10.1",".266","63"
"Pirates","213","4.7 %","25.8 %","0.18",".219",".256",".338",".594",".119","0.4",".277","0.3","0.0","-0.1","15","-12.1",".254","53"
