"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Blue Jays","274","11.7 %","19.0 %","0.62",".298",".381",".609",".990",".311","4.5",".308","-0.2","0.0","0.2","55","20.3",".406","157"
"Giants","248","8.5 %","18.1 %","0.47",".326",".390",".584",".974",".258","3.7",".367","0.1","0.1","-0.6","49","17.5",".401","153"
"Red Sox","209","6.7 %","17.7 %","0.38",".332",".375",".596",".971",".264","3.6",".354","-0.3","0.0","0.1","41","14.6",".401","150"
"Yankees","217","11.5 %","24.9 %","0.46",".296",".377",".503",".879",".206","3.4",".375","0.0","0.2","-0.4","37","9.3",".369","131"
"Braves","228","6.6 %","25.0 %","0.26",".279",".335",".534",".868",".255","4.8",".329","0.0","0.2","0.5","36","7.3",".357","118"
"Orioles","236","8.1 %","28.0 %","0.29",".284",".350",".493",".843",".209","4.0",".368","0.0","-0.1","-0.8","37","7.1",".355","120"
"Cubs","276","7.6 %","25.7 %","0.30",".272",".337",".512",".849",".240","3.5",".329","0.3","-0.2","-0.1","43","8.0",".354","118"
"Athletics","244","12.3 %","22.5 %","0.55",".256",".357",".474",".830",".218","3.7",".297","0.3","0.0","-0.8","38","6.9",".353","124"
"Pirates","257","5.4 %","17.1 %","0.32",".292",".335",".492",".826",".199","3.3",".321","-0.1","0.0","-0.2","37","5.0",".343","112"
"Rockies","194","6.7 %","22.2 %","0.30",".298",".344",".472",".816",".174","4.7",".362","0.1","0.0","0.1","28","3.7",".342","94"
"Dodgers","244","11.1 %","20.9 %","0.53",".258",".351",".435",".787",".177","3.8",".307","0.0","0.1","-0.1","34","3.2",".335","111"
"White Sox","231","4.3 %","24.7 %","0.18",".285",".317",".486",".803",".201","4.2",".333","0.3","0.3","0.1","32","2.6",".333","110"
"Twins","240","6.3 %","19.6 %","0.32",".265",".314",".475",".789",".211","3.2",".287","-0.3","0.3","-1.0","32","2.2",".331","105"
"Astros","198","8.6 %","15.7 %","0.55",".267",".335",".443",".778",".176","5.3",".291","-0.1","-0.1","0.5","26","1.0",".326","107"
"Reds","258","6.2 %","20.2 %","0.31",".272",".332",".414",".746",".142","4.8",".316","-0.3","0.0","0.4","32","-0.4",".318","92"
"Marlins","225","6.2 %","25.8 %","0.24",".269",".320",".418",".738",".149","2.9",".349","-0.5","-0.4","-0.5","27","-1.1",".314","96"
"Tigers","242","7.4 %","24.4 %","0.31",".257",".324",".408",".732",".151","3.7",".320","-0.2","0.2","0.0","29","-1.3",".314","93"
"Indians","229","8.7 %","16.6 %","0.53",".265",".333",".392",".725",".127","3.4",".305","0.1","-0.3","-0.6","27","-1.7",".311","88"
"Mets","187","4.8 %","21.9 %","0.22",".277",".323",".405",".727",".127","2.8",".336","-0.4","-0.1","-0.1","22","-1.7",".309","94"
"Padres","259","6.2 %","23.6 %","0.26",".247",".295",".444",".738",".197","4.2",".280","0.0","-0.1","0.0","30","-2.5",".309","91"
"Phillies","233","8.6 %","21.0 %","0.41",".256",".328",".386",".714",".130","3.3",".305","0.1","0.2","-0.2","27","-2.3",".309","88"
"Nationals","220","8.6 %","19.5 %","0.44",".234",".311",".416",".727",".183","4.4",".260","0.2","-0.1","-0.2","26","-2.1",".309","86"
"Rays","258","8.5 %","26.4 %","0.32",".240",".310",".403",".714",".163","5.8",".308","0.4","0.2","0.6","29","-3.3",".305","92"
"Royals","261","7.3 %","24.5 %","0.30",".249",".305",".392",".697",".143","3.5",".314","-0.2","-0.1","-0.6","27","-5.4",".296","80"
"Angels","233","8.6 %","19.3 %","0.44",".239",".309",".364",".673",".124","2.4",".275","-0.2","-0.1","0.1","24","-5.7",".292","82"
"Diamondbacks","197","5.6 %","23.4 %","0.24",".264",".311",".368",".679",".104","2.3",".336","0.3","0.0","-0.1","20","-4.9",".291","76"
"Cardinals","228","6.1 %","24.6 %","0.25",".241",".289",".396",".686",".156","2.3",".289","0.3","0.0","-0.6","22","-6.3",".288","78"
"Mariners","222","10.4 %","27.9 %","0.37",".208",".294",".376",".670",".168","1.8",".248","0.2","0.2","-1.3","22","-6.2",".288","81"
"Rangers","215","7.9 %","31.2 %","0.25",".215",".277",".361",".638",".147","5.6",".293","0.0","0.2","-0.2","18","-8.9",".272","59"
"Brewers","251","9.2 %","28.3 %","0.32",".182",".273",".345",".619",".164","3.7",".225","0.0","0.2","-0.6","19","-12.2",".264","58"
