"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rays","197","11.2 %","20.8 %","0.54",".304",".388",".591",".978",".287","5.6",".347","0.2","0.1","-0.6","39","13.7",".400","157"
"Cardinals","245","9.8 %","23.3 %","0.42",".302",".384",".519",".903",".217","4.3",".366","0.1","0.1","-0.4","43","12.3",".378","134"
"Rangers","188","9.0 %","18.6 %","0.49",".281",".358",".521",".879",".240","8.2",".315","0.3","0.1","0.4","31","7.8",".368","123"
"Braves","239","12.6 %","25.5 %","0.49",".272",".363",".485",".848",".214","5.3",".343","0.1","0.2","0.2","38","7.6",".357","122"
"Brewers","231","9.1 %","23.8 %","0.38",".277",".346",".505",".851",".228","2.9",".319","0.1","-0.2","0.1","36","6.9",".354","118"
"White Sox","220","10.0 %","27.3 %","0.37",".253",".336",".479",".816",".227","4.1",".306","0.3","-0.1","0.2","32","4.5",".343","116"
"Royals","275","12.7 %","21.1 %","0.60",".245",".350",".459",".810",".215","4.5",".273","-0.6","0.1","-0.3","40","5.1",".341","112"
"Nationals","188","9.6 %","22.3 %","0.43",".259",".339",".470",".809",".211","2.3",".296","0.1","0.0","-0.6","27","3.3",".340","106"
"Phillies","265","9.8 %","22.3 %","0.44",".264",".343",".464",".807",".200","4.6",".315","0.2","0.3","0.0","38","4.4",".339","109"
"Twins","178","12.9 %","17.4 %","0.74",".253",".348",".435",".783",".182","1.7",".280","-0.2","0.1","-0.5","25","2.4",".335","109"
"Dodgers","256","7.4 %","22.3 %","0.33",".270",".328",".478",".806",".209","5.0",".307","0.1","0.1","0.7","36","3.3",".335","108"
"Mets","290","10.7 %","21.0 %","0.51",".271",".355",".426",".782",".155","3.6",".326","-0.5","-0.1","0.4","40","3.4",".334","108"
"Athletics","181","6.6 %","22.7 %","0.29",".245",".309",".479",".788",".233","2.8",".263","0.2","-0.2","-0.8","24","1.3",".328","108"
"Astros","195","9.2 %","21.0 %","0.44",".244",".328",".436",".764",".192","3.2",".268","-0.1","-0.2","-0.1","26","1.0",".326","106"
"Cubs","227","10.1 %","23.8 %","0.43",".247",".335",".419",".754",".172","3.6",".302","0.1","-0.2","0.0","29","0.0",".320","96"
"Diamondbacks","239","9.6 %","24.3 %","0.40",".248",".339",".395",".734",".148","3.7",".315","0.3","-0.1","0.0","29","-0.7",".316","93"
"Blue Jays","259","9.7 %","28.2 %","0.34",".251",".328",".394",".722",".143","2.2",".336","-0.1","0.0","-0.8","30","-2.1",".310","92"
"Padres","210","6.7 %","28.1 %","0.24",".224",".282",".448",".730",".224","1.5",".260","0.0","-0.2","-0.5","24","-2.7",".305","88"
"Yankees","166","7.2 %","22.9 %","0.32",".230",".293",".399",".691",".169","4.1",".264","0.1","-0.1","0.1","17","-3.8",".294","81"
"Angels","189","11.6 %","13.2 %","0.88",".211",".309",".329",".638",".118","1.2",".222","-0.1","-0.3","-0.1","17","-6.6",".279","75"
"Red Sox","248","8.5 %","20.6 %","0.41",".214",".291",".355",".646",".141","3.5",".248","0.2","-0.5","0.1","22","-8.9",".278","67"
"Indians","258","10.1 %","22.9 %","0.44",".223",".307",".332",".639",".109","3.4",".279","0.2","0.0","0.0","23","-9.5",".278","67"
"Reds","206","5.8 %","24.3 %","0.24",".212",".272",".381",".653",".169","4.8",".254","-0.3","-0.2","-0.6","18","-7.6",".277","66"
"Giants","244","7.8 %","22.5 %","0.35",".211",".276",".381",".656",".170","4.4",".244","-0.3","0.2","-0.4","21","-9.9",".273","68"
"Orioles","260","10.0 %","24.2 %","0.41",".198",".282",".332",".614",".134","2.9",".245","0.1","-0.2","-0.6","21","-11.5",".269","63"
"Mariners","250","6.0 %","32.4 %","0.19",".197",".244",".380",".624",".184","4.6",".260","-0.2","0.3","-1.0","19","-12.6",".262","63"
"Pirates","229","6.1 %","25.8 %","0.24",".214",".265",".348",".613",".133","4.3",".272","0.3","-0.2","-0.6","17","-12.1",".259","59"
"Rockies","243","5.3 %","29.2 %","0.18",".200",".243",".351",".594",".151","6.4",".262","0.2","0.1","0.0","16","-14.9",".249","37"
"Marlins","259","6.2 %","29.0 %","0.21",".213",".266",".301",".568",".088","1.8",".286","-0.3","-0.4","-0.2","17","-16.1",".248","53"
"Tigers","188","4.3 %","25.5 %","0.17",".213",".261",".310",".571",".098","3.7",".278","-0.8","0.2","0.5","12","-11.8",".248","48"
