"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Red Sox","258","9.3 %","20.2 %","0.46",".314",".388",".585",".973",".271","4.0",".358","-0.2","0.0","-1.7","50","17.7",".399","149"
"Dodgers","249","11.2 %","16.9 %","0.67",".267",".361",".619",".980",".352","4.4",".245","0.2","0.3","0.1","47","16.0",".394","147"
"Astros","288","8.7 %","14.2 %","0.61",".304",".372",".581",".952",".277","4.6",".307","0.0","-0.4","0.1","54","17.7",".391","151"
"Nationals","228","7.9 %","25.9 %","0.31",".314",".370",".551",".921",".237","6.0",".387","-0.3","-0.1","0.2","41","12.2",".382","134"
"Indians","293","8.2 %","21.5 %","0.38",".306",".366",".528",".895",".223","2.9",".351","-0.3","-0.1","-0.2","51","13.8",".374","131"
"Reds","266","6.8 %","20.3 %","0.33",".287",".341",".553",".894",".266","3.2",".310","-0.6","-0.3","-0.2","44","10.7",".366","124"
"Blue Jays","220","11.4 %","24.5 %","0.46",".247",".336",".526",".862",".278","4.7",".281","-0.4","0.0","-0.8","35","7.2",".358","125"
"Mets","241","6.2 %","19.9 %","0.31",".318",".367",".482",".848",".164","4.3",".373","-0.5","0.0","0.3","38","7.8",".357","125"
"Twins","240","9.2 %","20.0 %","0.46",".265",".347",".502",".850",".237","3.7",".289","-0.2","0.3","-0.6","38","7.5",".356","123"
"Athletics","229","8.7 %","26.2 %","0.33",".265",".341",".505",".846",".240","2.2",".311","0.3","-0.3","-0.1","35","6.4",".352","124"
"Braves","234","10.7 %","21.4 %","0.50",".272",".355",".485",".840",".214","3.7",".299","0.2","0.3","0.0","36","6.5",".352","117"
"Pirates","237","5.5 %","19.0 %","0.29",".290",".346",".495",".841",".206","4.8",".321","-0.1","0.0","-0.6","36","6.3",".351","118"
"Giants","222","8.6 %","18.9 %","0.45",".273",".344",".500",".844",".227","4.9",".304","0.1","0.1","-0.6","34","5.8",".350","119"
"Phillies","234","9.8 %","24.8 %","0.40",".275",".356",".475",".831",".200","7.1",".338","0.1","0.3","1.1","35","5.3",".346","112"
"Padres","229","10.9 %","27.5 %","0.40",".272",".355",".460",".816",".188","4.7",".359","0.1","-0.1","0.0","34","5.1",".346","115"
"Yankees","295","9.2 %","18.3 %","0.50",".258",".329",".496",".825",".239","2.9",".265","0.4","0.0","-0.6","43","5.9",".343","115"
"Rockies","243","7.8 %","21.4 %","0.37",".274",".340",".447",".787",".172","3.8",".327","0.0","-0.1","0.5","33","2.8",".333","90"
"Orioles","267","8.2 %","27.0 %","0.31",".259",".322",".477",".799",".218","4.3",".319","0.3","0.1","-0.2","37","3.0",".333","105"
"Angels","275","10.5 %","22.2 %","0.48",".262",".354",".401",".755",".139","4.4",".326","0.1","0.2","-0.6","37","1.9",".328","106"
"Mariners","226","7.5 %","30.1 %","0.25",".262",".320",".456",".776",".194","3.8",".341","0.6","0.3","-1.5","30","1.4",".327","107"
"Brewers","193","11.9 %","22.3 %","0.53",".253",".354",".380",".734",".127","3.6",".319","-0.2","0.0","0.5","24","0.1",".321","95"
"Diamondbacks","268","7.1 %","19.8 %","0.36",".252",".311",".439",".750",".187","3.4",".272","0.4","0.0","-0.6","33","-1.2",".315","91"
"Rangers","269","11.9 %","23.8 %","0.50",".211",".316",".422",".738",".211","5.0",".236","0.1","0.0","1.2","33","-1.3",".314","86"
"Rays","233","8.2 %","18.0 %","0.45",".251",".319",".403",".722",".152","3.3",".280","0.0","0.3","-0.4","27","-2.3",".309","94"
"Tigers","214","3.7 %","28.0 %","0.13",".284",".313",".417",".730",".132","3.3",".379","0.0","-0.1","-0.8","25","-2.3",".307","89"
"Marlins","229","7.9 %","26.2 %","0.30",".267",".338",".366",".704",".099","3.8",".359","-0.5","-0.2","0.3","26","-2.5",".307","91"
"Cardinals","215","9.3 %","24.7 %","0.38",".245",".322",".383",".705",".138","6.6",".308","0.4","0.1","0.4","24","-2.9",".304","89"
"White Sox","242","4.1 %","24.0 %","0.17",".252",".292",".394",".685",".142","5.2",".313","0.1","0.0","0.5","24","-6.4",".289","80"
"Cubs","223","9.0 %","23.8 %","0.38",".204",".293",".378",".670",".173","2.5",".235","0.2","-0.1","-0.3","22","-5.9",".289","75"
"Royals","180","7.8 %","17.2 %","0.45",".195",".267",".409",".675",".213","4.9",".192","-0.1","-0.1","0.1","17","-5.8",".282","73"
