"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Indians","215","10.7 %","17.2 %","0.62",".335",".408",".605","1.014",".270","4.8",".364","0.1","-0.1","-0.6","44","17.3",".413","156"
"Pirates","283","7.1 %","18.4 %","0.38",".343",".390",".591",".981",".248","5.6",".381","-0.2","0.0","0.0","56","20.2",".402","150"
"Astros","205","10.2 %","18.0 %","0.57",".298",".376",".536",".912",".238","4.5",".331","-0.2","-0.1","0.7","37","10.8",".381","143"
"Red Sox","249","6.8 %","17.7 %","0.39",".311",".355",".522",".877",".211","6.1",".345","-0.3","0.1","0.5","41","9.3",".363","122"
"Blue Jays","265","10.2 %","20.0 %","0.51",".272",".347",".523",".871",".251","5.3",".302","-0.2","0.1","0.5","43","9.5",".361","127"
"Giants","234","6.8 %","21.8 %","0.31",".283",".339",".538",".877",".255","5.6",".318","0.1","0.1","0.1","38","8.3",".361","126"
"Nationals","233","10.7 %","17.6 %","0.61",".279",".368",".493",".861",".214","3.8",".309","0.1","-0.1","-0.6","37","7.9",".359","120"
"Twins","252","6.3 %","21.0 %","0.30",".293",".343",".504",".847",".211","4.8",".345","-0.2","0.3","-0.4","39","7.4",".354","120"
"Cubs","234","9.0 %","24.8 %","0.36",".271",".346",".495",".841",".224","3.1",".336","0.3","-0.2","-0.1","36","6.5",".352","117"
"Angels","246","9.3 %","24.4 %","0.38",".269",".341",".489",".830",".219","3.9",".320","-0.3","-0.2","-0.2","37","5.9",".348","120"
"Cardinals","224","5.4 %","21.4 %","0.25",".282",".329",".485",".814",".204","4.3",".322","0.3","0.1","-0.6","32","3.8",".339","110"
"White Sox","199","7.0 %","24.1 %","0.29",".277",".332",".480",".812",".203","3.7",".325","0.3","0.3","0.3","28","3.3",".339","114"
"Phillies","236","8.5 %","22.0 %","0.38",".278",".349",".443",".792",".165","4.7",".336","0.1","0.1","1.3","33","3.6",".337","106"
"Braves","216","9.7 %","25.9 %","0.38",".253",".326",".500",".826",".247","2.9",".299","0.0","0.2","0.1","30","3.1",".336","105"
"Tigers","250","7.2 %","22.8 %","0.32",".272",".329",".461",".790",".189","5.3",".325","-0.2","0.1","0.3","34","2.8",".333","106"
"Diamondbacks","186","6.5 %","20.4 %","0.32",".279",".328",".453",".781",".174","4.8",".320","0.4","0.0","0.3","24","0.9",".326","100"
"Athletics","235","10.2 %","18.7 %","0.55",".232",".315",".444",".759",".213","3.6",".235","0.3","0.0","0.3","30","0.2",".321","102"
"Rays","272","8.1 %","22.4 %","0.36",".263",".331",".405",".736",".142","4.4",".324","0.5","0.1","0.8","34","-0.7",".317","100"
"Yankees","233","7.7 %","28.3 %","0.27",".239",".299",".441",".740",".202","2.8",".294","0.1","0.2","-0.8","28","-1.6",".312","92"
"Rangers","232","7.8 %","31.0 %","0.25",".249",".306",".435",".741",".187","4.2",".326","0.0","0.3","0.0","27","-1.8",".311","83"
"Mariners","210","6.7 %","24.8 %","0.27",".238",".290",".430",".721",".192","3.9",".271","0.3","0.1","-1.0","23","-3.5",".300","90"
"Mets","180","5.0 %","18.3 %","0.27",".253",".307",".398",".705",".145","1.9",".289","-0.3","-0.1","-1.4","20","-3.1",".300","87"
"Orioles","226","8.0 %","26.1 %","0.31",".233",".295",".398",".693",".165","3.6",".288","0.0","0.0","-1.2","24","-4.8",".295","80"
"Brewers","267","7.9 %","24.3 %","0.32",".205",".282",".423",".705",".218","3.5",".217","0.0","0.2","0.5","27","-6.2",".293","78"
"Marlins","227","5.7 %","26.0 %","0.22",".256",".304",".351",".655",".095","0.7",".336","-0.4","-0.3","-0.6","21","-7.1",".284","77"
"Dodgers","219","6.8 %","22.4 %","0.31",".213",".280",".371",".650",".157","3.6",".245","0.1","0.1","0.1","20","-7.9",".278","72"
"Reds","212","4.2 %","24.5 %","0.17",".226",".265",".377",".642",".151","2.4",".270","-0.3","0.0","-0.5","18","-9.2",".270","62"
"Royals","263","5.3 %","25.1 %","0.21",".240",".282",".337",".620",".098","5.0",".315","-0.3","-0.1","0.0","21","-12.3",".266","61"
"Padres","245","3.3 %","26.5 %","0.12",".208",".239",".372",".611",".165","4.3",".241","-0.1","-0.1","0.3","17","-13.6",".256","55"
"Rockies","182","7.1 %","27.5 %","0.26",".205",".263",".325",".588",".120","3.4",".268","0.1","0.0","0.3","12","-10.6",".252","36"
