"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rays","216","12.5 %","25.5 %","0.49",".333",".417",".640","1.057",".307","3.7",".408","0.1","0.3","-0.1","49","21.4",".435","179"
"Astros","244","9.8 %","17.6 %","0.56",".312",".387",".600",".987",".288","3.3",".333","-0.1","-0.3","-0.6","49","18.3",".407","162"
"Rangers","200","6.0 %","19.5 %","0.31",".319",".367",".560",".927",".242","4.4",".360","0.2","0.1","-1.0","36","10.5",".380","132"
"Blue Jays","291","9.6 %","21.0 %","0.46",".292",".366",".546",".912",".254","3.8",".324","-0.4","0.1","-0.2","52","15.1",".380","140"
"Nationals","243","12.3 %","17.7 %","0.70",".273",".378",".498",".875",".224","5.5",".301","0.0","-0.1","-0.2","41","10.2",".369","124"
"Twins","241","8.7 %","22.8 %","0.38",".264",".332",".542",".874",".278","3.5",".284","-0.1","0.4","-0.3","38","8.1",".359","123"
"Yankees","224","10.7 %","22.8 %","0.47",".269",".357",".487",".844",".218","3.5",".316","0.3","0.0","-0.2","35","6.9",".356","123"
"Giants","237","8.4 %","22.4 %","0.38",".296",".359",".479",".838",".183","2.9",".366","-0.1","-0.1","-0.4","37","6.8",".353","120"
"Pirates","237","10.5 %","19.0 %","0.56",".268",".352",".469",".821",".201","4.9",".294","-0.2","0.0","0.8","36","5.9",".349","116"
"Rockies","228","7.5 %","18.0 %","0.41",".290",".344",".481",".825",".190","4.6",".337","0.1","-0.1","-1.2","34","5.0",".345","98"
"Athletics","194","13.9 %","22.7 %","0.61",".255",".366",".435",".801",".180","3.4",".307","0.2","-0.1","-0.2","28","3.7",".342","117"
"Padres","222","6.3 %","26.6 %","0.24",".267",".323",".470",".793",".203","2.8",".323","0.1","-0.2","-1.0","30","2.5",".333","107"
"Diamondbacks","236","13.6 %","20.8 %","0.65",".235",".343",".430",".773",".195","3.9",".259","0.3","-0.2","0.1","32","2.0",".330","102"
"Braves","268","8.2 %","23.5 %","0.35",".253",".317",".477",".794",".224","5.7",".293","0.2","0.4","0.4","36","2.2",".329","100"
"Phillies","247","9.3 %","22.7 %","0.41",".252",".328",".446",".774",".194","3.8",".290","0.5","0.1","0.4","32","1.0",".325","99"
"Reds","254","7.5 %","18.9 %","0.40",".269",".332",".401",".733",".132","3.5",".312","-0.7","-0.1","-0.2","31","-0.9",".316","89"
"Mets","244","9.4 %","20.1 %","0.47",".252",".335",".388",".723",".136","3.7",".300","-0.5","-0.1","0.0","29","-1.6",".312","95"
"Indians","210","5.7 %","19.5 %","0.29",".240",".282",".469",".751",".229","4.3",".243","0.0","-0.1","0.3","24","-2.0",".309","87"
"Red Sox","271","7.7 %","26.6 %","0.29",".246",".303",".427",".730",".181","2.2",".299","-0.3","0.0","0.1","31","-2.8",".308","87"
"Royals","227","7.0 %","19.8 %","0.36",".245",".305",".399",".704",".154","2.6",".287","-0.3","-0.1","-0.3","25","-3.6",".301","83"
"Tigers","237","8.4 %","22.8 %","0.37",".233",".304",".400",".704",".167","5.0",".279","0.0","0.1","0.1","26","-3.9",".301","85"
"Angels","218","9.2 %","21.1 %","0.43",".231",".307",".385",".692",".154","1.7",".266","-0.2","-0.1","-0.3","23","-4.1",".298","86"
"Dodgers","248","8.5 %","24.6 %","0.34",".211",".285",".417",".702",".206","2.3",".238","0.2","0.3","-0.5","26","-4.9",".297","84"
"Cardinals","185","3.8 %","27.0 %","0.14",".270",".304",".391",".695",".121","3.9",".355","0.4","0.1","0.7","20","-3.8",".296","83"
"Marlins","227","6.2 %","25.1 %","0.25",".240",".298",".412",".710",".172","6.4",".289","-0.4","-0.4","0.5","24","-4.6",".296","83"
"Cubs","223","10.3 %","22.4 %","0.46",".223",".314",".368",".682",".145","3.6",".268","0.4","-0.1","-0.6","23","-4.8",".295","81"
"Mariners","195","11.8 %","27.2 %","0.43",".200",".303",".353",".656",".153","6.1",".252","0.5","0.3","1.3","19","-5.5",".287","80"
"Orioles","226","8.4 %","23.0 %","0.37",".224",".296",".337",".633",".112","3.7",".277","0.2","0.2","0.2","20","-8.3",".277","68"
"Brewers","220","5.9 %","25.5 %","0.23",".216",".264",".309",".572",".093","3.1",".279","0.0","0.1","0.1","14","-13.6",".248","48"
"White Sox","238","5.9 %","33.2 %","0.18",".191",".241",".255",".495",".064","3.1",".284","0.4","-0.1","-0.1","8","-21.7",".215","31"
