"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","205","8.8 %","17.6 %","0.50",".342",".395",".647","1.042",".304","6.4",".367","-0.1","-0.2","0.3","44","18.4",".424","172"
"Yankees","284","8.8 %","16.9 %","0.52",".293",".359",".672","1.031",".379","5.1",".272","0.8","-0.1","0.5","59","23.5",".415","163"
"Reds","237","8.0 %","22.4 %","0.36",".309",".381",".604",".985",".295","3.3",".348","-0.5","-0.2","-0.8","47","17.3",".404","147"
"Cubs","278","7.2 %","17.6 %","0.41",".317",".380",".558",".939",".241","4.0",".344","0.4","-0.2","0.2","52","17.2",".391","142"
"Mets","260","7.3 %","22.7 %","0.32",".274",".338",".585",".924",".312","4.0",".280","-0.5","0.0","0.3","46","12.8",".377","139"
"Padres","231","7.8 %","23.8 %","0.33",".286",".346",".539",".885",".252","6.3",".329","0.1","-0.1","0.4","38","9.3",".366","126"
"Braves","293","9.9 %","23.2 %","0.43",".287",".362",".506",".868",".218","5.5",".335","0.3","0.5","0.6","47","10.5",".361","123"
"Red Sox","269","7.8 %","20.4 %","0.38",".272",".338",".506",".844",".235","2.6",".301","-0.3","0.0","-0.1","41","7.3",".351","115"
"White Sox","280","5.7 %","23.6 %","0.24",".308",".362",".458",".821",".150","5.4",".392","0.2","0.0","0.2","42","6.9",".348","120"
"Blue Jays","269","8.6 %","30.1 %","0.28",".245",".310",".510",".820",".265","4.0",".297","-0.4","0.0","-0.4","38","4.6",".340","112"
"Brewers","236","9.3 %","26.3 %","0.35",".271",".347",".454",".802",".184","3.8",".338","-0.1","0.1","0.1","33","3.7",".338","107"
"Tigers","312","9.3 %","21.5 %","0.43",".284",".352",".442",".794",".158","5.0",".346","0.0","-0.2","-0.2","44","4.8",".338","110"
"Athletics","234","12.4 %","20.9 %","0.59",".242",".352",".429",".781",".187","2.4",".277","0.3","-0.2","-0.1","33","3.1",".335","111"
"Indians","256","9.8 %","20.7 %","0.47",".261",".333",".442",".776",".181","4.9",".308","-0.2","-0.1","0.6","34","1.8",".328","100"
"Nationals","231","10.0 %","19.5 %","0.51",".261",".343",".424",".767",".163","5.3",".293","-0.2","-0.1","0.8","30","1.3",".326","97"
"Rockies","220","5.9 %","19.5 %","0.30",".270",".315",".461",".776",".191","3.0",".296","0.0","-0.2","0.3","29","1.1",".326","87"
"Marlins","293","5.8 %","22.9 %","0.25",".276",".324",".438",".762",".162","2.9",".335","-0.7","-0.4","-0.6","38","0.8",".323","102"
"Diamondbacks","228","8.8 %","18.9 %","0.47",".271",".350",".402",".752",".131","5.2",".316","0.3","0.0","0.4","29","0.4",".322","95"
"Orioles","223","9.9 %","21.5 %","0.46",".246",".318",".442",".761",".196","3.5",".288","0.3","0.2","-0.8","28","0.1",".320","97"
"Twins","261","7.3 %","24.1 %","0.30",".258",".314",".446",".760",".188","2.4",".301","-0.3","0.3","-0.1","32","-0.5",".318","96"
"Rays","234","8.1 %","19.7 %","0.41",".243",".310",".405",".715",".162","4.3",".269","-0.1","0.3","0.9","26","-3.5",".303","91"
"Dodgers","224","9.4 %","23.2 %","0.40",".230",".309",".398",".707",".168","3.3",".281","0.2","0.3","0.1","24","-3.9",".300","83"
"Royals","260","8.5 %","21.5 %","0.39",".215",".282",".422",".704",".207","4.4",".226","-0.2","-0.1","0.1","28","-5.2",".297","82"
"Giants","246","5.7 %","19.1 %","0.30",".236",".289",".402",".690",".166","2.4",".264","-0.1","0.2","-0.3","25","-5.6",".293","82"
"Phillies","258","8.1 %","20.2 %","0.40",".240",".301",".378",".678",".137","4.9",".278","0.1","0.3","0.9","25","-7.2",".288","73"
"Mariners","176","6.8 %","40.3 %","0.17",".222",".274",".377",".651",".154","5.4",".356","0.4","0.2","-0.3","15","-6.7",".276","73"
"Rangers","212","10.8 %","27.8 %","0.39",".175",".275",".339",".614",".164","6.0",".210","0.2","0.1","0.7","17","-9.6",".267","55"
"Angels","209","7.7 %","30.1 %","0.25",".176",".254",".362",".615",".186","3.2",".205","0.1","0.1","-0.3","16","-10.2",".263","64"
"Pirates","217","6.9 %","18.4 %","0.38",".207",".264",".359",".622",".152","4.6",".227","-0.1","0.0","0.5","17","-10.6",".263","60"
"Cardinals","204","6.4 %","29.4 %","0.22",".205",".267",".314",".581",".108","4.2",".285","0.4","0.1","0.1","14","-11.7",".253","56"
