"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Nationals","258","10.5 %","16.3 %","0.64",".332",".406",".682","1.087",".350","5.8",".335","-0.3","-0.1","0.0","59","26.6",".439","172"
"Red Sox","246","8.9 %","19.5 %","0.46",".349",".408",".647","1.055",".298","5.0",".401","-0.1","0.0","-0.8","54","22.6",".426","166"
"Dodgers","250","10.8 %","20.4 %","0.53",".288",".373",".644","1.017",".356","4.5",".286","0.1","0.2","0.3","52","20.2",".413","162"
"Brewers","236","10.2 %","20.8 %","0.49",".325",".401",".587",".988",".262","3.9",".371","-0.1","0.1","0.6","48","18.4",".410","158"
"Twins","260","11.2 %","17.7 %","0.63",".288",".382",".527",".909",".239","4.2",".313","-0.2","0.3","-1.0","46","13.7",".381","140"
"Mets","251","6.8 %","17.9 %","0.38",".352",".410",".480",".890",".128","4.8",".427","-0.5","0.0","-0.2","44","12.8",".379","140"
"Rockies","239","9.2 %","19.7 %","0.47",".292",".363",".560",".923",".268","3.8",".307","0.0","0.0","0.2","42","12.0",".378","119"
"Indians","284","8.8 %","21.1 %","0.42",".291",".359",".547",".907",".256","3.3",".322","-0.3","-0.1","-0.4","50","14.2",".378","133"
"Mariners","229","10.9 %","21.4 %","0.51",".279",".358",".547",".905",".269","4.2",".300","0.6","0.3","-1.3","39","10.6",".373","138"
"Yankees","299","8.4 %","18.7 %","0.45",".288",".351",".539",".890",".251","3.8",".307","0.4","0.0","0.0","50","12.6",".369","132"
"Blue Jays","220","7.7 %","21.4 %","0.36",".272",".332",".564",".896",".292","3.7",".296","-0.3","0.0","-0.8","37","9.3",".369","132"
"Diamondbacks","277","8.3 %","18.8 %","0.44",".277",".336",".557",".893",".281","4.7",".279","0.3","-0.1","-0.4","46","10.9",".365","124"
"Giants","247","8.1 %","18.6 %","0.43",".300",".363",".486",".850",".186","3.4",".341","0.0","0.1","-0.8","39","7.9",".357","123"
"Angels","269","9.7 %","25.3 %","0.38",".286",".362",".471",".833",".185","4.7",".364","0.1","0.2","-0.2","41","7.5",".352","123"
"Braves","219","8.2 %","19.2 %","0.43",".273",".339",".480",".819",".207","2.5",".301","0.2","0.3","-0.4","32","4.9",".346","111"
"Phillies","221","5.0 %","26.2 %","0.19",".270",".327",".495",".822",".225","6.3",".333","0.1","0.2","0.7","32","4.4",".343","110"
"White Sox","257","5.1 %","22.2 %","0.23",".282",".325",".471",".796",".189","4.3",".339","0.1","-0.1","-0.1","35","3.1",".334","110"
"Rangers","278","9.4 %","20.5 %","0.46",".260",".335",".448",".783",".188","4.8",".301","0.2","0.0","1.1","38","3.1",".333","98"
"Reds","265","7.5 %","18.1 %","0.42",".275",".333",".450",".783",".175","3.1",".304","-0.4","-0.2","0.1","35","1.7",".327","98"
"Athletics","230","5.2 %","27.0 %","0.19",".259",".306",".481",".787",".222","3.9",".307","0.2","-0.4","0.1","30","1.4",".327","106"
"Astros","288","10.1 %","13.9 %","0.73",".250",".326",".449",".776",".199","2.7",".249","0.0","-0.4","0.3","37","0.7",".323","105"
"Padres","231","9.5 %","25.1 %","0.38",".267",".341",".388",".729",".121","3.5",".354","0.0","-0.2","-1.0","28","-1.0",".315","95"
"Pirates","235","7.7 %","17.9 %","0.43",".249",".328",".402",".730",".153","4.6",".280","-0.1","0.0","-0.2","28","-1.4",".313","93"
"Cardinals","228","9.2 %","25.0 %","0.37",".235",".307",".392",".699",".157","3.9",".284","0.3","0.2","0.0","25","-4.0",".300","86"
"Orioles","259","9.3 %","22.8 %","0.41",".221",".297",".377",".674",".156","4.3",".259","0.3","0.1","0.3","26","-6.8",".290","77"
"Rays","242","11.2 %","21.5 %","0.52",".222",".314",".340",".654",".118","2.5",".269","0.0","0.3","-0.6","23","-7.3",".285","79"
"Cubs","216","9.7 %","25.5 %","0.38",".190",".284",".376",".659",".185","3.8",".220","0.2","-0.1","-0.8","20","-6.8",".284","72"
"Marlins","221","6.8 %","25.3 %","0.27",".227",".294",".343",".638",".116","3.3",".296","-0.5","-0.2","-0.5","20","-8.3",".277","72"
"Tigers","226","3.5 %","34.1 %","0.10",".242",".270",".381",".651",".140","2.9",".353","-0.1","-0.2","-0.3","19","-9.3",".272","65"
"Royals","167","6.6 %","20.4 %","0.32",".178",".236",".237",".473",".059","2.8",".227","-0.1","-0.1","0.1","5","-16.1",".209","25"
