"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Dodgers","259","12.4 %","16.2 %","0.76",".298",".396",".572",".968",".274","2.9",".296","0.2","0.3","-0.4","50","17.7",".399","148"
"Cubs","172","12.8 %","15.1 %","0.85",".327",".415",".524",".939",".197","3.2",".362","0.1","-0.2","-0.2","33","11.5",".397","145"
"Phillies","157","15.3 %","24.2 %","0.63",".269",".389",".577",".965",".308","4.7",".301","0.1","0.1","-0.3","29","9.1",".387","149"
"Mariners","235","10.6 %","22.6 %","0.47",".281",".362",".547",".909",".266","6.5",".312","-0.3","0.2","1.3","41","11.1",".375","139"
"Diamondbacks","256","7.0 %","20.3 %","0.35",".289",".336",".549",".885",".260","5.9",".314","0.3","-0.1","1.1","41","9.1",".361","122"
"Rangers","184","13.0 %","23.4 %","0.56",".241",".342",".475",".817",".234","5.1",".271","0.1","0.2","-1.0","27","3.9",".344","106"
"Braves","155","14.8 %","22.6 %","0.66",".252",".368",".427",".795",".176","4.3",".308","0.1","0.1","-0.8","22","3.0",".342","109"
"Brewers","224","12.1 %","22.8 %","0.53",".256",".348",".456",".805",".200","2.6",".296","0.1","-0.2","-0.2","31","2.8",".334","104"
"Yankees","193","14.0 %","24.4 %","0.57",".242",".358",".385",".743",".143","2.9",".300","0.0","-0.4","0.3","25","0.7",".324","102"
"Cardinals","205","9.8 %","31.2 %","0.31",".229",".320",".441",".762",".212","3.5",".295","0.1","0.0","0.1","26","0.4",".322","101"
"Mets","205","8.3 %","26.3 %","0.31",".277",".348",".386",".734",".109","5.2",".378","-0.3","-0.1","0.0","26","0.0",".320","101"
"Twins","151","7.9 %","21.9 %","0.36",".250",".338",".379",".717",".129","3.5",".323","-0.2","0.0","-0.5","18","-1.3",".310","92"
"Marlins","218","4.6 %","19.3 %","0.24",".259",".309",".403",".712",".144","2.5",".294","-0.3","-0.5","-0.6","24","-3.0",".304","89"
"Pirates","130","16.9 %","19.2 %","0.88",".206",".359",".304",".663",".098","3.6",".250","0.1","-0.1","0.3","14","-1.9",".303","86"
"Astros","217","8.8 %","18.9 %","0.46",".242",".315",".381",".696",".139","2.3",".277","-0.2","-0.2","-1.3","24","-3.6",".301","90"
"Orioles","187","7.5 %","26.2 %","0.29",".241",".305",".382",".687",".141","5.5",".308","0.0","-0.1","0.5","19","-4.3",".293","79"
"Athletics","202","7.4 %","17.8 %","0.42",".217",".282",".413",".695",".196","3.3",".216","0.2","-0.3","0.1","21","-4.9",".292","83"
"Royals","149","6.7 %","18.1 %","0.37",".233",".297",".383",".681",".150","8.2",".274","-0.1","0.1","0.7","15","-3.9",".290","78"
"White Sox","151","9.9 %","23.8 %","0.42",".211",".300",".361",".661",".150","3.3",".250","0.1","-0.1","0.1","15","-4.1",".288","79"
"Padres","207","6.3 %","23.7 %","0.27",".246",".295",".393",".687",".147","3.5",".297","0.3","-0.1","0.3","20","-5.7",".288","78"
"Red Sox","229","7.9 %","22.3 %","0.35",".230",".293",".373",".666",".144","4.6",".275","-0.1","-0.1","1.1","22","-6.7",".286","71"
"Nationals","147","4.1 %","34.0 %","0.12",".235",".286",".382",".668",".147","5.4",".337","0.1","0.0","0.9","14","-4.4",".285","73"
"Rays","207","6.3 %","32.9 %","0.19",".222",".282",".349",".631",".127","4.8",".316","0.2","0.1","0.9","18","-8.5",".272","72"
"Giants","209","4.8 %","26.3 %","0.18",".206",".263",".320",".583",".113","2.0",".272","-0.3","-0.1","-0.3","14","-12.0",".254","57"
"Reds","141","9.9 %","24.8 %","0.40",".175",".262",".302",".564",".127","1.6",".216","-0.3","-0.2","-0.5","9","-8.6",".249","49"
"Blue Jays","212","7.1 %","23.1 %","0.31",".182",".251",".307",".558",".125","3.1",".216","-0.2","0.1","-0.1","13","-14.0",".243","48"
"Rockies","212","5.2 %","27.8 %","0.19",".208",".256",".294",".550",".086","3.3",".290","0.2","-0.1","-0.3","12","-14.7",".240","30"
"Tigers","226","9.7 %","31.4 %","0.31",".169",".261",".249",".510",".080","1.9",".256","-0.8","0.3","-0.5","11","-17.5",".230","36"
"Indians","138","10.9 %","32.6 %","0.33",".164",".254",".230",".483",".066","1.2",".247","0.0","0.0","-0.1","5","-12.2",".218","27"
"Angels","208","6.3 %","14.4 %","0.43",".178",".240",".241",".481",".063","2.6",".205","-0.2","-0.4","0.1","7","-19.5",".211","30"
