"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Twins","153","7.8 %","18.3 %","0.43",".326",".377",".623","1.001",".297","5.4",".353","-0.2","0.1","-0.7","31","11.9",".410","155"
"Rays","266","13.2 %","21.4 %","0.61",".314",".408",".562",".969",".248","5.7",".371","0.2","0.1","0.6","53","19.1",".403","159"
"Reds","183","10.4 %","22.4 %","0.46",".283",".374",".591",".965",".308","4.8",".311","-0.4","-0.3","-0.3","35","12.1",".396","142"
"Athletics","243","5.3 %","19.8 %","0.27",".313",".358",".603",".961",".290","3.6",".325","0.2","-0.3","-1.0","46","15.6",".394","152"
"Astros","229","9.2 %","21.8 %","0.42",".307",".371",".546",".918",".239","4.7",".356","-0.2","-0.3","0.2","41","12.1",".381","143"
"Braves","239","11.3 %","23.4 %","0.48",".288",".370",".510",".879",".221","6.6",".347","0.2","0.1","0.7","40","9.7",".367","125"
"Mets","250","14.8 %","22.0 %","0.67",".264",".377",".447",".824",".183","4.3",".322","-0.5","-0.1","0.6","39","7.1",".353","121"
"Royals","279","10.0 %","19.4 %","0.52",".276",".356",".490",".846",".214","6.7",".313","-0.3","0.2","0.7","43","7.9",".353","119"
"Cardinals","223","9.0 %","22.0 %","0.41",".262",".344",".487",".831",".226","7.1",".304","0.1","0.1","0.9","33","5.1",".346","114"
"Nationals","240","7.1 %","19.6 %","0.36",".283",".335",".489",".823",".205","4.2",".317","0.1","0.0","0.1","35","5.0",".344","110"
"Mariners","274","4.7 %","28.1 %","0.17",".276",".311",".488",".800",".213","6.3",".343","-0.3","0.3","0.0","37","2.5",".331","110"
"Dodgers","263","8.4 %","22.1 %","0.38",".250",".326",".444",".770",".194","4.0",".285","0.2","0.2","0.5","34","1.1",".325","101"
"Red Sox","186","9.7 %","18.8 %","0.51",".247",".330",".432",".762",".185","3.4",".276","0.3","-0.4","-0.6","24","0.3",".322","97"
"Blue Jays","187","9.6 %","29.4 %","0.33",".244",".328",".409",".736",".165","4.6",".327","-0.2","0.0","0.5","23","-0.8",".315","94"
"Diamondbacks","225","7.6 %","24.9 %","0.30",".243",".320",".406",".726",".163","2.4",".302","0.3","0.0","-0.4","27","-1.4",".313","91"
"Phillies","254","10.2 %","22.8 %","0.45",".239",".323",".407",".730",".168","4.0",".288","0.2","0.3","-0.2","30","-2.3",".309","88"
"Rangers","153","5.9 %","27.5 %","0.21",".245",".300",".417",".717",".173","8.3",".323","0.2","0.1","0.7","17","-2.1",".304","79"
"Padres","245","5.3 %","26.9 %","0.20",".223",".277",".451",".728",".228","3.5",".253","-0.1","-0.2","-1.2","27","-3.5",".303","88"
"Brewers","227","7.0 %","21.1 %","0.33",".238",".310",".396",".706",".158","2.9",".270","0.0","-0.2","-0.2","25","-3.4",".303","83"
"Cubs","187","9.6 %","29.9 %","0.32",".229",".306",".398",".704",".169","4.3",".305","0.0","-0.1","0.3","20","-3.3",".299","83"
"Angels","178","11.2 %","17.4 %","0.65",".227",".316",".377",".693",".149","3.1",".244","-0.2","-0.4","-0.3","19","-3.7",".296","86"
"Indians","222","11.7 %","22.1 %","0.53",".212",".311",".378",".689",".166","2.8",".246","0.1","0.0","-0.4","23","-5.1",".293","79"
"Orioles","263","9.1 %","19.8 %","0.46",".221",".295",".379",".674",".157","4.9",".254","0.1","-0.1","-1.2","26","-7.0",".289","76"
"White Sox","209","7.7 %","33.5 %","0.23",".229",".287",".391",".678",".161","4.7",".319","0.2","-0.1","1.0","21","-5.7",".288","79"
"Tigers","185","4.9 %","27.0 %","0.18",".237",".281",".364",".645",".127","3.0",".308","-0.8","0.1","0.3","16","-7.0",".276","68"
"Pirates","222","5.9 %","26.1 %","0.22",".229",".282",".361",".643",".132","4.8",".296","0.3","-0.1","-0.2","19","-8.8",".274","68"
"Yankees","207","7.7 %","24.6 %","0.31",".222",".282",".351",".633",".130","3.1",".265","0.1","0.0","0.1","17","-8.7",".271","66"
"Marlins","221","7.7 %","31.7 %","0.24",".199",".262",".303",".566",".104","2.0",".273","-0.4","-0.4","-0.8","14","-13.9",".247","53"
"Giants","269","7.4 %","26.0 %","0.29",".188",".251",".308",".559",".121","3.6",".240","-0.1","0.1","-0.8","14","-19.4",".236","43"
"Rockies","236","5.9 %","28.4 %","0.21",".179",".227",".275",".503",".096","3.2",".236","0.3","0.0","-0.6","9","-21.1",".217","14"
