"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Nationals","307","11.4 %","16.0 %","0.71",".340",".421",".630","1.051",".290","5.0",".362","-0.2","-0.1","-0.3","68","29.5",".431","165"
"Mariners","246","12.2 %","19.1 %","0.64",".269",".367",".547",".915",".278","7.4",".289","0.6","0.4","1.3","44","12.6",".379","142"
"Red Sox","201","8.5 %","19.9 %","0.43",".303",".362",".517",".879",".213","2.8",".351","-0.1","-0.1","-0.8","33","8.0",".366","125"
"Astros","262","11.5 %","18.7 %","0.61",".273",".364",".471",".835",".198","2.9",".312","-0.1","-0.1","-0.8","41","7.6",".354","125"
"Twins","232","6.0 %","24.1 %","0.25",".279",".328",".526",".853",".247","4.5",".329","-0.2","0.3","0.1","36","6.4",".352","118"
"Brewers","238","11.3 %","20.2 %","0.56",".273",".367",".459",".826",".185","2.4",".315","0.0","0.1","-0.2","36","6.2",".350","115"
"Cardinals","257","13.2 %","18.7 %","0.71",".264",".369",".431",".799",".167","4.6",".298","0.5","0.1","0.0","38","5.5",".345","114"
"Angels","293","9.9 %","19.8 %","0.50",".272",".346",".460",".806",".188","4.3",".314","0.1","0.2","0.0","42","5.2",".340","115"
"Athletics","177","9.0 %","20.3 %","0.44",".259",".335",".468",".804",".209","2.8",".296","0.0","-0.3","-0.1","25","3.0",".340","116"
"Yankees","232","5.2 %","28.9 %","0.18",".275",".315",".495",".810",".220","0.8",".343","0.2","-0.1","-0.1","32","3.1",".335","110"
"Orioles","257","10.1 %","17.9 %","0.57",".235",".336",".443",".779",".208","3.1",".244","0.2","0.1","-0.4","35","2.6",".332","106"
"Dodgers","221","11.8 %","27.6 %","0.43",".238",".332",".451",".783",".212","5.1",".301","0.1","0.2","0.5","29","1.4",".327","103"
"Phillies","207","15.9 %","23.2 %","0.69",".233",".359",".390",".749",".157","4.8",".311","0.1","0.1","-0.3","27","0.9",".325","99"
"Tigers","269","5.6 %","30.9 %","0.18",".280",".320",".452",".772",".172","2.6",".375","-0.2","-0.2","-0.2","35","1.0",".324","100"
"Cubs","220","12.7 %","22.3 %","0.57",".233",".333",".423",".757",".190","3.1",".265","0.3","-0.1","-0.2","28","0.6",".323","97"
"Marlins","235","6.0 %","21.7 %","0.27",".273",".328",".421",".749",".148","3.7",".331","-0.5","-0.2","0.3","30","0.0",".320","100"
"Giants","188","5.3 %","26.6 %","0.20",".244",".287",".449",".736",".205","5.4",".294","-0.6","0.1","0.1","22","-2.1",".307","91"
"Braves","239","9.6 %","25.5 %","0.38",".213",".306",".406",".712",".193","5.1",".255","0.1","0.2","0.0","27","-3.3",".304","83"
"Mets","238","5.9 %","19.7 %","0.30",".255",".305",".418",".723",".164","4.8",".299","-0.5","0.0","-0.4","26","-3.7",".302","90"
"Rays","260","8.5 %","19.6 %","0.43",".235",".304",".415",".718",".179","4.2",".261","0.0","0.3","0.7","29","-4.0",".302","90"
"White Sox","251","3.2 %","25.9 %","0.12",".260",".290",".426",".716",".166","4.6",".327","0.3","0.2","0.1","27","-4.3",".300","87"
"Rockies","266","7.5 %","23.3 %","0.32",".261",".321",".374",".695",".113","3.2",".322","0.1","0.0","-0.4","29","-4.6",".300","69"
"Indians","213","8.0 %","23.5 %","0.34",".227",".289",".387",".676",".160","4.6",".270","-0.2","-0.1","0.5","21","-5.7",".289","74"
"Reds","217","7.8 %","30.4 %","0.26",".235",".306",".347",".652",".112","3.3",".328","-0.2","-0.1","0.7","21","-6.4",".286","72"
"Rangers","314","7.0 %","27.4 %","0.26",".229",".291",".354",".645",".125","4.3",".295","0.2","0.0","1.0","28","-11.3",".278","62"
"Blue Jays","214","8.4 %","27.1 %","0.31",".195",".266",".354",".620",".159","1.8",".238","-0.4","0.0","-0.3","17","-9.8",".267","63"
"Diamondbacks","206","9.7 %","21.4 %","0.45",".179",".259",".359",".617",".179","6.2",".194","0.3","0.0","0.1","16","-10.4",".262","57"
"Pirates","245","6.1 %","17.6 %","0.35",".219",".276",".321",".597",".103","4.7",".249","-0.1","0.0","1.1","18","-13.0",".259","58"
"Padres","207","7.2 %","30.0 %","0.24",".190",".254",".302",".555",".111","1.6",".248","-0.1","-0.2","-0.3","12","-13.7",".243","47"
"Royals","213","6.1 %","23.5 %","0.26",".190",".242",".267",".508",".077","2.1",".236","-0.1","0.0","-0.1","9","-17.8",".223","31"
