"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Cubs","287","9.4 %","20.6 %","0.46",".308",".388",".583",".971",".275","5.8",".341","0.3","-0.1","0.2","56","19.9",".400","148"
"Rockies","278","9.4 %","22.3 %","0.42",".307",".377",".570",".946",".262","6.2",".353","0.4","0.0","0.8","52","16.5",".389","127"
"Mariners","252","14.3 %","23.4 %","0.61",".294",".393",".491",".884",".196","3.0",".356","0.8","0.5","0.0","43","11.8",".374","139"
"Blue Jays","254","10.2 %","26.4 %","0.39",".288",".364",".486",".850",".198","4.9",".369","-0.4","0.1","-0.2","40","8.0",".356","123"
"Astros","243","14.4 %","19.8 %","0.73",".251",".362",".478",".840",".227","5.2",".267","-0.2","-0.2","0.4","38","7.5",".355","126"
"Yankees","296","10.8 %","21.3 %","0.51",".272",".358",".483",".841",".211","4.0",".317","0.2","0.0","-0.9","46","8.7",".354","121"
"White Sox","289","5.2 %","28.0 %","0.19",".305",".338",".485",".823",".180","2.8",".388","0.2","0.2","-1.3","42","5.5",".342","115"
"Orioles","288","8.7 %","20.1 %","0.43",".265",".341",".455",".796",".190","6.3",".303","0.3","0.0","0.8","40","4.2",".337","109"
"Twins","280","8.2 %","20.4 %","0.40",".270",".331",".464",".795",".194","1.5",".303","-0.1","0.3","-0.1","38","3.0",".332","106"
"Cardinals","261","11.1 %","30.3 %","0.37",".223",".318",".473",".791",".250","5.6",".265","0.3","0.1","1.6","35","2.3",".330","105"
"Nationals","262","9.9 %","14.9 %","0.67",".259",".342",".430",".772",".171","6.0",".283","-0.4","-0.1","0.6","35","1.9",".328","99"
"Athletics","277","9.7 %","25.6 %","0.38",".235",".314",".474",".788",".239","4.5",".270","0.5","-0.3","0.3","36","1.4",".326","106"
"Mets","254","9.1 %","17.3 %","0.52",".229",".311",".445",".756",".216","2.7",".225","-0.4","0.0","-0.1","32","-0.2",".319","101"
"Rays","240","8.3 %","22.1 %","0.38",".260",".317",".419",".735",".158","5.8",".302","-0.1","0.2","0.6","28","-2.0",".310","97"
"Indians","193","8.3 %","23.8 %","0.35",".256",".330",".390",".719",".134","3.4",".328","0.1","-0.1","-0.8","22","-2.0",".308","86"
"Giants","250","6.4 %","28.0 %","0.23",".268",".321",".404",".725",".136","4.4",".361","0.1","0.3","-0.2","29","-2.9",".306","91"
"Tigers","312","9.0 %","21.5 %","0.42",".245",".319",".401",".720",".155","4.5",".298","-0.5","-0.3","-0.2","36","-3.8",".306","88"
"Padres","260","12.3 %","28.8 %","0.43",".207",".318",".378",".696",".171","3.9",".279","-0.1","0.0","-1.9","29","-4.0",".302","85"
"Braves","235","10.6 %","24.7 %","0.43",".242",".319",".391",".710",".150","4.1",".301","0.1","0.3","0.0","26","-4.1",".300","82"
"Phillies","185","8.6 %","25.9 %","0.33",".217",".293",".416",".709",".199","4.7",".248","0.3","0.0","0.9","20","-3.3",".300","83"
"Pirates","224","4.5 %","14.3 %","0.31",".273",".309",".397",".707",".124","4.7",".315","0.1","0.0","-1.2","24","-4.0",".299","88"
"Rangers","221","8.1 %","26.2 %","0.31",".239",".303",".383",".686",".144","4.1",".299","-0.3","-0.2","0.5","23","-4.8",".295","73"
"Red Sox","218","10.6 %","20.6 %","0.51",".233",".319",".360",".679",".127","3.9",".277","-0.3","0.1","-0.2","23","-4.8",".295","77"
"Angels","183","7.1 %","27.9 %","0.25",".248",".319",".345",".664",".097","4.2",".342","0.1","-0.3","0.1","19","-4.4",".292","81"
"Marlins","256","6.3 %","20.7 %","0.30",".248",".302",".380",".682",".132","4.5",".301","-0.2","-0.4","-0.8","26","-6.4",".291","81"
"Reds","263","10.6 %","25.1 %","0.42",".210",".294",".371",".665",".162","4.5",".242","-0.3","0.0","-0.5","25","-7.7",".286","71"
"Brewers","246","8.5 %","31.3 %","0.27",".193",".270",".358",".628",".165","4.2",".246","0.0","0.0","0.3","20","-10.6",".270","62"
"Diamondbacks","247","6.9 %","19.8 %","0.35",".213",".282",".339",".621",".127","5.0",".253","0.6","-0.1","0.3","20","-10.8",".269","61"
"Dodgers","229","5.2 %","26.2 %","0.20",".221",".271",".324",".595",".103","6.0",".291","0.2","0.3","1.3","16","-13.0",".254","58"
"Royals","255","4.7 %","33.7 %","0.14",".219",".257",".346",".603",".127","3.5",".320","-0.1","-0.1","-0.8","17","-14.9",".252","52"
