"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Mariners","261","11.5 %","25.7 %","0.45",".251",".349",".520",".868",".269","4.0",".275","0.4","0.2","0.2","43","9.8",".363","132"
"Brewers","227","11.5 %","18.5 %","0.62",".289",".369",".487",".856",".198","3.9",".320","0.0","-0.1","0.9","37","8.2",".362","120"
"Twins","236","7.2 %","22.9 %","0.31",".262",".326",".556",".882",".294","3.4",".276","-0.4","0.2","-0.8","38","8.4",".361","126"
"Braves","296","11.1 %","19.6 %","0.57",".259",".354",".502",".856",".243","4.3",".283","0.0","0.3","0.0","47","9.8",".358","119"
"Mets","220","8.2 %","20.5 %","0.40",".276",".347",".510",".857",".235","5.0",".300","-0.4","-0.1","0.7","35","7.1",".357","125"
"Rays","316","7.6 %","22.2 %","0.34",".285",".352",".486",".838",".201","3.0",".330","0.2","0.2","-1.7","49","9.0",".353","124"
"Nationals","265","7.9 %","18.1 %","0.44",".267",".332",".513",".845",".246","4.5",".287","0.0","-0.2","-1.4","40","7.0",".351","113"
"Angels","271","8.9 %","18.8 %","0.47",".263",".339",".488",".827",".225","4.1",".281","0.0","0.0","0.3","40","5.7",".344","118"
"Diamondbacks","241","10.4 %","17.4 %","0.60",".243",".324",".505",".828",".262","5.3",".234","0.4","0.0","-0.2","35","4.8",".343","110"
"Phillies","224","6.7 %","17.9 %","0.38",".262",".314",".519",".833",".257","6.1",".271","0.2","0.0","-0.4","33","4.3",".342","112"
"Indians","216","7.4 %","19.4 %","0.38",".241",".293",".554",".847",".313","5.4",".214","0.3","0.0","0.1","31","3.8",".340","108"
"Pirates","260","5.8 %","25.4 %","0.23",".263",".310",".463",".773",".200","5.6",".321","-0.2","0.0","0.9","33","0.5",".322","97"
"Tigers","227","6.2 %","25.6 %","0.24",".287",".339",".416",".755",".129","6.2",".378","-0.2","0.0","1.1","29","0.4",".322","98"
"Rangers","326","7.4 %","23.9 %","0.31",".274",".335",".414",".750",".140","6.1",".349","0.2","0.3","-0.3","41","-0.3",".319","89"
"Cubs","245","8.2 %","24.1 %","0.34",".252",".318",".445",".763",".193","4.7",".303","0.3","-0.1","-0.8","31","-0.2",".319","95"
"Yankees","236","11.4 %","22.0 %","0.52",".227",".314",".425",".739",".198","1.8",".257","-0.4","0.1","-0.5","28","-1.6",".312","93"
"Athletics","310","7.7 %","23.9 %","0.32",".253",".316",".404",".720",".152","3.0",".307","0.3","-0.3","-0.6","36","-3.5",".307","93"
"Marlins","279","6.5 %","26.2 %","0.25",".251",".309",".392",".702",".141","3.2",".331","-0.6","-0.6","-0.2","30","-5.0",".299","87"
"Orioles","238","5.9 %","26.9 %","0.22",".230",".291",".392",".683",".161","3.4",".278","-0.2","-0.1","0.0","24","-5.8",".292","78"
"Astros","247","9.7 %","14.6 %","0.67",".226",".301",".392",".692",".165","4.9",".227","0.1","0.2","0.0","25","-6.4",".290","81"
"Blue Jays","212","6.6 %","20.8 %","0.32",".219",".278",".403",".681",".184","4.2",".238","-0.2","0.0","0.3","21","-5.7",".289","78"
"Padres","219","8.2 %","24.7 %","0.33",".234",".300",".381",".680",".147","5.4",".285","-0.1","-0.2","0.9","22","-6.0",".288","77"
"Red Sox","307","9.4 %","22.1 %","0.43",".232",".305",".368",".673",".136","5.0",".287","-0.4","0.2","0.2","30","-8.6",".287","72"
"Dodgers","235","7.7 %","22.6 %","0.34",".236",".303",".377",".681",".142","2.8",".295","0.1","0.3","-0.5","22","-7.2",".284","76"
"White Sox","220","5.0 %","19.5 %","0.26",".240",".282",".380",".662",".139","1.5",".272","0.3","0.2","-0.5","20","-7.5",".280","75"
"Rockies","252","4.8 %","27.4 %","0.17",".224",".272",".366",".638",".142","5.9",".289","0.2","0.1","0.7","21","-10.5",".272","50"
"Royals","208","4.3 %","30.8 %","0.14",".217",".251",".343",".595",".126","4.2",".295","0.0","-0.1","0.9","14","-12.0",".253","52"
"Giants","217","7.4 %","24.9 %","0.30",".210",".272",".290",".562",".080","3.0",".273","0.1","0.3","0.1","13","-14.2",".244","51"
"Reds","185","8.1 %","19.5 %","0.42",".213",".276",".296",".572",".083","3.4",".258","-0.4","-0.1","0.5","11","-12.4",".242","42"
"Cardinals","208","6.7 %","30.3 %","0.22",".195",".249",".311",".559",".116","3.3",".260","0.1","0.1","0.3","12","-14.4",".240","47"
