"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Astros","262","10.3 %","15.6 %","0.66",".336",".412",".677","1.089",".341","6.3",".343","0.1","-0.3","0.5","61","27.8",".443","185"
"Athletics","280","9.6 %","19.3 %","0.50",".276",".361",".500",".861",".224","5.7",".306","0.4","-0.3","0.2","45","10.0",".361","130"
"Yankees","236","9.3 %","24.2 %","0.39",".255",".326",".547",".873",".292","5.1",".277","0.1","0.2","0.5","38","8.0",".359","125"
"White Sox","235","8.1 %","25.1 %","0.32",".284",".350",".505",".855",".221","3.2",".345","0.0","0.0","0.1","37","7.3",".356","125"
"Mets","228","10.1 %","21.1 %","0.48",".286",".367",".457",".825",".171","2.5",".340","-0.4","0.0","-0.2","35","5.8",".349","122"
"Brewers","240","12.9 %","24.2 %","0.53",".249",".356",".458",".813",".209","6.7",".294","0.2","-0.2","1.3","35","4.4",".341","108"
"Rays","189","6.9 %","21.7 %","0.32",".275",".339",".485",".824",".210","5.8",".328","0.1","0.2","-1.2","27","3.4",".341","118"
"Braves","218","13.3 %","29.8 %","0.45",".237",".339",".473",".813",".237","3.6",".288","0.1","0.2","0.0","31","3.9",".341","109"
"Cubs","241","9.1 %","24.9 %","0.37",".255",".333",".486",".819",".231","4.1",".296","0.1","-0.2","0.1","35","4.2",".340","109"
"Rangers","244","7.0 %","23.4 %","0.30",".279",".348",".434",".782",".155","4.2",".342","-0.2","-0.2","0.2","34","3.3",".335","100"
"Cardinals","241","9.5 %","15.4 %","0.62",".265",".345",".441",".785",".175","5.8",".296","0.2","0.1","0.2","33","3.1",".335","108"
"Marlins","280","10.7 %","20.0 %","0.54",".278",".363",".404",".767",".127","2.8",".342","-0.3","-0.3","-0.4","38","3.1",".333","107"
"Reds","225","10.7 %","24.4 %","0.44",".241",".329",".452",".781",".211","3.5",".284","-0.1","-0.1","-0.4","31","2.2",".331","101"
"Phillies","267","6.0 %","26.6 %","0.23",".243",".291",".498",".789",".255","6.0",".273","0.0","0.2","1.5","35","0.9",".324","97"
"Indians","278","10.8 %","24.1 %","0.45",".251",".343",".410",".753",".159","4.8",".311","-0.5","-0.2","0.2","35","0.4",".322","95"
"Dodgers","180","8.3 %","21.1 %","0.39",".226",".305",".447",".752",".220","1.5",".234","0.0","0.2","-0.1","22","-0.3",".318","98"
"Pirates","263","7.6 %","20.5 %","0.37",".255",".328",".417",".745",".162","5.0",".307","0.0","0.1","0.1","32","-0.9",".316","95"
"Royals","224","7.6 %","22.3 %","0.34",".268",".327",".405",".732",".137","3.8",".329","0.0","-0.1","-0.6","27","-1.4",".313","92"
"Tigers","233","5.6 %","26.6 %","0.21",".266",".315",".388",".703",".121","2.7",".345","-0.3","-0.2","-0.4","26","-3.8",".301","85"
"Nationals","220","7.7 %","23.6 %","0.33",".233",".295",".386",".682",".153","2.5",".280","-0.3","-0.1","0.1","22","-5.3",".292","76"
"Orioles","187","8.0 %","18.7 %","0.43",".237",".296",".379",".674",".142","1.0",".262","0.1","0.0","-0.1","18","-5.1",".288","75"
"Twins","224","12.9 %","24.6 %","0.53",".194",".308",".325",".633",".131","1.8",".242","-0.3","0.1","-0.1","20","-7.7",".280","71"
"Diamondbacks","221","10.4 %","27.6 %","0.38",".210",".300",".338",".638",".128","4.0",".273","0.4","-0.1","0.9","20","-7.8",".279","69"
"Red Sox","244","8.6 %","21.7 %","0.40",".215",".283",".368",".650",".152","2.4",".247","-0.1","0.0","-0.1","22","-8.8",".278","67"
"Giants","263","9.1 %","25.5 %","0.36",".232",".305",".333",".639",".101","3.5",".303","0.1","0.3","0.4","24","-9.6",".278","73"
"Blue Jays","180","8.3 %","33.3 %","0.25",".194",".274",".369",".642",".175","5.8",".263","-0.2","0.0","0.5","16","-6.9",".275","69"
"Angels","255","9.0 %","23.1 %","0.39",".203",".276",".359",".635",".156","3.8",".233","0.0","-0.1","0.1","22","-10.6",".272","69"
"Padres","226","10.6 %","21.7 %","0.49",".208",".301",".294",".595",".086","3.2",".253","-0.1","0.0","-0.6","18","-10.3",".267","65"
"Mariners","184","8.2 %","33.7 %","0.24",".161",".234",".357",".591",".196","6.3",".186","0.5","0.3","0.9","12","-10.9",".251","56"
"Rockies","172","8.7 %","25.6 %","0.34",".181",".251",".226",".477",".045","3.0",".243","0.2","0.0","0.3","6","-15.7",".215","15"
