"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rays","220","12.3 %","19.5 %","0.63",".317",".406",".603","1.010",".286","5.4",".356","0.1","0.2","0.0","46","18.2",".416","172"
"Athletics","204","5.4 %","21.6 %","0.25",".316",".363",".631",".994",".316","3.4",".333","0.2","-0.3","-0.8","41","15.1",".405","160"
"Astros","195","8.7 %","22.1 %","0.40",".320",".379",".571",".951",".251","5.2",".371","-0.1","-0.2","0.3","37","12.4",".393","151"
"Twins","189","8.5 %","19.0 %","0.44",".294",".353",".559",".912",".265","4.9",".320","-0.2","0.0","-0.8","33","9.2",".376","133"
"Braves","197","10.7 %","24.4 %","0.44",".293",".367",".529",".896",".236","6.4",".356","0.1","0.1","0.7","34","9.2",".374","130"
"Reds","215","8.8 %","23.7 %","0.37",".272",".350",".550",".900",".277","4.3",".307","-0.4","-0.3","-0.8","37","9.7",".372","127"
"Cardinals","236","10.2 %","23.3 %","0.44",".267",".361",".515",".875",".248","6.9",".314","0.1","0.1","0.9","39","9.0",".364","124"
"Royals","275","11.6 %","18.5 %","0.63",".268",".358",".519",".877",".251","6.6",".290","-0.4","0.2","0.5","45","9.9",".362","125"
"Nationals","207","8.2 %","20.3 %","0.40",".296",".354",".495",".849",".199","4.4",".341","0.0","0.0","0.1","33","6.4",".356","117"
"Mets","300","14.3 %","22.0 %","0.65",".266",".374",".437",".810",".171","4.0",".326","-0.6","-0.1","0.4","45","7.1",".347","118"
"Brewers","236","9.3 %","19.9 %","0.47",".267",".349",".476",".825",".209","2.4",".293","0.1","-0.1","-0.4","35","5.5",".347","112"
"Rangers","199","8.0 %","24.1 %","0.33",".271",".342",".475",".816",".203","8.2",".336","0.3","0.2","1.3","29","4.3",".345","105"
"Dodgers","264","9.5 %","23.9 %","0.40",".251",".330",".455",".784",".203","4.0",".291","0.1","0.1","0.5","36","2.3",".330","104"
"Blue Jays","225","8.9 %","28.4 %","0.31",".256",".330",".427",".757",".171","3.9",".338","-0.2","0.1","0.0","29","0.3",".321","98"
"Diamondbacks","225","7.6 %","24.9 %","0.30",".243",".320",".406",".726",".163","2.4",".302","0.3","0.0","-0.4","27","-1.4",".313","91"
"Phillies","269","11.9 %","24.9 %","0.48",".238",".335",".379",".713",".140","4.5",".309","0.2","0.3","0.0","31","-3.0",".307","87"
"Cubs","191","10.5 %","26.2 %","0.40",".228",".319",".395",".715",".168","3.8",".286","0.1","-0.2","0.3","22","-2.2",".306","87"
"Angels","190","12.1 %","15.8 %","0.77",".238",".333",".375",".708",".138","3.6",".256","-0.2","-0.4","0.1","21","-2.7",".304","91"
"Mariners","266","4.9 %","29.7 %","0.16",".254",".289",".440",".729",".185","6.0",".329","-0.3","0.3","0.0","30","-3.9",".303","91"
"White Sox","212","9.0 %","29.2 %","0.31",".232",".307",".400",".707",".168","4.7",".303","0.2","-0.1","0.4","23","-3.2",".302","89"
"Red Sox","218","9.6 %","17.9 %","0.54",".230",".313",".393",".706",".162","3.1",".257","0.3","-0.5","-0.6","24","-3.4",".302","82"
"Padres","244","5.3 %","28.3 %","0.19",".227",".277",".440",".717",".213","2.7",".269","-0.1","-0.2","-1.0","26","-4.3",".299","86"
"Indians","263","12.5 %","22.4 %","0.56",".212",".319",".367",".687",".155","3.4",".250","0.1","0.0","0.0","28","-5.4",".296","80"
"Pirates","186","5.4 %","24.7 %","0.22",".231",".277",".387",".664",".156","5.5",".287","0.3","-0.1","-0.1","17","-6.5",".280","73"
"Orioles","262","10.7 %","21.4 %","0.50",".203",".291",".345",".636",".142","2.7",".237","0.1","-0.2","-1.0","24","-9.5",".278","68"
"Tigers","185","4.9 %","27.0 %","0.18",".237",".281",".364",".645",".127","3.0",".308","-0.8","0.1","0.3","16","-7.0",".276","68"
"Yankees","169","7.7 %","25.4 %","0.30",".220",".280",".353",".633",".133","2.0",".264","0.1","0.0","-0.1","14","-7.2",".271","65"
"Marlins","259","8.5 %","32.0 %","0.27",".197",".270",".300",".571",".103","1.8",".274","-0.4","-0.4","-0.8","17","-15.3",".251","56"
"Giants","231","6.9 %","24.7 %","0.28",".193",".249",".314",".563",".121","3.6",".243","-0.1","0.1","-1.0","13","-16.5",".237","44"
"Rockies","235","5.5 %","28.9 %","0.19",".179",".225",".284",".510",".106","3.8",".240","0.2","0.1","-1.0","9","-20.6",".218","17"
