"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"White Sox","225","3.6 %","26.7 %","0.13",".358",".379",".563",".942",".205","3.7",".463","0.2","0.1","-0.4","42","13.6",".390","149"
"Astros","185","8.6 %","16.2 %","0.53",".268",".346",".591",".937",".323","2.9",".242","-0.1","-0.2","-0.1","33","10.2",".384","145"
"Marlins","243","7.8 %","16.9 %","0.46",".292",".358",".514",".872",".222","5.5",".331","-0.2","-0.3","-0.1","39","8.5",".361","126"
"Twins","244","12.7 %","16.0 %","0.79",".263",".358",".493",".851",".230","3.7",".278","-0.2","0.3","-0.6","38","7.3",".355","122"
"Blue Jays","303","8.3 %","26.4 %","0.31",".269",".343",".507",".851",".239","5.1",".320","-0.4","0.1","0.0","47","8.9",".354","122"
"Nationals","246","12.6 %","15.4 %","0.82",".283",".374",".429",".803",".146","5.4",".314","-0.4","-0.1","1.0","36","4.7",".342","108"
"Mets","236","10.2 %","19.1 %","0.53",".251",".340",".478",".819",".227","2.8",".267","-0.3","0.0","0.1","34","4.4",".342","115"
"Dodgers","198","7.6 %","23.7 %","0.32",".274",".342",".469",".810",".194","7.1",".333","0.1","0.3","0.9","28","3.4",".340","112"
"Yankees","215","8.8 %","27.0 %","0.33",".247",".316",".495",".811",".247","4.0",".288","0.1","0.0","-0.1","30","3.0",".336","109"
"Cardinals","273","10.3 %","30.4 %","0.34",".243",".332",".460",".792",".217","5.2",".319","0.3","0.1","-0.8","38","3.2",".334","108"
"Athletics","199","12.1 %","26.6 %","0.45",".251",".352",".421",".773",".170","3.0",".333","0.3","-0.2","0.1","27","2.0",".331","110"
"Orioles","309","7.4 %","17.8 %","0.42",".245",".314",".467",".781",".223","5.0",".255","0.3","0.0","-0.2","41","1.8",".327","102"
"Diamondbacks","239","7.9 %","22.6 %","0.35",".263",".326",".446",".772",".183","6.5",".323","0.9","0.0","0.3","31","1.2",".326","97"
"Rockies","179","5.0 %","25.7 %","0.20",".253",".298",".476",".774",".223","4.3",".282","0.3","0.1","1.1","23","0.3",".322","86"
"Brewers","215","11.6 %","31.2 %","0.37",".225",".325",".429",".754",".203","5.8",".296","-0.1","0.1","0.5","27","0.3",".321","96"
"Rays","245","8.6 %","28.2 %","0.30",".252",".322",".436",".758",".183","3.1",".317","0.1","0.3","-1.3","31","0.2",".321","103"
"Indians","226","8.8 %","22.6 %","0.39",".270",".338",".425",".763",".155","5.8",".338","0.1","-0.2","0.5","29","0.2",".321","95"
"Royals","241","8.7 %","29.5 %","0.30",".261",".332",".365",".697",".104","4.8",".371","0.0","-0.1","1.1","26","-4.1",".300","83"
"Red Sox","314","9.9 %","24.8 %","0.40",".232",".313",".382",".695",".150","4.5",".290","-0.3","0.3","0.4","34","-5.5",".299","80"
"Mariners","246","8.1 %","21.5 %","0.38",".233",".298",".395",".693",".161","3.1",".270","0.8","0.4","-0.8","26","-5.2",".296","86"
"Braves","216","11.6 %","25.5 %","0.45",".207",".298",".383",".681",".176","4.7",".244","0.0","0.2","0.1","22","-5.2",".292","76"
"Angels","230","8.7 %","28.7 %","0.30",".237",".313",".333",".646",".097","5.2",".328","0.1","-0.5","0.5","22","-6.9",".285","77"
"Rangers","168","4.2 %","26.8 %","0.16",".214",".256",".421",".677",".208","2.2",".231","-0.2","-0.1","-0.1","16","-5.3",".283","65"
"Reds","189","9.0 %","28.0 %","0.32",".232",".303",".339",".642",".107","3.4",".304","-0.3","-0.1","0.5","17","-6.4",".281","68"
"Cubs","223","8.1 %","22.4 %","0.36",".214",".283",".368",".651",".154","2.0",".252","0.2","-0.1","-0.1","20","-7.9",".279","70"
"Tigers","210","4.8 %","22.4 %","0.21",".239",".278",".371",".648",".132","4.3",".288","-0.3","-0.2","0.3","18","-8.0",".276","68"
"Phillies","254","5.1 %","22.4 %","0.23",".217",".262",".396",".658",".179","5.1",".250","0.3","0.1","0.5","22","-10.0",".274","65"
"Giants","256","7.0 %","27.3 %","0.26",".244",".294",".333",".627",".090","3.5",".329","0.3","0.4","-0.2","21","-11.3",".269","65"
"Padres","215","8.4 %","35.3 %","0.24",".181",".262",".301",".562",".119","1.0",".261","0.1","-0.1","-1.0","14","-13.3",".248","53"
"Pirates","215","4.7 %","20.5 %","0.23",".200",".237",".263",".501",".063","2.9",".250","0.1","0.0","-1.0","8","-18.8",".219","32"
