"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Red Sox","241","4.6 %","25.7 %","0.18",".327",".353",".611",".963",".283","4.8",".394","-0.2","0.0","0.1","45","15.0",".392","143"
"Rays","264","10.2 %","25.0 %","0.41",".314",".383",".559",".942",".246","5.2",".390","0.1","0.3","0.0","50","16.3",".392","150"
"Blue Jays","303","10.2 %","21.5 %","0.48",".281",".360",".548",".908",".267","4.2",".306","-0.3","0.1","0.0","53","15.1",".378","138"
"Braves","281","8.9 %","23.1 %","0.38",".292",".356",".544",".900",".252","5.4",".337","0.2","0.4","-0.2","48","12.4",".371","127"
"Nationals","242","13.2 %","17.8 %","0.74",".276",".381",".468",".849",".192","4.6",".309","0.0","-0.1","-0.2","39","8.9",".363","119"
"Mariners","207","8.7 %","29.0 %","0.30",".297",".369",".486",".855",".189","6.8",".412","0.7","0.2","0.8","33","7.0",".359","130"
"Phillies","231","7.8 %","22.9 %","0.34",".300",".355",".498",".853",".197","2.7",".356","0.4","0.1","0.1","37","7.6",".358","121"
"Astros","241","11.6 %","21.6 %","0.54",".269",".363",".481",".843",".212","2.6",".318","-0.1","-0.3","-0.6","38","7.7",".357","129"
"Rangers","199","7.5 %","21.1 %","0.36",".306",".362",".492",".854",".186","4.4",".370","0.1","0.3","-1.0","31","6.4",".357","114"
"Padres","227","9.3 %","23.3 %","0.40",".247",".330",".470",".800",".222","3.0",".276","0.1","-0.2","-1.9","32","3.4",".337","109"
"Indians","225","6.7 %","20.4 %","0.33",".265",".317",".485",".802",".221","5.0",".287","0.2","0.0","0.1","31","2.6",".333","103"
"Yankees","193","9.3 %","24.9 %","0.38",".260",".332",".451",".782",".191","2.3",".325","0.2","0.0","-0.5","26","1.6",".329","105"
"Rockies","229","8.7 %","21.0 %","0.42",".273",".336",".429",".766",".156","4.6",".338","0.1","-0.1","-0.8","30","0.8",".324","84"
"Reds","237","6.3 %","19.0 %","0.33",".264",".323",".421",".745",".157","2.7",".301","-0.7","-0.1","-0.6","30","-0.3",".318","93"
"Orioles","236","7.2 %","21.6 %","0.33",".271",".335",".397",".732",".126","4.6",".329","0.3","0.2","0.4","29","-0.8",".316","94"
"Dodgers","260","10.0 %","25.8 %","0.39",".223",".306",".432",".739",".210","2.6",".263","0.3","0.3","-0.5","31","-1.9",".311","93"
"Angels","218","8.3 %","21.1 %","0.39",".226",".294",".452",".746",".226","4.1",".239","-0.3","-0.1","0.3","26","-1.7",".311","95"
"Athletics","220","10.5 %","22.3 %","0.47",".216",".309",".421",".730",".205","3.6",".237","0.3","-0.1","0.3","25","-2.2",".308","95"
"Twins","235","8.1 %","23.8 %","0.34",".223",".294",".436",".730",".213","2.7",".247","-0.1","0.4","-0.3","27","-3.0",".305","87"
"Cardinals","220","5.0 %","25.9 %","0.19",".263",".306",".405",".711",".141","3.7",".336","0.4","0.1","0.7","24","-3.3",".302","87"
"Pirates","223","6.7 %","21.1 %","0.32",".232",".287",".425",".712",".193","4.1",".253","-0.2","0.0","0.3","24","-3.8",".300","85"
"Giants","234","9.4 %","24.8 %","0.38",".239",".312",".378",".690",".139","1.6",".303","0.0","-0.3","-0.4","25","-4.4",".298","84"
"Diamondbacks","227","10.1 %","19.8 %","0.51",".222",".313",".379",".692",".157","4.1",".250","0.3","-0.3","-0.2","24","-4.4",".298","82"
"Mets","224","8.5 %","20.1 %","0.42",".216",".296",".402",".698",".186","4.9",".228","-0.5","-0.1","0.3","24","-4.6",".296","85"
"Marlins","257","5.8 %","23.7 %","0.25",".238",".282",".391",".674",".153","4.0",".282","-0.6","-0.5","0.1","24","-8.7",".281","74"
"Tigers","221","5.0 %","24.0 %","0.21",".230",".271",".392",".664",".163","3.2",".270","-0.1","0.1","-0.3","20","-7.5",".281","71"
"Brewers","228","10.1 %","21.9 %","0.46",".208",".301",".330",".631",".122","4.2",".250","0.0","0.1","0.9","20","-8.6",".276","65"
"Royals","223","7.2 %","19.7 %","0.36",".236",".305",".315",".620",".079","1.2",".293","-0.3","-0.1","-0.1","19","-8.7",".275","66"
"Cubs","214","7.9 %","28.5 %","0.28",".166",".244",".285",".529",".119","3.1",".206","0.4","0.0","-0.1","11","-16.3",".232","40"
"White Sox","217","4.6 %","27.6 %","0.17",".213",".250",".287",".537",".074","3.7",".282","0.3","0.0","0.9","11","-16.7",".231","41"
