"Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+"
"Rangers","271","8.1 %","19.6 %","0.42",".321",".380",".593",".973",".272","4.0",".350","0.0","0.3","0.5","53","18.6",".399","143"
"Athletics","290","7.9 %","18.3 %","0.43",".293",".362",".575",".937",".282","5.1",".309","0.3","-0.3","-0.2","53","16.4",".385","146"
"Twins","254","7.1 %","19.7 %","0.36",".313",".366",".543",".910",".230","3.3",".343","-0.2","0.3","-0.4","45","12.7",".378","137"
"Yankees","247","9.7 %","21.5 %","0.45",".284",".352",".550",".902",".266","5.0",".305","-0.5","0.1","0.3","42","10.9",".371","134"
"Braves","280","10.4 %","17.9 %","0.58",".280",".356",".502",".858",".222","2.3",".291","0.0","0.2","-0.8","44","8.8",".356","120"
"Cubs","277","10.1 %","19.9 %","0.51",".270",".357",".473",".829",".203","3.2",".306","0.2","-0.1","-0.2","42","7.2",".350","113"
"Brewers","250","10.0 %","24.4 %","0.41",".267",".356",".465",".821",".198","3.6",".320","-0.1","0.0","-0.2","37","5.7",".346","113"
"Red Sox","247","9.7 %","17.4 %","0.56",".264",".340",".477",".817",".214","3.5",".277","-0.1","-0.1","0.4","36","5.3",".345","111"
"Astros","224","11.6 %","14.7 %","0.79",".271",".359",".457",".816",".186","2.9",".286","-0.2","0.0","-0.4","33","4.7",".344","118"
"Nationals","268","10.4 %","19.4 %","0.54",".268",".351",".443",".793",".174","3.1",".310","0.0","-0.1","-0.2","37","3.7",".336","102"
"Indians","274","14.2 %","17.5 %","0.81",".237",".350",".427",".777",".190","3.4",".257","0.4","0.1","-0.2","38","3.2",".334","104"
"Rockies","197","7.1 %","20.8 %","0.34",".264",".325",".466",".791",".202","3.8",".302","0.2","0.0","-1.0","27","2.3",".333","89"
"Cardinals","234","10.7 %","19.2 %","0.56",".235",".326",".422",".748",".186","4.2",".258","0.1","0.0","0.7","30","0.1",".320","98"
"Rays","195","6.2 %","25.6 %","0.24",".240",".303",".441",".744",".201","2.1",".283","0.1","0.1","-0.3","24","-0.9",".314","99"
"Blue Jays","262","8.8 %","19.5 %","0.45",".225",".295",".441",".736",".216","3.5",".227","-0.3","0.0","0.3","30","-3.0",".307","91"
"Orioles","261","6.9 %","24.5 %","0.28",".228",".295",".426",".721",".198","4.3",".268","0.0","-0.1","0.3","29","-3.4",".305","86"
"Phillies","262","9.9 %","21.0 %","0.47",".235",".313",".397",".710",".162","4.5",".277","0.2","0.3","0.0","29","-3.8",".303","85"
"Marlins","183","6.0 %","21.3 %","0.28",".251",".297",".431",".728",".180","4.0",".282","-0.3","-0.3","0.1","20","-3.1",".300","86"
"Dodgers","196","10.7 %","22.4 %","0.48",".227",".316",".390",".706",".163","3.4",".262","0.1","0.1","0.3","21","-3.5",".299","88"
"Mets","251","9.2 %","24.7 %","0.37",".220",".303",".404",".706",".184","2.5",".261","-0.4","-0.3","-0.1","27","-4.9",".297","86"
"Mariners","256","4.7 %","28.9 %","0.16",".249",".285",".419",".704",".170","2.5",".314","-0.1","0.3","-0.3","27","-5.4",".296","86"
"Pirates","227","6.2 %","18.5 %","0.33",".244",".298",".392",".690",".148","3.2",".270","-0.2","0.0","0.3","24","-4.8",".295","82"
"Royals","228","10.1 %","21.5 %","0.47",".242",".326",".333",".659",".091","4.3",".307","-0.2","0.0","-0.2","23","-6.1",".289","75"
"Padres","238","8.4 %","28.2 %","0.30",".223",".298",".355",".653",".133","2.0",".290","-0.4","-0.2","-1.2","22","-7.7",".282","72"
"Reds","214","7.0 %","24.3 %","0.29",".235",".296",".352",".648",".117","4.1",".290","-0.3","-0.1","-0.4","20","-7.1",".281","68"
"Angels","181","9.4 %","21.5 %","0.44",".225",".309",".325",".634",".100","2.8",".277","0.0","-0.2","-0.1","17","-6.1",".281","75"
"White Sox","232","5.6 %","28.0 %","0.20",".221",".277",".338",".615",".117","3.9",".287","0.4","0.1","-0.8","18","-11.1",".265","63"
"Giants","217","7.4 %","25.8 %","0.29",".211",".269",".337",".605",".126","4.8",".266","-0.1","0.0","0.1","16","-11.1",".261","60"
"Diamondbacks","216","7.4 %","23.6 %","0.31",".182",".263",".318",".581",".135","3.8",".221","0.4","-0.1","0.1","15","-12.6",".252","54"
"Tigers","213","5.2 %","27.7 %","0.19",".182",".230",".288",".518",".106","3.6",".239","-0.4","0.1","-0.5","9","-18.1",".221","32"
