"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","100","269","20","51","50","3","10.4 %","18.6 %",".335",".314",".305",".383",".640",".417","165","0.6","22.8","1.1","3.3"
"Astros","80","236","14","44","44","2","10.6 %","14.8 %",".309",".304",".304",".377",".614",".404","159","-0.1","17.5","-0.6","2.5"
"Rays","87","248","14","39","36","2","12.1 %","17.7 %",".250",".302",".287",".372",".537",".378","142","0.5","13.7","-1.2","2.1"
"Blue Jays","100","281","16","37","35","5","7.1 %","25.3 %",".256",".333",".283",".337",".539",".363","128","0.1","10.0","-1.1","1.8"
"Diamondbacks","90","234","10","41","40","2","13.7 %","20.9 %",".221",".317",".276",".376",".497",".368","127","0.2","8.3","2.5","1.8"
"Mets","111","308","13","48","45","2","9.1 %","22.4 %",".212",".307",".264",".342",".476",".344","117","-0.9","5.9","1.1","1.6"
"Cubs","107","262","10","29","27","3","7.6 %","19.1 %",".201",".324",".286",".347",".487",".350","116","0.4","5.7","2.2","1.6"
"Braves","97","278","12","35","33","6","9.7 %","23.7 %",".218",".318",".266",".341",".484",".344","110","1.3","5.0","1.8","1.5"
"Athletics","89","233","9","35","31","2","13.3 %","22.7 %",".197",".306",".259",".371",".456",".353","124","-0.4","6.5","0.9","1.5"
"Twins","100","271","17","48","48","1","8.1 %","22.1 %",".254",".276",".262",".325",".516",".348","117","0.2","5.9","-0.5","1.5"
"Tigers","98","287","7","38","34","5","9.8 %","19.5 %",".165",".342",".287",".360",".453",".346","114","0.8","6.1","-2.5","1.3"
"Dodgers","99","254","11","41","41","1","8.3 %","23.6 %",".218",".310",".262",".327",".480",".339","110","0.6","3.8","1.2","1.3"
"Indians","79","216","11","31","31","4","6.5 %","17.1 %",".251",".285",".277",".322",".528",".349","113","0.5","4.1","0.9","1.2"
"Phillies","105","294","9","33","29","7","8.8 %","18.7 %",".155",".305",".265",".336",".420",".321","95","1.4","-0.8","3.5","1.2"
"Reds","103","257","10","35","33","6","8.6 %","19.8 %",".170",".313",".274",".351",".444",".337","102","-1.5","-1.2","1.9","0.9"
"Rangers","69","193","7","29","27","3","7.3 %","22.8 %",".235",".341",".288",".346",".524",".356","114","0.3","3.9","-1.9","0.9"
"Rockies","73","184","9","23","21","0","7.6 %","11.4 %",".243",".293",".296",".348",".538",".367","114","-1.1","1.9","0.6","0.8"
"Padres","70","191","7","27","27","2","6.8 %","26.2 %",".157",".350",".279",".330",".436",".325","100","-0.2","-0.2","1.4","0.7"
"Giants","108","264","7","22","22","1","6.4 %","21.2 %",".155",".308",".257",".308",".412",".305","90","0.2","-3.3","1.8","0.7"
"White Sox","116","332","7","36","36","1","6.6 %","26.8 %",".133",".357",".269",".323",".402",".309","94","-0.4","-3.0","-2.1","0.6"
"Orioles","90","224","7","26","25","2","9.8 %","18.8 %",".181",".285",".251",".330",".432",".325","100","0.2","0.2","-2.9","0.5"
"Nationals","83","233","8","28","24","5","11.2 %","17.2 %",".170",".247",".230",".328",".400",".310","87","0.3","-4.0","1.4","0.5"
"Red Sox","110","296","13","30","29","1","7.1 %","24.0 %",".187",".268",".234",".291",".421",".300","81","-0.3","-7.6","0.0","0.3"
"Pirates","90","223","6","26","26","6","8.5 %","17.9 %",".149",".271",".239",".308",".388",".299","84","1.0","-4.1","-0.9","0.2"
"Brewers","105","263","7","25","21","1","5.7 %","26.6 %",".132",".320",".251",".297",".383",".290","75","-0.3","-9.1","2.2","0.2"
"Marlins","108","262","6","23","23","3","6.1 %","24.8 %",".160",".296",".235",".295",".395",".290","81","-1.3","-8.1","1.2","0.2"
"Angels","89","214","8","16","16","1","10.3 %","30.8 %",".163",".239",".189",".276",".353",".272","69","-0.4","-9.1","0.2","-0.1"
"Cardinals","85","217","3","14","13","5","5.5 %","27.2 %",".100",".300",".224",".273",".323",".259","58","1.3","-10.7","0.5","-0.3"
"Royals","78","210","11","24","22","1","5.7 %","21.0 %",".200",".207",".205",".255",".405",".277","68","-1.1","-9.7","-1.3","-0.4"
"Mariners","67","181","5","14","13","5","12.2 %","32.0 %",".121",".213",".159",".271",".280",".249","54","1.5","-9.1","-1.4","-0.4"
