"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","105","314","25","61","59","3","9.2 %","18.2 %",".339",".265",".279",".350",".618",".392","147","0.7","19.7","0.9","3.1"
"Astros","71","216","13","58","55","1","8.8 %","17.6 %",".309",".389",".356",".417",".665",".443","185","-0.3","23.2","-0.7","2.9"
"Reds","89","234","19","37","37","1","6.8 %","22.6 %",".344",".329",".307",".364",".651",".411","153","-1.4","14.7","1.1","2.3"
"Braves","86","245","13","44","42","5","10.2 %","24.1 %",".226",".336",".286",".363",".512",".364","125","1.0","8.9","1.8","1.8"
"Cubs","87","241","11","35","35","1","7.5 %","19.1 %",".212",".325",".290",".358",".502",".363","124","0.3","7.5","2.3","1.7"
"Red Sox","102","280","12","39","37","1","8.9 %","20.7 %",".227",".313",".275",".346",".502",".353","118","-1.1","5.2","0.4","1.5"
"Blue Jays","95","266","17","48","46","4","8.6 %","27.8 %",".292",".303",".259",".323",".551",".360","126","-1.5","7.3","-1.4","1.5"
"Padres","100","262","14","42","38","4","7.3 %","24.8 %",".239",".308",".265",".324",".504",".346","113","0.2","4.6","1.6","1.4"
"Indians","98","264","9","34","33","3","10.2 %","18.9 %",".193",".301",".266",".342",".459",".339","107","-0.4","1.9","1.6","1.2"
"Marlins","86","231","6","26","26","2","6.1 %","21.6 %",".131",".380",".310",".357",".441",".341","114","-0.5","3.7","0.8","1.2"
"Nationals","86","228","10","32","28","7","7.9 %","22.8 %",".189",".338",".286",".351",".476",".348","112","-0.5","3.0","1.6","1.2"
"Giants","90","218","8","27","26","2","7.3 %","21.1 %",".211",".303",".261",".326",".472",".334","109","0.0","2.4","2.0","1.1"
"Diamondbacks","94","234","10","28","27","6","8.5 %","17.9 %",".161",".299",".273",".351",".434",".332","102","0.2","0.7","2.5","1.0"
"Royals","80","235","15","37","35","3","8.5 %","19.6 %",".266",".242",".243",".311",".509",".340","110","0.4","3.4","-1.8","1.0"
"Mets","70","180","12","27","27","1","5.6 %","22.2 %",".271",".267",".259",".306",".530",".341","116","-0.2","3.3","0.7","1.0"
"Cardinals","74","180","5","22","19","3","6.7 %","26.7 %",".167",".364",".278",".337",".444",".332","107","0.5","2.0","1.3","0.9"
"Rays","93","241","9","31","29","5","7.9 %","20.3 %",".157",".296",".258",".326",".415",".315","99","0.2","-0.1","-0.4","0.8"
"Athletics","67","194","6","23","20","0","9.8 %","25.8 %",".158",".310",".246",".330",".404",".314","98","0.0","-0.5","1.0","0.7"
"Orioles","101","266","10","31","31","2","7.5 %","24.4 %",".196",".314",".263",".320",".458",".325","100","0.2","0.3","-2.8","0.7"
"Tigers","95","265","8","31","29","1","7.9 %","23.4 %",".159",".333",".272",".333",".431",".325","101","-1.0","-0.8","-2.3","0.6"
"Twins","82","234","9","28","28","0","6.8 %","24.4 %",".181",".318",".264",".316",".444",".318","96","-0.2","-1.5","-1.5","0.5"
"White Sox","78","227","4","22","21","4","5.3 %","24.2 %",".126",".362",".280",".333",".406",".316","98","0.3","-0.5","-2.5","0.5"
"Brewers","73","189","4","21","18","2","10.6 %","26.5 %",".147",".306",".233",".328",".380",".306","85","0.2","-3.7","2.3","0.5"
"Pirates","87","227","10","28","25","3","4.4 %","18.9 %",".199",".281",".261",".301",".460",".316","94","-0.4","-2.2","-0.6","0.4"
"Rockies","94","271","10","32","31","3","7.4 %","21.8 %",".167",".311",".265",".325",".433",".321","82","0.2","-6.4","0.7","0.3"
"Dodgers","72","183","5","20","19","0","8.2 %","22.4 %",".163",".267",".225",".296",".388",".285","75","0.3","-5.9","0.9","0.1"
"Angels","91","226","6","27","23","0","9.7 %","24.8 %",".133",".250",".204",".301",".337",".281","75","-0.4","-7.8","0.7","0.1"
"Phillies","91","225","5","21","20","3","10.7 %","21.3 %",".116",".264",".222",".302",".338",".276","67","0.8","-9.3","2.3","0.0"
"Mariners","74","173","4","14","13","3","5.8 %","37.0 %",".125",".333",".219",".263",".344",".259","61","-0.1","-8.8","-0.7","-0.3"
"Rangers","85","211","9","13","12","4","9.5 %","28.0 %",".160",".183",".166",".256",".326",".252","45","0.4","-15.1","-1.0","-0.8"
