"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","103","288","21","58","56","5","11.8 %","21.5 %",".305",".297",".285",".378",".589",".397","150","1.2","20.1","3.2","3.2"
"Astros","96","270","15","40","38","4","8.9 %","20.4 %",".241",".322",".290",".367",".531",".376","140","0.2","13.9","-0.1","2.3"
"Diamondbacks","90","249","9","46","43","5","11.6 %","19.7 %",".231",".342",".297",".383",".528",".377","132","1.4","11.9","1.6","2.1"
"Athletics","87","235","13","38","36","3","8.5 %","21.3 %",".263",".318",".287",".357",".550",".376","140","0.1","12.0","0.1","2.0"
"Red Sox","100","278","11","43","43","1","11.9 %","19.4 %",".211",".322",".281",".374",".492",".366","125","-0.1","8.8","1.0","1.9"
"Giants","128","359","12","51","48","1","7.2 %","21.2 %",".188",".338",".284",".344",".472",".342","114","-0.7","5.7","2.1","1.9"
"Indians","97","255","11","44","43","5","6.7 %","16.9 %",".219",".330",".305",".350",".524",".362","123","0.2","7.5","1.8","1.8"
"Yankees","92","262","15","46","44","2","11.1 %","22.1 %",".237",".296",".267",".351",".504",".358","125","0.3","8.6","-0.2","1.7"
"Brewers","102","270","12","47","45","6","10.0 %","22.2 %",".255",".314",".272",".346",".527",".357","119","-0.1","6.3","2.5","1.7"
"Royals","91","265","7","39","36","4","9.1 %","17.4 %",".174",".355",".306",".374",".481",".361","126","-0.7","8.1","-0.8","1.6"
"Orioles","71","190","10","32","30","1","6.8 %","18.9 %",".247",".346",".318",".374",".565",".387","143","-0.8","9.5","-2.6","1.3"
"Padres","84","237","10","28","27","1","9.7 %","24.1 %",".214",".317",".267",".342",".481",".345","113","-0.4","3.6","2.3","1.3"
"Twins","87","231","11","26","24","0","11.3 %","13.0 %",".230",".269",".270",".361",".500",".359","125","-1.1","6.2","-1.4","1.3"
"Reds","108","275","9","30","29","3","6.5 %","22.5 %",".171",".331",".273",".349",".445",".338","106","-0.7","1.3","1.1","1.1"
"Blue Jays","97","277","10","44","42","1","7.6 %","20.9 %",".187",".304",".263",".329",".450",".330","105","-0.5","1.3","-1.2","1.0"
"Braves","106","270","7","27","27","11","11.1 %","24.4 %",".138",".325",".255",".341",".393",".317","93","1.5","-1.1","1.6","0.9"
"Nationals","84","236","5","32","31","8","7.6 %","19.9 %",".146",".325",".272",".335",".418",".320","94","1.5","-0.4","0.7","0.8"
"Cardinals","102","252","10","38","35","6","8.3 %","25.0 %",".188",".277",".237",".306",".424",".308","91","0.5","-2.5","1.4","0.7"
"Angels","96","257","7","35","33","4","7.4 %","23.3 %",".188",".288",".239",".296",".427",".303","90","0.4","-3.1","-0.2","0.6"
"Cubs","86","211","9","25","23","1","6.6 %","28.9 %",".199",".310",".245",".299",".444",".310","90","0.2","-2.7","1.7","0.6"
"Mariners","67","184","4","19","18","3","7.6 %","22.3 %",".151",".320",".259",".319",".410",".310","96","0.8","-0.1","-0.7","0.6"
"Mets","99","266","10","32","27","1","5.3 %","23.3 %",".186",".284",".243",".291",".429",".300","87","-1.5","-6.3","0.2","0.2"
"White Sox","95","266","6","25","22","4","6.0 %","30.5 %",".133",".358",".257",".302",".390",".295","84","0.9","-4.6","-2.4","0.2"
"Phillies","111","272","7","29","28","1","8.5 %","24.3 %",".142",".260",".213",".295",".356",".281","71","0.2","-10.7","3.5","0.2"
"Rays","100","255","9","18","18","4","9.4 %","27.1 %",".170",".250",".204",".282",".374",".282","76","0.8","-6.9","-0.4","0.2"
"Marlins","89","221","5","25","23","3","6.8 %","30.3 %",".139",".300",".219",".279",".358",".273","68","-0.4","-9.9","1.8","-0.1"
"Tigers","101","250","11","21","20","1","4.4 %","30.4 %",".190",".285",".228",".264",".418",".283","73","-0.1","-8.8","-2.8","-0.3"
"Rockies","103","263","9","30","29","4","7.2 %","27.0 %",".183",".288",".229",".291",".413",".297","66","0.8","-11.2","-0.3","-0.3"
"Rangers","73","175","9","13","13","2","6.3 %","34.3 %",".190",".221",".184",".234",".374",".255","47","0.8","-11.3","-0.9","-0.6"
"Pirates","88","223","1","15","14","2","5.8 %","19.7 %",".073",".306",".244",".302",".317",".263","63","-1.1","-12.3","-1.1","-0.6"
