"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","96","283","18","57","55","2","9.9 %","16.6 %",".288",".324",".316",".383",".604",".405","160","-1.0","20.6","0.1","3.0"
"Angels","97","287","13","44","41","4","8.0 %","15.3 %",".214",".355",".331",".386",".545",".388","148","0.3","17.8","0.0","2.7"
"Red Sox","70","219","11","44","41","2","14.2 %","18.3 %",".245",".350",".314",".411",".559",".404","151","-0.3","14.0","-0.2","2.1"
"Twins","101","272","12","36","36","3","10.7 %","17.6 %",".229",".285",".267",".353",".496",".356","122","-0.3","7.2","-0.4","1.6"
"Diamondbacks","100","272","10","33","32","7","8.1 %","22.4 %",".206",".316",".267",".333",".473",".339","106","1.5","3.5","3.1","1.5"
"Cardinals","84","245","6","39","35","0","12.2 %","17.6 %",".133",".317",".271",".370",".405",".339","110","-0.1","2.9","2.3","1.3"
"Rockies","91","249","10","47","47","1","8.0 %","30.9 %",".234",".416",".302",".364",".536",".371","114","-0.7","3.6","0.4","1.2"
"Mets","56","152","7","22","21","0","11.2 %","19.1 %",".183",".305",".275",".371",".458",".356","123","-0.4","4.2","0.9","1.0"
"Indians","79","222","10","26","23","7","10.4 %","23.4 %",".203",".293",".255",".333",".458",".332","103","-0.5","0.5","1.2","0.9"
"Giants","99","228","8","28","27","3","11.0 %","25.9 %",".204",".274",".224",".311",".428",".314","96","0.2","-1.1","1.6","0.8"
"Brewers","94","261","5","24","23","5","14.6 %","21.1 %",".115",".294",".239",".354",".353",".310","88","-0.6","-5.0","2.9","0.6"
"Dodgers","77","216","7","21","21","4","7.9 %","19.4 %",".160",".259",".230",".316",".390",".302","85","0.9","-3.8","2.8","0.6"
"Rays","78","185","7","16","16","1","10.3 %","27.0 %",".152",".306",".242",".324",".394",".309","95","-0.6","-1.8","-0.1","0.4"
"Royals","66","182","3","18","18","7","7.7 %","17.0 %",".112",".297",".255",".328",".366",".303","85","-0.5","-3.9","0.8","0.3"
"Reds","92","227","8","27","27","7","5.7 %","26.4 %",".179",".313",".250",".296",".429",".304","83","-0.2","-5.5","1.5","0.3"
"Pirates","97","268","6","28","28","0","6.0 %","23.5 %",".132",".337",".268",".317",".400",".304","89","-0.8","-5.0","-0.4","0.3"
"Athletics","86","234","8","18","14","2","11.1 %","22.2 %",".160",".240",".209",".300",".369",".289","81","-0.5","-6.1","0.4","0.3"
"Cubs","85","243","7","18","18","0","9.1 %","22.2 %",".139",".287",".241",".311",".380",".293","78","-0.2","-7.5","1.9","0.2"
"Braves","86","217","6","22","21","2","6.9 %","23.5 %",".157",".284",".234",".296",".391",".293","77","-0.2","-7.1","1.7","0.2"
"Phillies","82","229","2","24","22","2","11.4 %","22.3 %",".085",".297",".229",".320",".313",".283","71","0.7","-8.2","1.5","0.1"
"White Sox","78","201","8","20","20","5","4.5 %","27.4 %",".170",".296",".239",".281",".410",".292","82","0.4","-4.3","-2.2","0.1"
"Padres","70","184","5","16","16","1","4.3 %","29.3 %",".127",".322",".243",".279",".370",".276","69","-0.8","-8.4","2.3","0.0"
"Orioles","67","181","9","14","14","2","7.2 %","28.2 %",".198",".259",".222",".276",".419",".292","78","-0.1","-5.2","-2.2","-0.1"
"Rangers","83","221","8","22","22","1","6.8 %","33.5 %",".193",".308",".223",".290",".416",".299","75","-0.5","-7.5","-1.6","-0.1"
"Blue Jays","71","180","5","17","16","1","11.1 %","22.2 %",".157",".228",".195",".289",".352",".279","72","-1.4","-8.1","-0.1","-0.2"
"Yankees","82","210","7","24","22","2","5.7 %","26.2 %",".161",".280",".228",".282",".389",".282","74","-0.9","-7.9","-2.2","-0.3"
"Mariners","82","212","9","19","19","2","8.5 %","24.1 %",".194",".189",".178",".255",".372",".266","67","-0.9","-10.1","-2.8","-0.5"
"Marlins","69","182","0","4","4","4","9.3 %","28.6 %",".043",".292",".201",".275",".244",".236","45","0.3","-13.0","0.8","-0.6"
"Nationals","77","204","4","18","18","2","5.4 %","23.5 %",".106",".228",".186",".243",".293",".234","37","-0.6","-17.7","2.0","-0.9"
"Tigers","111","280","9","19","19","2","6.4 %","25.4 %",".171",".211",".183",".239",".354",".251","50","0.3","-17.4","-3.3","-1.0"
