"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","105","282","15","47","47","2","6.4 %","19.1 %",".249",".349",".316",".368",".565",".382","137","0.4","14.2","2.8","2.5"
"Mets","99","277","16","41","39","5","9.7 %","19.9 %",".270",".322",".295",".369",".566",".385","142","0.1","15.5","1.4","2.5"
"Indians","101","267","13","42","41","8","8.6 %","20.6 %",".235",".327",".290",".356",".525",".368","128","0.8","10.1","1.4","2.0"
"Athletics","84","229","12","38","35","2","8.7 %","15.7 %",".268",".287",".278",".354",".546",".370","135","0.4","10.8","0.4","1.9"
"Yankees","98","262","15","53","53","2","10.3 %","25.6 %",".237",".338",".284",".360",".522",".369","131","0.3","10.6","-1.4","1.8"
"Mariners","87","237","11","40","39","4","10.5 %","21.1 %",".215",".320",".283",".367",".498",".364","132","1.0","10.7","-1.2","1.7"
"Astros","80","233","12","26","26","0","8.6 %","18.0 %",".231",".304",".283",".348",".514",".359","128","-0.5","7.8","-0.7","1.5"
"Red Sox","95","278","6","33","32","4","9.7 %","22.7 %",".167",".365",".290",".365",".457",".345","111","-0.4","3.6","0.8","1.4"
"Blue Jays","103","284","13","41","38","4","10.6 %","26.8 %",".203",".323",".263",".342",".466",".339","112","-0.2","4.3","-1.2","1.3"
"Reds","91","230","11","35","35","4","7.4 %","26.5 %",".235",".318",".260",".343",".495",".351","114","-0.6","3.3","1.3","1.2"
"Brewers","85","227","10","29","27","6","12.8 %","23.3 %",".203",".262",".229",".341",".432",".332","102","1.1","1.6","2.7","1.1"
"Phillies","101","266","9","27","26","7","10.5 %","21.4 %",".175",".288",".248",".328",".423",".318","94","1.7","-0.6","3.4","1.1"
"Rangers","79","220","12","28","26","5","7.3 %","24.5 %",".260",".326",".280",".335",".540",".362","118","-0.4","4.5","-1.1","1.1"
"Angels","96","242","8","28","27","2","7.4 %","18.6 %",".145",".327",".286",".344",".432",".332","109","-0.4","2.3","0.1","1.1"
"Cubs","101","247","9","34","31","7","8.5 %","23.9 %",".184",".316",".260",".327",".444",".325","99","1.0","0.7","1.6","1.0"
"Nationals","90","221","10","31","30","5","9.0 %","17.6 %",".222",".281",".263",".339",".485",".340","105","0.8","1.9","0.8","1.0"
"Padres","75","205","5","26","25","6","11.7 %","25.4 %",".156",".341",".263",".348",".419",".324","101","0.1","0.3","1.6","0.8"
"Braves","91","229","11","32","32","2","7.4 %","23.1 %",".214",".274",".243",".306",".457",".321","95","0.5","-1.0","1.5","0.8"
"Pirates","85","199","4","31","31","0","8.0 %","15.1 %",".161",".336",".299",".362",".460",".344","113","-0.3","3.2","-1.8","0.8"
"Diamondbacks","105","278","5","29","27","7","10.1 %","19.1 %",".103",".312",".260",".342",".364",".307","85","1.7","-4.2","2.8","0.7"
"Royals","93","263","7","33","32","9","6.1 %","16.7 %",".163",".286",".255",".314",".418",".309","88","0.8","-3.1","-0.5","0.6"
"White Sox","89","228","7","25","23","3","6.1 %","23.2 %",".167",".313",".258",".310",".426",".310","94","0.6","-1.3","-1.5","0.5"
"Marlins","91","233","9","27","24","0","5.6 %","24.5 %",".190",".293",".245",".297",".435",".306","91","-1.7","-4.9","2.0","0.5"
"Rays","85","227","4","23","22","4","7.0 %","22.9 %",".127",".300",".239",".305",".366",".290","82","0.8","-4.3","0.5","0.4"
"Twins","85","265","10","23","22","1","6.0 %","20.8 %",".160",".281",".247",".309",".407",".306","88","-0.3","-4.4","-2.1","0.3"
"Cardinals","96","235","5","21","19","5","8.9 %","20.0 %",".109",".264",".223",".299",".332",".276","69","0.6","-9.2","2.6","0.1"
"Tigers","71","186","5","21","19","2","6.5 %","24.2 %",".145",".311",".250",".303",".395",".298","85","-0.7","-4.7","-2.4","0.0"
"Giants","99","256","7","30","30","1","7.0 %","25.0 %",".170",".248",".204",".266",".374",".269","67","-0.1","-11.5","1.7","-0.1"
"Orioles","87","223","4","27","25","5","9.9 %","23.3 %",".107",".273",".218",".297",".325",".270","63","0.3","-10.3","-1.7","-0.4"
"Rockies","102","268","9","31","30","2","6.7 %","26.9 %",".145",".298",".238",".288",".383",".285","60","-1.4","-15.9","0.2","-0.7"
