"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Mariners","86","248","12","48","46","4","12.5 %","19.8 %",".244",".344",".306",".401",".550",".397","153","1.0","17.8","-0.9","2.5"
"Dodgers","107","275","15","41","41","5","6.2 %","21.8 %",".251",".322",".287",".343",".538",".361","124","1.1","9.7","2.9","2.1"
"Yankees","99","259","17","51","51","2","10.4 %","24.3 %",".271",".322",".284",".364",".555",".381","139","0.3","13.2","-1.2","2.1"
"Mets","101","272","15","36","34","3","8.5 %","18.8 %",".244",".303",".285",".349",".529",".364","130","-0.3","10.5","0.8","2.0"
"Indians","104","259","13","38","37","5","7.7 %","20.5 %",".232",".315",".283",".344",".515",".358","121","-0.3","6.7","1.2","1.7"
"Astros","82","234","13","28","28","0","8.1 %","17.9 %",".241",".304",".288",".348",".528",".363","131","-0.6","8.6","-1.0","1.5"
"Red Sox","88","245","5","36","35","2","10.6 %","21.6 %",".183",".373",".300",".380",".484",".361","122","-0.4","6.3","0.7","1.5"
"Phillies","115","303","13","34","33","7","10.2 %","21.1 %",".202",".276",".247",".328",".449",".326","100","1.7","1.4","3.9","1.5"
"Blue Jays","103","290","12","43","40","4","10.3 %","27.6 %",".196",".349",".275",".349",".471",".344","115","-0.2","5.4","-1.3","1.4"
"Brewers","87","234","11","31","29","6","12.0 %","23.5 %",".218",".270",".238",".338",".455",".337","106","1.1","2.8","2.7","1.3"
"Padres","75","210","8","30","30","3","11.4 %","22.4 %",".197",".333",".279",".364",".475",".352","119","-0.5","4.7","1.3","1.2"
"Angels","97","243","8","30","29","2","8.2 %","18.5 %",".142",".339",".297",".355",".438",".339","114","-0.4","3.9","0.1","1.2"
"Rangers","79","226","11","30","28","5","5.3 %","23.0 %",".246",".354",".304",".344",".551",".368","122","-0.8","5.6","-1.1","1.2"
"Athletics","88","223","9","29","27","2","8.1 %","17.0 %",".218",".277",".257",".327",".475",".333","111","0.4","3.6","0.7","1.2"
"Reds","90","233","9","32","32","4","8.6 %","27.0 %",".200",".338",".263",".352",".463",".346","110","-0.6","2.2","1.1","1.1"
"Cubs","99","247","8","35","32","7","9.7 %","27.1 %",".177",".331",".255",".331",".432",".322","97","0.6","-0.3","1.7","0.9"
"Nationals","101","258","11","37","36","5","8.5 %","19.4 %",".201",".284",".258",".329",".459",".327","97","0.8","-0.6","1.1","0.9"
"Twins","78","236","11","28","27","1","5.5 %","19.5 %",".184",".304",".276",".331",".461",".335","107","-0.3","1.9","-1.9","0.8"
"Braves","90","231","11","33","33","2","9.5 %","22.1 %",".212",".260",".236",".312",".447",".321","95","0.5","-1.0","1.6","0.8"
"Diamondbacks","104","275","5","30","28","8","9.5 %","20.4 %",".108",".313",".257",".335",".365",".303","82","1.9","-4.7","2.7","0.7"
"Cardinals","96","244","5","24","22","6","9.0 %","20.1 %",".119",".303",".251",".322",".370",".299","85","1.2","-3.6","2.5","0.7"
"White Sox","88","231","6","25","24","3","5.6 %","26.0 %",".164",".338",".263",".310",".427",".310","95","0.6","-1.0","-2.0","0.5"
"Pirates","81","195","3","28","28","0","7.2 %","15.4 %",".128",".345",".302",".356",".430",".331","105","-0.7","0.5","-2.0","0.5"
"Rays","87","225","5","24","23","4","6.7 %","22.2 %",".153",".282",".232",".299",".384",".293","84","0.8","-3.7","0.2","0.4"
"Royals","94","264","5","32","31","8","6.1 %","16.7 %",".134",".295",".255",".318",".389",".302","84","0.5","-4.8","-0.7","0.4"
"Giants","99","258","8","34","34","1","7.8 %","22.9 %",".184",".260",".222",".287",".406",".290","80","0.3","-6.5","1.6","0.3"
"Marlins","91","230","7","22","20","0","5.7 %","25.7 %",".155",".293",".235",".291",".390",".288","80","-1.7","-8.2","2.0","0.1"
"Orioles","87","229","4","28","27","5","10.0 %","24.9 %",".114",".322",".248",".325",".361",".296","81","0.3","-5.3","-1.8","0.1"
"Tigers","70","185","6","19","18","1","5.9 %","24.9 %",".167",".303",".247",".292",".414",".298","84","0.0","-4.1","-2.5","0.0"
"Rockies","102","259","9","25","25","2","7.3 %","30.9 %",".142",".272",".208",".266",".350",".263","46","-1.4","-20.5","0.0","-1.2"
