"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Athletics","78","202","7","28","26","1","10.9 %","25.7 %",".199",".381",".295",".378",".494",".369","136","0.2","9.4","1.5","1.8"
"Dodgers","87","193","12","33","33","4","8.8 %","24.4 %",".281",".318",".281",".361",".563",".381","138","0.7","10.2","1.2","1.7"
"Brewers","106","233","10","42","37","3","12.4 %","24.5 %",".221",".323",".267",".372",".487",".364","123","0.0","6.8","2.5","1.6"
"White Sox","76","205","6","26","24","1","3.9 %","26.8 %",".178",".449",".340",".366",".518",".369","134","-0.2","8.8","-2.0","1.4"
"Cardinals","128","317","12","37","33","3","9.8 %","29.0 %",".196",".309",".240",".326",".436",".323","101","-0.4","0.0","3.4","1.3"
"Royals","102","246","3","39","38","6","8.1 %","26.0 %",".136",".411",".304",".373",".439",".347","115","0.8","5.5","-0.5","1.3"
"Astros","74","187","12","29","28","2","7.5 %","13.9 %",".286",".237",".256",".326",".542",".358","128","0.0","6.6","-0.4","1.2"
"Nationals","103","271","10","41","40","2","12.5 %","22.1 %",".170",".311",".266",".357",".437",".336","104","-0.2","0.8","2.1","1.1"
"Twins","99","232","10","38","37","0","11.2 %","19.0 %",".240",".291",".265",".349",".505",".354","122","-0.5","6.0","-2.7","1.1"
"Mets","104","245","10","35","35","2","9.4 %","22.9 %",".215",".280",".243",".328",".458",".326","105","-0.1","1.3","0.9","1.0"
"Indians","96","226","9","40","39","6","10.2 %","22.6 %",".191",".300",".256",".335",".447",".331","102","0.9","1.3","0.8","1.0"
"Braves","94","229","8","36","35","0","11.8 %","22.3 %",".187",".305",".258",".346",".444",".337","105","0.0","1.3","1.2","1.0"
"Red Sox","122","299","10","46","42","2","8.4 %","25.8 %",".167",".330",".264",".328",".431",".321","95","-0.6","-2.6","0.4","0.8"
"Orioles","109","308","13","40","40","4","8.4 %","20.5 %",".187",".264",".238",".320",".425",".319","96","0.2","-1.2","-2.4","0.7"
"Blue Jays","122","279","15","35","35","1","6.8 %","26.5 %",".232",".252",".224",".297",".456",".314","95","-0.2","-2.2","-0.9","0.7"
"Rays","118","233","11","27","25","0","8.2 %","30.9 %",".194",".313",".242",".313",".436",".318","101","-1.9","-1.6","-0.8","0.6"
"Marlins","103","234","6","28","27","7","7.3 %","22.2 %",".175",".290",".241",".305",".415",".302","88","0.5","-3.3","0.8","0.5"
"Rockies","100","217","13","22","21","5","8.3 %","26.7 %",".223",".262",".233",".312",".456",".324","87","1.2","-3.3","0.5","0.4"
"Cubs","112","227","6","19","17","0","8.8 %","20.3 %",".152",".281",".240",".313",".392",".303","86","-0.1","-4.7","1.5","0.4"
"Diamondbacks","111","276","5","36","34","3","11.2 %","27.2 %",".138",".309",".229",".318",".367",".293","77","1.0","-7.8","2.8","0.4"
"Rangers","77","186","9","24","24","2","5.9 %","23.1 %",".214",".286",".256",".312",".470",".326","94","-0.3","-1.9","-1.4","0.3"
"Angels","97","221","5","23","23","2","6.8 %","25.8 %",".138",".310",".241",".299",".379",".289","80","-0.3","-6.0","0.1","0.2"
"Yankees","102","218","11","28","28","2","7.8 %","31.7 %",".212",".244",".202",".271",".414",".288","78","0.1","-6.2","-0.7","0.1"
"Reds","77","182","4","11","11","5","8.2 %","24.7 %",".109",".265",".212",".280",".321",".263","58","0.5","-10.1","1.0","-0.3"
"Phillies","129","282","8","26","26","3","4.3 %","24.5 %",".162",".258",".215",".250",".377",".262","57","0.9","-15.2","2.8","-0.3"
"Tigers","89","208","4","13","13","1","2.9 %","25.0 %",".114",".295",".234",".255",".348",".255","54","-0.3","-12.6","-1.1","-0.6"
"Padres","103","224","4","16","14","0","9.8 %","34.4 %",".102",".267",".178",".274",".279",".247","51","-0.1","-14.8","1.1","-0.6"
"Pirates","95","220","2","23","18","1","4.5 %","22.7 %",".086",".278",".220",".255",".306",".242","46","0.3","-15.5","0.1","-0.8"
"Mariners","99","231","3","17","15","1","5.6 %","26.0 %",".083",".248",".190",".239",".273",".225","38","0.3","-18.2","-0.1","-1.0"
"Giants","106","241","4","16","16","5","7.1 %","23.2 %",".082",".241",".195",".251",".277",".228","38","0.6","-19.3","1.2","-1.0"
