"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Red Sox","90","241","12","51","50","1","5.0 %","24.1 %",".284",".411",".342",".373",".627",".407","153","-0.5","15.8","0.4","2.4"
"Yankees","85","254","9","46","41","1","8.3 %","22.8 %",".238",".392",".320",".374",".558",".385","143","-0.2","13.7","0.4","2.2"
"Nationals","116","314","10","45","40","8","13.1 %","19.4 %",".197",".325",".277",".383",".473",".364","122","0.9","9.9","1.5","2.1"
"Twins","79","250","18","47","46","0","9.2 %","19.6 %",".295",".280",".282",".352",".577",".380","138","0.0","12.3","-0.8","2.0"
"Cardinals","84","233","14","33","33","2","7.7 %","20.6 %",".271",".267",".257",".319",".529",".349","118","0.7","5.9","1.4","1.4"
"Reds","91","227","8","37","35","2","7.0 %","22.0 %",".180",".358",".298",".358",".478",".354","115","-0.7","3.6","1.2","1.2"
"Mariners","85","228","6","31","30","3","9.2 %","29.8 %",".182",".372",".266",".344",".448",".334","112","0.9","4.2","-0.5","1.1"
"Indians","82","261","9","33","32","5","8.0 %","17.6 %",".181",".306",".276",".340",".457",".331","101","0.0","0.2","2.0","1.1"
"Phillies","74","217","10","25","24","1","6.5 %","26.7 %",".209",".338",".274",".324",".483",".335","104","0.6","1.8","2.5","1.1"
"Rays","80","207","7","29","29","2","11.1 %","26.6 %",".186",".344",".268",".348",".454",".339","115","0.5","4.4","-1.0","1.0"
"Braves","85","238","8","35","34","3","8.4 %","27.7 %",".156",".338",".261",".333",".417",".321","95","0.4","-1.3","2.2","0.8"
"Astros","76","195","8","24","24","1","7.7 %","24.1 %",".207",".292",".247",".316",".454",".324","106","-0.3","1.0","0.7","0.8"
"Blue Jays","90","241","12","29","28","1","9.1 %","25.7 %",".216",".278",".239",".311",".454",".323","101","-0.1","0.1","-1.1","0.7"
"Padres","102","263","9","29","29","3","9.9 %","25.1 %",".162",".299",".246",".328",".408",".314","95","-1.9","-3.9","2.6","0.7"
"Angels","108","290","13","33","33","4","9.3 %","19.7 %",".217",".226",".217",".297",".434",".306","92","0.3","-2.8","-0.2","0.7"
"Mets","84","214","10","28","27","1","9.8 %","19.6 %",".210",".235",".226",".318",".435",".314","98","-0.9","-1.7","0.7","0.6"
"Rangers","78","231","9","35","35","2","6.5 %","21.2 %",".202",".312",".272",".320",".474",".330","96","-0.1","-1.2","-1.2","0.6"
"Orioles","106","304","11","41","41","10","7.9 %","25.0 %",".153",".316",".258",".322",".411",".314","93","1.3","-1.6","-3.6","0.5"
"Rockies","113","311","8","35","35","3","10.0 %","24.1 %",".167",".330",".262",".334",".429",".324","84","-0.4","-7.3","0.9","0.4"
"Diamondbacks","85","222","6","25","24","4","11.7 %","22.1 %",".130",".248",".208",".315",".339",".287","75","0.5","-7.0","2.5","0.3"
"Brewers","80","187","6","23","23","2","11.8 %","20.9 %",".146",".248",".217",".326",".363",".299","79","0.4","-5.0","1.3","0.2"
"Marlins","78","206","9","28","26","0","4.4 %","22.3 %",".184",".266",".242",".275",".426",".291","81","-1.0","-6.4","1.4","0.2"
"Giants","79","210","3","16","16","1","9.5 %","23.8 %",".130",".286",".222",".303",".351",".283","74","-0.2","-7.7","1.5","0.1"
"Pirates","98","259","8","30","29","1","6.9 %","20.5 %",".165",".260",".229",".287",".394",".289","77","-0.6","-8.7","-0.9","-0.1"
"Cubs","83","196","9","24","24","3","5.1 %","29.6 %",".175",".241",".202",".255",".377",".268","63","0.3","-9.5","1.4","-0.2"
"Dodgers","85","221","4","24","24","0","11.3 %","22.2 %",".111",".236",".195",".291",".305",".263","62","0.3","-11.0","1.6","-0.2"
"Athletics","87","221","6","22","20","1","10.0 %","24.4 %",".123",".234",".195",".281",".318",".261","63","-0.2","-10.8","0.3","-0.3"
"Royals","102","279","4","27","24","0","8.2 %","22.6 %",".084",".277",".220",".297",".304",".268","61","-0.7","-14.5","-0.9","-0.5"
"White Sox","83","208","3","12","12","3","3.8 %","26.0 %",".072",".259",".201",".238",".273",".222","36","0.8","-16.5","-1.6","-1.0"
"Tigers","101","269","6","16","14","2","5.2 %","28.3 %",".115",".247",".190",".242",".306",".235","40","-0.2","-20.7","-3.8","-1.4"
