"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","85","245","10","44","42","4","13.1 %","15.5 %",".215",".338",".312",".407",".527",".393","146","0.2","14.9","4.3","2.6"
"Astros","83","243","12","52","49","0","11.9 %","18.1 %",".275",".362",".324",".413",".599",".416","167","-2.2","18.7","-0.5","2.6"
"Phillies","92","254","9","44","43","2","11.4 %","21.3 %",".234",".358",".297",".383",".532",".381","135","0.0","11.6","3.0","2.2"
"Athletics","89","252","10","43","43","0","9.5 %","18.7 %",".215",".344",".301",".384",".516",".379","142","-1.4","12.0","0.9","2.1"
"Yankees","83","237","18","35","35","3","6.3 %","24.1 %",".309",".290",".273",".325",".582",".370","133","0.7","10.6","1.1","1.9"
"Pirates","103","281","10","50","47","5","6.4 %","16.4 %",".203",".352",".315",".371",".518",".372","128","-1.1","9.1","0.6","1.8"
"Twins","79","237","17","42","42","0","8.9 %","26.6 %",".280",".333",".289",".363",".569",".383","139","-0.2","11.7","-1.9","1.8"
"Indians","83","230","13","32","32","5","10.4 %","18.3 %",".261",".274",".266",".351",".528",".362","122","-0.6","6.0","1.2","1.5"
"Red Sox","77","205","11","34","33","0","10.2 %","15.6 %",".250",".281",".278",".353",".528",".366","125","-0.8","5.4","1.7","1.4"
"Nationals","73","211","4","31","28","8","9.5 %","17.1 %",".131",".345",".295",".373",".426",".343","110","0.3","2.6","1.6","1.1"
"Brewers","91","225","7","21","21","4","12.0 %","26.2 %",".180",".308",".242",".338",".423",".324","98","0.3","-0.5","2.5","0.9"
"Reds","104","276","13","32","32","5","6.5 %","25.7 %",".207",".286",".243",".305",".450",".318","92","0.0","-3.2","2.3","0.8"
"Marlins","107","264","12","37","36","3","6.8 %","26.9 %",".195",".310",".253",".316",".448",".323","102","-1.1","-0.4","-0.8","0.7"
"Rays","79","225","7","27","27","1","5.8 %","26.2 %",".172",".331",".263",".307",".435",".312","97","0.3","-0.7","-0.8","0.6"
"Dodgers","106","269","7","28","27","4","10.0 %","27.5 %",".153",".299",".229",".313",".381",".294","83","0.6","-5.8","2.1","0.5"
"Braves","92","251","7","24","23","8","11.2 %","29.5 %",".171",".292",".217",".310",".387",".298","79","1.8","-5.4","1.8","0.4"
"Cubs","92","225","10","29","27","1","7.1 %","29.3 %",".200",".279",".224",".287",".424",".300","83","-0.5","-5.7","2.5","0.4"
"Blue Jays","74","191","3","19","18","1","11.0 %","19.4 %",".124",".310",".254",".340",".379",".314","95","-0.8","-2.1","-1.3","0.3"
"Royals","99","268","7","31","28","1","7.8 %","22.4 %",".140",".309",".252",".325",".393",".310","90","-1.4","-4.9","-1.3","0.3"
"Orioles","71","178","8","22","21","2","5.1 %","24.2 %",".189",".296",".256",".303",".445",".310","93","0.4","-1.7","-1.6","0.3"
"Diamondbacks","92","227","5","26","23","3","7.9 %","20.3 %",".118",".288",".240",".308",".358",".288","73","0.9","-7.5","2.5","0.2"
"Giants","83","194","4","24","22","2","6.2 %","19.6 %",".113",".285",".243",".299",".356",".283","76","-0.4","-6.8","0.8","0.0"
"White Sox","85","221","2","18","17","0","5.0 %","30.3 %",".093",".368",".254",".305",".346",".283","76","0.3","-6.6","-1.5","0.0"
"Mariners","100","256","7","27","23","5","12.1 %","23.0 %",".160",".219",".187",".291",".347",".279","74","1.0","-7.4","-2.0","0.0"
"Rockies","105","262","6","28","26","2","8.4 %","26.7 %",".139",".331",".252",".317",".391",".304","72","-0.4","-10.5","1.1","-0.1"
"Mets","90","238","7","17","17","2","5.9 %","20.6 %",".146",".258",".224",".283",".370",".279","74","-1.0","-9.4","0.6","-0.1"
"Angels","73","173","5","13","13","0","10.4 %","16.2 %",".137",".208",".196",".289",".333",".274","70","-0.7","-7.4","-0.4","-0.2"
"Tigers","78","216","3","21","20","3","3.7 %","28.2 %",".107",".343",".254",".282",".361",".274","66","-0.3","-9.6","-0.6","-0.2"
"Padres","108","239","5","20","18","4","8.4 %","25.1 %",".133",".231",".185",".267",".318",".256","55","-0.5","-15.0","2.7","-0.4"
"Rangers","75","215","5","15","14","3","7.4 %","29.8 %",".102",".227",".173",".242",".274",".226","27","0.5","-19.6","-2.4","-1.4"
