"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Red Sox","92","245","12","51","51","1","5.7 %","23.3 %",".294",".420",".351",".384",".645",".419","161","-0.1","19.1","0.3","2.7"
"Mariners","87","239","8","37","36","7","10.0 %","28.9 %",".218",".388",".284",".366",".502",".363","132","1.6","11.3","-0.5","1.9"
"Nationals","118","315","12","42","38","6","14.0 %","18.7 %",".206",".292",".260",".373",".466",".357","117","0.5","7.2","1.5","1.8"
"Phillies","69","196","10","26","25","1","6.6 %","25.5 %",".220",".385",".313",".362",".533",".373","130","0.5","8.2","2.8","1.7"
"Rays","80","212","8","31","31","2","10.4 %","26.9 %",".212",".376",".291",".363",".503",".362","131","0.6","8.8","-1.0","1.5"
"Cardinals","86","229","13","31","30","4","7.0 %","21.4 %",".251",".279",".261",".320",".512",".345","115","1.1","5.4","1.2","1.4"
"Braves","83","243","11","42","40","4","9.5 %","24.7 %",".200",".322",".270",".340",".470",".340","107","0.3","2.3","2.5","1.2"
"Yankees","79","236","8","34","30","0","7.6 %","24.6 %",".214",".338",".274",".331",".488",".340","112","-0.3","3.4","0.7","1.2"
"Twins","75","229","15","37","36","0","8.7 %","22.7 %",".263",".255",".249",".314",".512",".339","111","-0.4","2.7","-0.2","1.0"
"Astros","70","188","8","23","23","0","7.4 %","26.6 %",".213",".324",".260",".328",".473",".337","115","-0.8","2.5","0.6","0.9"
"Padres","103","264","11","32","32","2","8.0 %","26.1 %",".187",".316",".260",".327",".447",".326","102","-2.1","-1.4","2.5","0.9"
"Blue Jays","87","246","12","36","34","1","9.3 %","23.2 %",".213",".276",".244",".321",".457",".329","105","-0.5","1.0","-1.1","0.8"
"Indians","78","252","9","32","31","4","7.5 %","19.4 %",".177",".298",".265",".324",".442",".317","92","0.2","-2.4","2.0","0.8"
"Orioles","106","310","9","42","42","12","8.1 %","24.2 %",".139",".333",".268",".332",".407",".318","95","1.7","-0.2","-3.5","0.7"
"Angels","102","286","12","34","34","5","9.1 %","18.5 %",".203",".233",".223",".297",".426",".304","90","0.5","-3.1","-0.2","0.7"
"Diamondbacks","87","228","8","27","26","3","10.5 %","19.3 %",".161",".257",".231",".325",".392",".307","89","0.1","-3.5","2.2","0.6"
"Pirates","99","268","10","38","37","3","7.5 %","19.4 %",".190",".275",".248",".311",".438",".316","94","-0.2","-2.4","-0.7","0.5"
"Mets","84","228","9","28","27","2","9.6 %","20.2 %",".187",".255",".232",".322",".419",".312","94","-0.8","-2.6","0.5","0.5"
"Rangers","80","234","6","33","33","1","6.4 %","20.1 %",".162",".341",".287",".338",".449",".331","97","-0.8","-1.7","-1.3","0.5"
"Rockies","111","311","8","38","38","2","9.3 %","23.8 %",".173",".340",".271",".338",".444",".330","88","-1.1","-6.5","0.9","0.4"
"Reds","93","218","7","27","25","2","6.4 %","21.6 %",".150",".308",".260",".318",".410",".312","88","-0.8","-4.6","1.1","0.3"
"Dodgers","82","219","8","29","28","0","10.5 %","21.9 %",".177",".212",".193",".284",".370",".280","73","-0.1","-8.0","1.5","0.1"
"Giants","79","193","3","13","13","1","8.8 %","24.4 %",".121",".293",".225",".298",".347",".281","73","-0.6","-7.6","1.6","0.0"
"Athletics","87","217","7","21","19","3","10.1 %","26.3 %",".153",".234",".195",".286",".347",".274","71","0.2","-7.9","0.3","0.0"
"Marlins","80","206","7","24","22","1","4.9 %","22.3 %",".154",".266",".234",".275",".388",".279","73","-0.8","-8.3","1.7","0.0"
"Brewers","81","185","6","19","19","4","11.4 %","23.2 %",".140",".229",".197",".306",".338",".280","68","0.8","-7.2","1.2","0.0"
"Cubs","78","185","9","21","21","1","7.6 %","28.6 %",".179",".236",".202",".272",".381",".277","69","-0.5","-8.1","1.4","-0.1"
"Royals","101","285","2","24","21","0","8.1 %","19.3 %",".070",".294",".237",".309",".307",".274","66","-0.7","-13.2","-1.5","-0.5"
"White Sox","87","219","3","13","12","5","4.1 %","26.5 %",".074",".278",".213",".253",".287",".233","44","1.2","-14.9","-1.7","-0.9"
"Tigers","97","251","6","15","14","2","4.8 %","28.7 %",".121",".267",".205",".243",".326",".243","46","-0.1","-17.6","-3.3","-1.2"
