"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Rays","54","161","11","33","29","2","6.2 %","17.4 %",".306",".291",".293",".342",".599",".383","145","0.8","10.0","-0.3","1.5"
"Angels","43","121","7","28","28","3","14.0 %","20.7 %",".287",".343",".307",".408",".594",".414","164","0.2","10.1","0.0","1.4"
"Reds","46","123","5","28","27","2","4.9 %","19.5 %",".313",".400",".348",".380",".661",".420","155","-0.2","8.6","0.6","1.3"
"Athletics","43","115","5","21","20","1","10.4 %","16.5 %",".238",".359",".327",".400",".564",".401","157","0.3","8.6","0.0","1.2"
"Cubs","46","116","6","22","22","0","13.8 %","22.4 %",".247",".382",".330",".414",".577",".403","149","0.0","7.4","0.7","1.2"
"Astros","62","172","7","27","26","1","10.5 %","22.7 %",".195",".321",".275",".355",".470",".345","119","-0.1","4.1","-0.6","0.9"
"Brewers","50","126","2","15","14","6","6.3 %","27.8 %",".183",".430",".313",".365",".496",".359","120","0.7","3.7","0.7","0.8"
"Rockies","41","115","5","22","21","2","5.2 %","21.7 %",".224",".416",".346",".381",".570",".396","129","0.0","4.0","0.3","0.8"
"Royals","43","107","4","20","17","3","8.4 %","18.7 %",".211",".319",".284",".349",".495",".353","119","-0.1","2.4","0.0","0.6"
"Dodgers","47","134","6","19","18","0","9.7 %","29.1 %",".216",".306",".241",".336",".457",".333","109","0.1","1.6","0.1","0.6"
"Giants","47","123","6","22","21","1","9.8 %","27.6 %",".213",".314",".259",".328",".472",".331","104","-0.7","0.0","1.1","0.5"
"Mets","43","118","5","14","14","1","11.0 %","25.4 %",".176",".294",".245",".339",".422",".327","106","-0.6","0.2","0.5","0.4"
"Marlins","43","109","4","12","12","1","6.4 %","22.0 %",".194",".296",".255",".321",".449",".324","103","-0.4","0.0","0.8","0.4"
"Braves","44","119","6","16","16","3","8.4 %","22.7 %",".187",".267",".243",".311",".430",".314","91","0.6","-0.9","0.9","0.4"
"Rangers","62","161","8","24","22","5","10.6 %","29.2 %",".211",".273",".225",".311",".437",".316","87","1.1","-1.6","-0.4","0.4"
"Tigers","39","118","1","18","18","2","4.2 %","24.6 %",".144",".383",".288",".331",".432",".324","101","0.2","0.3","-1.1","0.3"
"Twins","43","119","5","14","14","1","6.7 %","31.9 %",".189",".328",".245",".314",".434",".317","94","0.3","-0.7","-0.2","0.3"
"Yankees","40","109","1","9","8","0","6.4 %","21.1 %",".111",".360",".283",".349",".394",".322","100","-0.9","-0.8","0.1","0.3"
"Padres","49","121","4","9","8","2","13.2 %","23.1 %",".119",".286",".238",".350",".356",".307","91","-0.2","-1.7","0.4","0.3"
"Red Sox","50","121","6","14","13","3","8.3 %","27.3 %",".220",".268",".229",".292",".450",".300","82","0.1","-3.0","0.6","0.2"
"Diamondbacks","41","110","4","8","8","0","9.1 %","25.5 %",".156",".219",".188",".291",".344",".280","72","0.3","-4.3","1.1","0.0"
"Nationals","46","118","1","11","10","1","11.0 %","19.5 %",".080",".308",".250",".336",".330",".292","75","-0.2","-4.3","0.6","0.0"
"Phillies","47","106","3","7","7","2","6.6 %","26.4 %",".153",".279",".224",".274",".378",".272","66","0.0","-5.1","1.2","0.0"
"Pirates","43","107","4","10","10","0","3.7 %","19.6 %",".158",".273",".248",".274",".406",".285","78","-0.2","-3.3","-0.8","-0.1"
"Indians","45","102","4","9","9","2","6.9 %","26.5 %",".161",".226",".194",".265",".355",".267","60","0.3","-5.1","0.0","-0.1"
"Cardinals","41","105","3","11","11","0","7.6 %","24.8 %",".129",".262",".215",".275",".344",".266","68","-0.8","-5.3","0.4","-0.1"
"White Sox","45","108","1","5","5","0","5.6 %","17.6 %",".050",".284",".238",".280",".287",".250","54","-0.3","-6.7","-1.4","-0.4"
"Mariners","49","100","2","5","5","4","6.0 %","32.0 %",".130",".237",".174",".230",".304",".229","42","0.1","-7.5","-0.5","-0.4"
"Blue Jays","42","105","2","4","4","2","2.9 %","27.6 %",".069",".254",".196",".219",".265",".209","26","0.3","-9.9","-0.4","-0.6"
"Orioles","57","135","3","11","11","1","3.0 %","31.1 %",".108",".256",".192",".215",".300",".218","31","0.2","-12.3","-1.6","-0.9"
