"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","98","267","18","50","49","2","9.4 %","18.0 %",".275",".328",".318",".382",".593",".401","156","-0.2","19.0","0.4","2.8"
"Twins","97","287","15","40","40","2","9.8 %","17.8 %",".246",".326",".306",".376",".552",".385","141","-0.4","14.7","-0.7","2.3"
"Rockies","74","204","10","41","41","1","9.3 %","23.5 %",".289",".407",".333",".401",".622",".417","144","-0.2","11.4","0.7","1.8"
"Dodgers","89","261","11","36","34","5","11.1 %","19.2 %",".190",".276",".253",".349",".443",".332","107","1.1","3.4","3.5","1.5"
"Angels","82","238","11","37","36","3","8.4 %","15.5 %",".227",".277",".270",".335",".498",".346","120","-0.4","5.6","0.1","1.4"
"Rays","91","241","9","31","29","3","9.5 %","24.9 %",".185",".333",".269",".344",".454",".338","114","0.9","5.3","-0.6","1.3"
"Red Sox","79","250","12","45","43","2","14.0 %","20.0 %",".213",".285",".261",".365",".474",".356","118","-1.2","4.6","-0.2","1.3"
"Mets","72","192","7","24","23","1","9.9 %","25.0 %",".173",".351",".280",".365",".452",".350","121","-0.3","4.8","1.1","1.2"
"Giants","98","237","9","39","37","2","10.5 %","24.9 %",".205",".308",".252",".333",".457",".334","109","-0.4","2.3","1.7","1.1"
"Padres","85","222","8","26","25","5","5.4 %","24.8 %",".160",".324",".267",".308",".427",".308","90","-0.2","-3.2","2.9","0.7"
"Indians","96","262","5","21","19","6","9.2 %","21.8 %",".112",".337",".272",".340",".384",".312","90","-0.7","-4.1","1.6","0.7"
"Cubs","101","280","9","23","22","0","13.9 %","21.1 %",".162",".262",".226",".339",".387",".310","89","-0.7","-5.2","1.8","0.5"
"Brewers","90","251","5","27","26","3","12.7 %","25.5 %",".117",".311",".238",".336",".355",".301","83","0.0","-5.8","2.9","0.5"
"Pirates","92","226","6","29","28","3","6.6 %","19.9 %",".155",".314",".266",".327",".420",".318","97","-0.6","-1.6","-0.7","0.5"
"White Sox","95","248","7","29","28","7","5.6 %","27.0 %",".146",".340",".261",".311",".407",".306","91","0.9","-1.8","-2.5","0.4"
"Reds","103","283","8","36","36","6","8.1 %","20.8 %",".155",".281",".238",".319",".393",".308","85","-0.8","-6.4","1.6","0.4"
"Cardinals","98","266","6","32","29","0","11.3 %","19.5 %",".117",".276",".234",".328",".351",".297","82","-0.5","-7.1","2.4","0.4"
"Athletics","84","233","6","17","14","3","10.7 %","23.2 %",".126",".253",".209",".297",".335",".278","74","0.5","-7.3","0.5","0.1"
"Diamondbacks","101","281","6","18","17","3","8.9 %","26.0 %",".128",".285",".220",".302",".348",".284","72","0.7","-9.8","2.0","0.1"
"Royals","78","218","8","22","22","5","6.4 %","24.3 %",".167",".254",".217",".284",".384",".286","73","-0.4","-7.8","1.2","0.1"
"Phillies","76","232","3","30","28","0","10.8 %","18.1 %",".104",".266",".223",".313",".327",".283","70","0.3","-9.0","1.7","0.0"
"Rangers","87","222","9","24","24","6","11.7 %","32.9 %",".181",".252",".192",".294",".373",".288","68","1.1","-8.2","-0.8","-0.1"
"Braves","100","248","7","22","22","3","2.4 %","21.4 %",".151",".279",".238",".266",".389",".276","66","0.0","-11.2","1.8","-0.1"
"Mariners","96","259","10","26","26","3","7.3 %","23.6 %",".191",".246",".217",".278",".409",".289","82","-0.8","-7.1","-3.6","-0.1"
"Orioles","84","228","10","20","20","3","7.0 %","27.6 %",".183",".252",".212",".278",".394",".286","73","0.5","-7.3","-2.8","-0.2"
"Yankees","96","245","6","29","26","3","5.7 %","22.0 %",".143",".283",".237",".291",".379",".283","74","-0.4","-8.4","-3.3","-0.3"
"Tigers","99","247","8","25","24","1","4.0 %","24.3 %",".190",".241",".207",".247",".397",".268","62","0.1","-11.8","-3.1","-0.6"
"Marlins","84","228","1","14","14","4","8.3 %","26.3 %",".054",".288",".210",".278",".263",".243","50","0.2","-14.9","1.2","-0.6"
"Nationals","99","248","4","17","17","3","5.6 %","27.8 %",".080",".229",".174",".237",".254",".219","28","0.2","-23.8","1.7","-1.4"
"Blue Jays","85","197","4","8","8","0","7.6 %","25.9 %",".104",".181",".148",".213",".253",".206","22","-0.8","-20.6","-1.1","-1.4"
