"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","98","261","15","44","43","2","9.2 %","20.3 %",".265",".313",".286",".360",".551",".379","139","0.4","13.3","1.2","2.3"
"Rays","87","245","13","38","36","2","12.7 %","20.0 %",".254",".322",".291",".380",".545",".385","146","0.5","15.0","-1.1","2.2"
"Blue Jays","99","284","15","40","39","2","8.1 %","21.1 %",".241",".330",".292",".355",".533",".371","133","-0.5","11.4","-1.1","2.0"
"Astros","79","232","11","35","35","1","10.3 %","16.8 %",".255",".306",".289",".362",".544",".375","139","-0.7","10.8","-0.6","1.8"
"Dodgers","97","261","15","47","46","1","9.2 %","23.4 %",".266",".299",".266",".337",".532",".361","124","0.2","8.5","1.3","1.8"
"Mets","115","323","13","48","45","3","9.0 %","21.4 %",".196",".309",".267",".346",".463",".342","115","-0.8","5.3","0.7","1.6"
"Braves","97","279","13","34","32","6","10.0 %","21.9 %",".235",".295",".259",".337",".494",".345","110","0.9","4.5","2.3","1.5"
"Diamondbacks","89","234","9","37","36","2","12.4 %","17.9 %",".204",".294",".269",".359",".473",".351","116","0.4","5.1","2.0","1.4"
"Cubs","106","260","9","26","24","3","8.8 %","20.8 %",".180",".317",".272",".344",".452",".336","108","-0.1","2.5","2.1","1.3"
"Athletics","91","229","9","27","24","4","13.1 %","22.7 %",".206",".267",".233",".351",".439",".338","114","0.0","3.8","0.4","1.2"
"Phillies","102","289","9","33","30","7","9.7 %","20.1 %",".156",".300",".257",".334",".412",".318","94","1.4","-1.4","3.7","1.1"
"Rangers","85","233","8","34","32","3","6.0 %","20.6 %",".215",".350",".301",".351",".517",".358","116","0.0","4.7","-2.1","1.1"
"Twins","99","264","14","43","43","1","8.7 %","22.7 %",".229",".267",".246",".314",".475",".328","103","-0.1","0.7","0.0","1.0"
"Nationals","84","241","9","31","27","4","11.6 %","17.4 %",".184",".263",".243",".343",".427",".328","98","0.6","-0.4","1.5","0.9"
"Rockies","73","183","7","21","19","0","6.6 %","13.7 %",".228",".331",".310",".355",".538",".372","116","-1.5","2.2","0.8","0.9"
"Indians","91","245","11","31","31","5","5.7 %","21.2 %",".219",".273",".250",".292",".469",".314","90","0.7","-2.5","1.2","0.7"
"Tigers","85","242","5","26","23","4","10.3 %","20.7 %",".154",".314",".257",".340",".411",".324","100","0.8","0.7","-1.9","0.7"
"Pirates","89","230","8","34","34","8","10.0 %","18.3 %",".176",".273",".245",".328",".422",".321","98","1.4","0.4","-0.6","0.7"
"Red Sox","114","302","14","33","32","1","7.9 %","23.8 %",".196",".283",".246",".308",".442",".316","92","-0.3","-3.6","0.1","0.7"
"Giants","111","259","9","21","21","1","6.6 %","22.0 %",".167",".299",".254",".306",".421",".307","92","-0.3","-3.2","1.9","0.7"
"Orioles","89","229","7","30","29","4","10.0 %","22.3 %",".177",".308",".256",".336",".433",".328","103","0.7","1.4","-2.8","0.6"
"Padres","72","191","6","23","23","1","6.8 %","27.7 %",".144",".368",".282",".328",".425",".320","98","-0.4","-1.0","1.4","0.6"
"Reds","104","256","7","31","29","7","8.6 %","21.5 %",".135",".302",".251",".328",".386",".308","83","-0.9","-7.0","1.8","0.3"
"Mariners","68","190","6","18","18","7","11.1 %","28.4 %",".156",".243",".192",".289",".347",".278","74","1.9","-4.4","-1.2","0.1"
"Brewers","107","264","8","23","21","3","5.3 %","26.9 %",".130",".312",".247",".288",".377",".283","71","0.2","-10.2","1.8","0.0"
"Angels","84","215","7","18","18","2","8.8 %","28.4 %",".155",".268",".211",".284",".366",".280","74","-0.3","-7.6","0.0","0.0"
"Marlins","107","260","6","24","24","4","6.2 %","26.5 %",".161",".276",".216",".278",".377",".276","71","-1.1","-11.1","1.3","-0.1"
"Cardinals","85","213","4","15","13","7","4.7 %","27.7 %",".106",".301",".227",".274",".333",".262","60","1.8","-9.4","0.6","-0.2"
"Royals","80","218","8","20","18","1","6.0 %","19.3 %",".168",".237",".218",".269",".386",".278","68","-1.2","-10.1","-1.4","-0.4"
"White Sox","108","289","5","27","26","2","6.6 %","30.1 %",".103",".318",".228",".283",".331",".263","64","0.3","-13.4","-1.7","-0.5"
