"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","100","262","18","63","57","3","10.3 %","15.6 %",".341",".343",".336",".412",".677",".443","185","0.2","28.6","-0.6","3.6"
"Athletics","109","280","13","52","52","2","9.6 %","19.3 %",".224",".306",".276",".361",".500",".361","130","0.3","11.1","1.6","2.2"
"Yankees","93","236","15","36","36","3","9.3 %","24.2 %",".292",".277",".255",".326",".547",".359","125","0.8","8.4","-0.6","1.6"
"Cardinals","97","241","6","35","34","4","9.5 %","15.4 %",".175",".296",".265",".345",".441",".335","108","0.6","3.0","3.9","1.4"
"White Sox","86","235","10","36","36","1","8.1 %","25.1 %",".221",".345",".284",".350",".505",".356","125","0.1","7.7","-1.4","1.4"
"Brewers","113","240","10","35","34","7","12.9 %","24.2 %",".209",".294",".249",".356",".458",".341","108","1.3","3.7","3.0","1.4"
"Mets","98","228","8","26","25","2","10.1 %","21.1 %",".171",".340",".286",".367",".457",".349","122","-0.6","5.7","0.6","1.3"
"Marlins","110","280","5","32","30","3","10.7 %","20.0 %",".127",".342",".278",".363",".404",".333","107","-1.1","1.5","2.2","1.2"
"Phillies","123","267","16","35","34","8","6.0 %","26.6 %",".255",".273",".243",".291",".498",".324","97","1.7","0.6","2.6","1.1"
"Cubs","101","241","12","36","34","1","9.1 %","24.9 %",".231",".296",".255",".333",".486",".340","109","0.0","2.6","1.2","1.1"
"Braves","93","218","12","29","27","5","13.3 %","29.8 %",".237",".288",".237",".339",".473",".341","109","0.3","2.7","1.8","1.1"
"Rays","89","189","5","29","26","1","6.9 %","21.7 %",".210",".328",".275",".339",".485",".341","118","-0.9","3.2","-1.1","0.9"
"Indians","105","278","8","37","35","4","10.8 %","24.1 %",".159",".311",".251",".343",".410",".322","95","-0.5","-2.2","1.0","0.8"
"Reds","100","225","10","24","24","1","10.7 %","24.4 %",".211",".284",".241",".329",".452",".331","101","-0.5","-0.3","1.1","0.8"
"Dodgers","83","180","10","23","23","0","8.3 %","21.1 %",".220",".234",".226",".305",".447",".318","98","0.1","-0.3","0.6","0.6"
"Pirates","120","263","6","33","31","1","7.6 %","20.5 %",".162",".307",".255",".328",".417",".316","95","0.1","-1.8","-0.9","0.6"
"Rangers","86","244","8","33","31","6","7.0 %","23.4 %",".155",".342",".279",".348",".434",".335","100","-0.2","-0.2","-2.6","0.6"
"Royals","94","224","6","22","20","4","7.6 %","22.3 %",".137",".329",".268",".327",".405",".313","92","-0.7","-3.4","0.7","0.5"
"Diamondbacks","93","221","6","19","19","7","10.4 %","27.6 %",".128",".273",".210",".300",".338",".279","69","1.2","-8.2","3.1","0.2"
"Giants","117","263","5","24","23","5","9.1 %","25.5 %",".101",".303",".232",".305",".333",".278","73","0.8","-8.7","2.0","0.2"
"Tigers","91","233","6","30","30","1","5.6 %","26.6 %",".121",".345",".266",".315",".388",".301","85","-0.9","-5.5","-1.5","0.1"
"Nationals","92","220","7","22","21","1","7.7 %","23.6 %",".153",".280",".233",".295",".386",".292","76","-0.2","-7.5","1.2","0.1"
"Blue Jays","76","180","6","14","14","3","8.3 %","33.3 %",".175",".263",".194",".274",".369",".275","69","0.3","-6.9","-0.7","-0.1"
"Angels","112","255","9","22","21","3","9.0 %","23.1 %",".156",".233",".203",".276",".359",".272","69","0.0","-10.2","-0.1","-0.1"
"Orioles","90","187","6","18","16","0","8.0 %","18.7 %",".142",".262",".237",".296",".379",".288","75","0.0","-5.9","-2.1","-0.1"
"Red Sox","115","244","8","22","22","2","8.6 %","21.7 %",".152",".247",".215",".283",".368",".278","67","-0.2","-11.0","0.4","-0.2"
"Padres","98","226","4","19","16","2","10.6 %","21.7 %",".086",".253",".208",".301",".294",".267","65","-0.6","-11.5","2.1","-0.2"
"Mariners","86","184","9","19","19","7","8.2 %","33.7 %",".196",".186",".161",".234",".357",".251","56","1.7","-8.7","-0.6","-0.3"
"Twins","100","224","5","18","17","0","12.9 %","24.6 %",".131",".242",".194",".308",".325",".280","71","-0.3","-8.8","-2.2","-0.3"
"Rockies","83","172","1","9","8","2","8.7 %","25.6 %",".045",".243",".181",".251",".226",".215","15","0.5","-19.5","0.4","-1.3"
