"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Nationals","87","266","21","65","63","5","10.2 %","18.0 %",".384",".350",".341",".412",".725",".455","182","0.0","28.3","2.5","3.8"
"Dodgers","88","250","21","45","44","2","10.8 %","20.4 %",".356",".286",".288",".373",".644",".413","162","0.6","20.7","1.7","3.0"
"Red Sox","77","205","9","38","36","0","8.8 %","20.5 %",".304",".414",".354",".412",".657",".431","169","-1.0","17.1","0.2","2.4"
"Brewers","96","270","14","35","35","6","10.7 %","21.1 %",".234",".329",".289",".372",".523",".374","134","0.7","12.8","2.8","2.4"
"Twins","99","301","13","51","47","0","10.0 %","17.3 %",".225",".332",".302",".383",".527",".382","140","-1.0","14.4","-1.2","2.3"
"Angels","103","282","10","46","45","4","11.0 %","24.1 %",".202",".367",".291",".375",".494",".367","133","0.6","12.4","1.4","2.3"
"Mariners","96","269","17","43","42","6","10.8 %","21.6 %",".267",".294",".275",".357",".542",".372","137","-0.1","12.6","-0.6","2.1"
"Mets","91","251","4","33","33","2","6.8 %","17.9 %",".128",".427",".352",".410",".480",".379","140","-0.7","12.4","0.4","2.0"
"Indians","83","245","14","41","39","3","8.6 %","21.6 %",".250",".314",".282",".350",".532",".368","126","-0.7","7.5","1.5","1.7"
"Diamondbacks","106","268","18","41","40","3","7.5 %","19.8 %",".279",".266",".263",".317",".543",".352","116","0.2","5.6","2.6","1.6"
"Giants","92","247","9","37","35","1","8.1 %","18.6 %",".186",".341",".300",".363",".486",".357","123","-0.7","6.6","2.2","1.6"
"Rockies","85","236","14","34","34","4","10.2 %","20.3 %",".250",".310",".289",".368",".539",".375","118","-0.2","5.2","1.5","1.4"
"Yankees","79","223","10","32","30","1","7.2 %","19.7 %",".210",".318",".283",".341",".493",".350","120","0.3","5.8","0.4","1.4"
"Phillies","92","221","9","35","34","4","5.0 %","26.2 %",".225",".333",".270",".327",".495",".343","110","1.1","3.7","2.4","1.3"
"Braves","89","219","10","31","31","1","8.2 %","19.2 %",".207",".301",".273",".339",".480",".346","111","0.1","3.0","2.3","1.2"
"Astros","112","325","13","37","34","2","10.5 %","16.0 %",".185",".262",".251",".329",".436",".320","103","-0.2","0.9","-0.8","1.1"
"Rangers","104","297","8","34","30","9","11.4 %","20.9 %",".162",".326",".269",".358",".431",".339","102","1.8","2.6","-2.5","1.0"
"Athletics","85","230","12","30","30","1","5.2 %","27.0 %",".222",".307",".259",".306",".481",".327","106","-0.2","1.6","0.6","1.0"
"White Sox","111","294","9","46","43","0","5.1 %","21.8 %",".180",".330",".276",".320",".456",".326","104","-0.1","1.6","-3.2","0.9"
"Cardinals","94","259","9","31","30","5","8.9 %","23.9 %",".152",".272",".229",".302",".381",".294","82","0.6","-6.0","3.1","0.5"
"Reds","99","264","8","26","24","1","7.2 %","20.8 %",".139",".311",".265",".327",".403",".311","88","-0.4","-5.1","2.0","0.5"
"Padres","90","227","4","27","24","2","9.7 %","26.9 %",".114",".336",".248",".324",".361",".298","84","-1.3","-6.2","2.1","0.3"
"Blue Jays","72","173","9","16","15","0","7.5 %","23.1 %",".239",".227",".214",".277",".453",".304","88","-0.7","-3.3","-1.0","0.2"
"Cubs","84","216","8","19","18","1","9.7 %","25.5 %",".185",".220",".190",".284",".376",".284","72","-0.7","-8.9","2.2","0.0"
"Orioles","81","221","6","20","20","2","9.5 %","22.6 %",".154",".257",".215",".303",".369",".292","78","0.6","-5.7","-2.6","0.0"
"Tigers","95","268","6","21","19","1","3.4 %","34.0 %",".145",".373",".259",".284",".404",".287","75","-0.7","-9.3","-1.4","-0.1"
"Marlins","91","221","3","25","24","0","6.8 %","25.3 %",".116",".296",".227",".294",".343",".277","72","-1.2","-9.6","0.6","-0.2"
"Pirates","90","224","3","18","15","3","8.9 %","17.4 %",".091",".256",".218",".308",".310",".274","67","0.0","-9.8","-0.7","-0.3"
"Rays","96","230","6","18","17","0","9.6 %","22.2 %",".137",".221",".190",".274",".327",".259","63","-0.2","-11.5","-1.0","-0.4"
"Royals","84","204","2","15","15","1","6.9 %","20.6 %",".081",".217",".177",".238",".258",".217","31","-0.1","-18.8","-1.0","-1.2"
