"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Royals","103","312","11","48","48","8","8.3 %","21.8 %",".229",".315",".268",".334",".496",".346","114","0.7","6.1","1.5","1.8"
"Astros","84","230","13","36","36","2","7.0 %","16.5 %",".266",".296",".290",".348",".556",".372","137","-0.6","10.2","0.3","1.8"
"Red Sox","97","289","13","50","49","3","13.5 %","19.7 %",".201",".316",".285",".385",".485",".366","125","-0.7","8.4","-0.3","1.8"
"Cubs","85","230","12","44","44","0","14.8 %","23.9 %",".273",".302",".267",".373",".540",".371","130","-0.5","8.3","1.2","1.6"
"Dodgers","80","234","8","31","30","4","9.0 %","22.2 %",".171",".311",".263",".336",".434",".328","105","0.9","2.3","3.1","1.3"
"Padres","102","268","12","39","37","3","6.7 %","25.4 %",".212",".315",".266",".320",".477",".330","105","-0.4","1.1","3.1","1.3"
"Rays","89","259","7","32","31","3","8.1 %","15.8 %",".155",".294",".266",".332",".421",".321","103","0.6","1.6","-0.4","1.0"
"Phillies","88","225","5","37","34","1","7.1 %","21.3 %",".157",".346",".284",".339",".441",".330","100","0.0","0.0","2.3","0.9"
"Rockies","93","240","10","45","44","3","8.8 %","22.5 %",".237",".320",".274",".339",".512",".353","104","0.6","1.5","0.3","0.9"
"Giants","92","233","9","40","39","2","6.9 %","24.5 %",".178",".315",".263",".315",".441",".318","98","-0.1","-0.8","1.8","0.8"
"Twins","89","258","10","36","35","1","7.8 %","18.2 %",".209",".266",".248",".314",".457",".322","100","-0.1","-0.4","-0.3","0.8"
"Diamondbacks","86","226","12","33","31","3","6.6 %","23.0 %",".232",".255",".237",".292",".469",".314","94","0.8","-1.5","1.9","0.8"
"Reds","101","270","16","38","36","8","9.3 %","21.9 %",".231",".209",".210",".304",".441",".314","90","0.4","-3.4","2.1","0.7"
"Yankees","85","208","9","27","23","1","10.1 %","20.7 %",".191",".282",".251",".338",".443",".333","108","-0.1","1.8","-2.0","0.7"
"Athletics","71","206","3","26","26","2","7.3 %","20.9 %",".128",".310",".250",".316",".378",".298","88","0.3","-3.0","1.3","0.5"
"Angels","74","192","6","23","21","4","9.9 %","13.5 %",".165",".257",".247",".319",".412",".309","95","-0.2","-1.4","0.0","0.5"
"Cardinals","99","262","7","23","23","7","8.8 %","22.1 %",".124",".288",".239",".314",".363",".292","80","0.5","-6.7","2.5","0.4"
"Brewers","106","293","5","31","30","3","9.9 %","25.9 %",".116",".322",".243",".322",".359",".295","79","0.0","-8.5","3.2","0.4"
"Rangers","75","195","7","27","27","2","12.3 %","22.1 %",".195",".235",".207",".309",".402",".302","78","0.9","-4.7","-0.5","0.2"
"Pirates","83","201","4","24","24","3","9.0 %","18.9 %",".140",".285",".242",".317",".382",".297","83","0.0","-4.5","-1.2","0.1"
"Orioles","81","219","6","23","20","2","5.9 %","21.5 %",".149",".295",".249",".300",".398",".295","80","0.4","-5.1","-2.7","0.0"
"White Sox","119","298","8","33","32","4","6.7 %","31.2 %",".136",".326",".235",".296",".371",".286","78","0.1","-8.3","-2.7","0.0"
"Mariners","83","219","11","22","22","2","6.8 %","26.5 %",".197",".252",".222",".274",".419",".289","82","-0.1","-5.4","-3.0","-0.1"
"Braves","103","259","7","29","29","2","6.6 %","18.9 %",".139",".259",".231",".279",".370",".273","63","0.7","-12.2","1.7","-0.2"
"Tigers","76","187","4","17","16","0","7.0 %","25.1 %",".116",".311",".243",".299",".358",".283","72","-0.4","-7.1","-1.6","-0.2"
"Indians","89","203","4","10","9","1","8.9 %","27.1 %",".114",".256",".196",".267",".310",".253","49","-0.9","-14.2","1.4","-0.5"
"Nationals","100","253","7","19","14","2","5.9 %","26.5 %",".108",".266",".212",".271",".320",".256","53","0.0","-16.2","0.7","-0.7"
"Marlins","85","222","1","17","17","1","7.2 %","23.0 %",".041",".267",".203",".279",".244",".238","46","-0.7","-17.0","1.8","-0.8"
"Blue Jays","101","256","3","13","12","0","7.0 %","25.4 %",".085",".262",".200",".256",".285",".236","42","-0.6","-19.7","-1.6","-1.2"
"Mets","105","268","4","14","14","2","4.9 %","30.2 %",".099",".262",".190",".235",".290",".227","40","-1.0","-22.2","1.3","-1.2"
