"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","124","299","20","69","67","2","8.7 %","22.1 %",".296",".360",".323",".394",".619",".414","156","0.4","22.3","1.9","3.3"
"Astros","120","289","21","49","48","5","12.5 %","16.6 %",".292",".299",".300",".388",".593",".403","158","0.2","21.6","-0.5","3.0"
"Athletics","108","289","20","57","57","1","8.7 %","27.3 %",".287",".329",".284",".346",".571",".376","140","0.2","15.0","1.7","2.6"
"Yankees","114","304","18","54","52","4","9.5 %","21.7 %",".284",".319",".288",".362",".572",".384","142","-0.4","16.1","-0.9","2.5"
"Rockies","106","234","12","38","37","2","11.5 %","22.2 %",".275",".333",".290",".379",".565",".387","126","0.6","8.5","0.8","1.6"
"Mariners","103","238","10","34","33","6","14.3 %","24.4 %",".180",".331",".270",".380",".450",".356","126","0.9","8.7","-0.3","1.6"
"Blue Jays","100","236","9","31","29","2","9.3 %","25.4 %",".203",".340",".275",".346",".478",".345","114","0.0","4.3","-0.8","1.2"
"Cardinals","101","226","12","30","28","7","10.2 %","25.2 %",".237",".244",".222",".314",".459",".323","103","0.7","1.6","2.9","1.1"
"Padres","117","282","7","39","35","2","13.8 %","23.0 %",".161",".313",".250",".363",".411",".333","107","-1.3","1.0","1.6","1.1"
"Tigers","97","256","6","32","32","1","9.4 %","21.1 %",".145",".371",".303",".369",".447",".346","115","-1.0","3.8","-1.6","1.1"
"White Sox","95","236","10","36","36","1","6.8 %","25.4 %",".192",".354",".290",".338",".481",".343","115","-0.5","4.0","-1.8","1.0"
"Rays","104","242","8","36","35","3","9.9 %","19.8 %",".173",".311",".271",".343",".444",".334","112","-0.6","2.9","-2.0","0.9"
"Mets","104","239","14","33","33","2","7.9 %","21.3 %",".256",".220",".219",".297",".474",".321","102","-0.1","0.4","1.2","0.9"
"Braves","114","274","8","35","32","3","11.7 %","24.8 %",".159",".325",".259",".343",".418",".321","96","-0.1","-1.7","1.9","0.9"
"Brewers","122","271","10","34","34","2","10.7 %","23.2 %",".180",".264",".227",".320",".408",".309","89","0.1","-3.9","3.2","0.8"
"Indians","94","232","9","30","29","2","9.5 %","19.0 %",".173",".273",".248",".341",".421",".328","100","-1.1","-1.1","0.8","0.8"
"Pirates","119","274","3","35","31","2","5.8 %","17.5 %",".141",".327",".277",".321",".418",".312","94","0.0","-2.2","-0.9","0.6"
"Phillies","102","215","12","22","22","4","9.3 %","27.9 %",".218",".240",".212",".293",".430",".304","86","1.0","-3.3","2.2","0.6"
"Twins","91","229","12","29","29","0","7.0 %","23.1 %",".219",".288",".257",".311",".476",".326","102","0.0","0.2","-2.5","0.6"
"Royals","95","223","10","22","21","3","4.9 %","26.9 %",".201",".305",".254",".288",".455",".309","89","-0.1","-3.3","0.0","0.4"
"Nationals","86","218","7","26","24","2","10.1 %","19.3 %",".182",".259",".229",".318",".411",".313","89","-0.4","-3.8","0.9","0.4"
"Orioles","105","235","8","30","29","4","9.4 %","24.3 %",".153",".292",".239",".323",".392",".310","90","0.9","-2.1","-2.7","0.3"
"Dodgers","96","225","6","26","24","5","5.8 %","24.4 %",".139",".286",".231",".289",".370",".282","75","1.3","-6.3","0.7","0.2"
"Reds","82","217","10","24","23","5","10.1 %","22.6 %",".208",".207",".198",".281",".406",".291","75","-0.2","-7.7","0.9","0.0"
"Angels","96","211","7","16","15","3","6.2 %","23.7 %",".159",".261",".221",".276",".379",".280","73","-0.1","-7.4","0.1","0.0"
"Rangers","90","234","7","35","32","8","8.5 %","23.5 %",".147",".287",".237",".308",".384",".298","75","1.0","-6.7","-2.3","-0.1"
"Giants","111","246","3","19","18","2","5.3 %","26.8 %",".097",".316",".233",".287",".330",".267","66","0.1","-11.4","1.3","-0.2"
"Marlins","115","249","4","18","18","6","6.8 %","23.7 %",".096",".271",".215",".271",".311",".254","58","-1.3","-15.2","1.7","-0.5"
"Red Sox","103","221","3","18","18","4","7.7 %","24.0 %",".085",".262",".206",".273",".291",".249","47","0.1","-15.4","0.4","-0.7"
"Diamondbacks","114","238","2","9","9","4","7.6 %","25.6 %",".065",".221",".167",".236",".233",".211","25","0.9","-23.2","2.7","-1.2"
