"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Diamondbacks","84","244","12","46","43","5","6.1 %","18.4 %",".260",".386",".344",".383",".604",".406","151","0.4","16.9","3.0","2.7"
"Cubs","96","254","12","42","41","4","10.6 %","23.2 %",".198",".368",".306",".387",".505",".378","133","-0.1","11.0","1.3","2.0"
"Brewers","84","236","10","35","35","5","13.1 %","22.9 %",".215",".321",".270",".369",".485",".356","118","0.7","6.1","2.8","1.6"
"Mariners","69","200","11","35","35","5","12.0 %","22.0 %",".256",".328",".291",".380",".547",".385","146","0.9","12.8","-3.5","1.6"
"Twins","78","208","6","31","28","2","9.1 %","18.3 %",".193",".360",".309",".389",".503",".375","135","-0.3","9.0","-0.4","1.5"
"Dodgers","95","229","9","38","37","0","10.9 %","19.7 %",".223",".301",".275",".352",".497",".350","119","-0.2","5.5","1.8","1.4"
"Phillies","79","208","5","33","31","0","15.4 %","19.7 %",".171",".331",".276",".394",".447",".352","119","0.2","5.2","2.0","1.4"
"Braves","85","237","6","30","26","2","15.6 %","19.4 %",".144",".306",".258",".381",".402",".338","107","-0.7","1.1","1.9","1.0"
"Padres","91","231","10","26","26","3","13.0 %","20.3 %",".196",".264",".241",".338",".437",".327","103","0.8","1.6","1.5","1.0"
"Nationals","81","190","9","26","24","3","10.0 %","28.9 %",".211",".320",".253",".335",".464",".338","105","0.1","1.0","1.2","0.8"
"Mets","96","235","8","30","28","4","6.8 %","27.7 %",".167",".345",".265",".328",".433",".321","102","-0.6","-0.1","0.5","0.8"
"White Sox","74","199","7","29","27","2","9.5 %","23.6 %",".181",".317",".260",".338",".441",".333","109","0.4","2.6","-2.2","0.7"
"Yankees","85","228","10","24","23","3","10.1 %","27.2 %",".185",".295",".240",".329",".425",".321","100","-0.4","-0.5","-1.1","0.6"
"Astros","78","214","6","16","16","4","8.4 %","17.8 %",".150",".287",".254",".319",".404",".310","95","-1.0","-2.4","0.2","0.5"
"Rangers","93","253","9","35","34","6","8.7 %","27.7 %",".187",".306",".240",".317",".427",".317","87","1.0","-3.1","-0.7","0.5"
"Pirates","97","240","3","24","24","7","10.4 %","17.5 %",".120",".293",".245",".333",".365",".304","86","1.2","-3.2","0.3","0.5"
"Cardinals","83","202","9","22","20","3","10.4 %","28.2 %",".205",".234",".199",".294",".403",".298","85","0.2","-4.0","2.0","0.4"
"Rays","90","233","5","23","22","5","8.6 %","23.2 %",".120",".303",".244",".313",".364",".292","83","1.1","-3.9","0.0","0.4"
"Red Sox","98","268","6","29","29","4","10.1 %","18.7 %",".139",".280",".241",".320",".380",".300","81","0.1","-6.8","0.2","0.3"
"Athletics","102","251","8","22","22","3","9.6 %","18.7 %",".138",".249",".223",".307",".362",".288","81","-0.2","-6.4","0.2","0.3"
"Orioles","89","229","8","26","23","2","8.7 %","27.1 %",".168",".299",".238",".319",".406",".309","89","-0.3","-3.6","-2.3","0.2"
"Marlins","90","216","6","19","19","3","6.9 %","25.5 %",".132",".309",".244",".307",".376",".295","83","-0.2","-5.2","-0.3","0.1"
"Royals","77","185","7","21","20","3","4.9 %","22.2 %",".185",".252",".225",".265",".410",".281","70","0.0","-7.0","0.8","0.0"
"Angels","87","212","7","17","17","3","7.5 %","18.9 %",".151",".221",".203",".278",".354",".270","70","-0.1","-8.4","0.4","0.0"
"Giants","88","210","5","21","21","2","4.8 %","21.9 %",".128",".255",".215",".263",".344",".260","60","-0.3","-11.5","2.7","-0.2"
"Tigers","82","232","2","22","20","4","12.1 %","23.7 %",".110",".276",".210",".310",".320",".278","69","0.2","-9.0","-2.1","-0.3"
"Blue Jays","101","255","8","19","18","0","8.2 %","27.5 %",".166",".250",".201",".278",".367",".276","70","-0.7","-10.8","-1.1","-0.3"
"Indians","88","215","3","25","22","3","12.1 %","28.8 %",".097",".285",".204",".299",".301",".264","58","0.6","-11.0","0.4","-0.3"
"Rockies","87","210","5","10","10","0","7.6 %","28.1 %",".099",".227",".178",".244",".277",".230","25","-0.8","-22.2","0.0","-1.5"
"Reds","114","243","3","11","11","0","7.0 %","27.2 %",".089",".213",".161",".226",".250",".210","22","-1.3","-26.6","0.3","-1.8"
