"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Rays","75","220","12","39","38","3","12.3 %","19.5 %",".286",".356",".317",".406",".603",".416","172","0.3","20.6","-0.4","2.7"
"Athletics","68","204","16","46","45","1","5.4 %","21.6 %",".316",".333",".316",".363",".631",".405","160","-0.9","14.7","0.2","2.1"
"Astros","68","195","10","30","30","4","8.7 %","22.1 %",".251",".371",".320",".379",".571",".393","151","-0.1","12.7","0.2","1.9"
"Royals","100","275","12","38","37","12","11.6 %","18.5 %",".251",".290",".268",".358",".519",".362","125","0.3","8.9","0.9","1.9"
"Cardinals","92","236","11","40","35","5","10.2 %","23.3 %",".248",".314",".267",".361",".515",".364","124","1.1","8.5","2.6","1.8"
"Mets","108","300","9","46","44","5","14.3 %","22.0 %",".171",".326",".266",".374",".437",".347","118","-0.3","6.5","1.2","1.7"
"Braves","73","197","9","30","30","4","10.7 %","24.4 %",".236",".356",".293",".367",".529",".374","130","0.9","8.3","1.6","1.6"
"Twins","73","189","10","33","30","1","8.5 %","19.0 %",".265",".320",".294",".353",".559",".376","133","-0.9","7.0","0.2","1.4"
"Reds","95","215","13","34","33","1","8.8 %","23.7 %",".277",".307",".272",".350",".550",".372","127","-1.5","5.9","0.1","1.3"
"Nationals","70","207","8","34","33","1","8.2 %","20.3 %",".199",".341",".296",".354",".495",".356","117","0.1","4.7","1.6","1.3"
"Brewers","92","236","11","33","33","1","9.3 %","19.9 %",".209",".293",".267",".349",".476",".347","112","-0.4","3.2","2.1","1.3"
"Dodgers","103","264","12","26","26","3","9.5 %","23.9 %",".203",".291",".251",".330",".455",".330","104","0.8","1.9","2.1","1.2"
"Rangers","72","199","7","35","32","9","8.0 %","24.1 %",".203",".336",".271",".342",".475",".345","105","1.7","2.7","-0.2","0.9"
"Phillies","96","269","6","28","28","3","11.9 %","24.9 %",".140",".309",".238",".335",".379",".307","87","0.5","-4.2","2.5","0.7"
"Diamondbacks","89","225","7","26","24","1","7.6 %","24.9 %",".163",".302",".243",".320",".406",".313","91","-0.1","-3.0","2.3","0.6"
"Blue Jays","91","225","7","32","29","3","8.9 %","28.4 %",".171",".338",".256",".330",".427",".321","98","0.0","-0.5","-1.0","0.6"
"Angels","75","190","5","29","27","1","12.1 %","15.8 %",".138",".256",".238",".333",".375",".304","91","-0.5","-2.8","0.8","0.5"
"Padres","98","244","12","25","25","0","5.3 %","28.3 %",".213",".269",".227",".277",".440",".299","86","-1.2","-5.9","2.7","0.5"
"Cubs","69","191","6","21","21","4","10.5 %","26.2 %",".168",".286",".228",".319",".395",".306","87","0.2","-3.2","1.5","0.4"
"Indians","107","263","8","28","24","5","12.5 %","22.4 %",".155",".250",".212",".319",".367",".296","80","0.1","-6.9","0.3","0.3"
"White Sox","84","212","7","25","25","9","9.0 %","29.2 %",".168",".303",".232",".307",".400",".302","89","0.5","-2.6","-2.4","0.2"
"Mariners","98","266","9","32","31","5","4.9 %","29.7 %",".185",".329",".254",".289",".440",".303","91","0.0","-3.1","-4.6","0.2"
"Red Sox","91","218","6","28","23","2","9.6 %","17.9 %",".162",".257",".230",".313",".393",".302","82","-0.7","-5.7","-0.8","0.1"
"Pirates","71","186","5","17","16","4","5.4 %","24.7 %",".156",".287",".231",".277",".387",".280","73","0.0","-7.0","0.4","-0.1"
"Yankees","73","169","5","21","21","0","7.7 %","25.4 %",".133",".264",".220",".280",".353",".271","65","0.0","-7.5","-0.1","-0.2"
"Tigers","73","185","4","13","13","2","4.9 %","27.0 %",".127",".308",".237",".281",".364",".276","68","-0.4","-8.0","-1.5","-0.3"
"Orioles","104","262","7","31","29","2","10.7 %","21.4 %",".142",".237",".203",".291",".345",".278","68","-1.1","-11.8","-2.4","-0.5"
"Giants","87","231","3","17","16","0","6.9 %","24.7 %",".121",".243",".193",".249",".314",".237","44","-1.0","-18.1","2.9","-0.8"
"Marlins","101","259","6","15","14","3","8.5 %","32.0 %",".103",".274",".197",".270",".300",".251","56","-1.7","-17.1","0.5","-0.8"
"Rockies","94","235","4","14","13","2","5.5 %","28.9 %",".106",".240",".179",".225",".284",".218","17","-0.6","-27.3","1.7","-1.7"
