"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Pirates","98","298","14","50","47","1","5.0 %","15.1 %",".220",".380",".352",".389",".571",".399","149","-2.4","16.9","0.4","2.6"
"Athletics","101","303","11","49","49","2","11.6 %","20.1 %",".205",".332",".283",".384",".488",".370","136","-1.1","12.7","1.9","2.5"
"Phillies","93","242","9","35","34","4","7.4 %","21.9 %",".227",".375",".314",".365",".541",".374","131","0.9","10.7","2.9","2.1"
"Twins","86","256","15","49","47","0","8.6 %","25.0 %",".232",".377",".316",".383",".548",".386","143","-0.3","13.7","-2.4","2.0"
"Astros","82","248","9","44","42","0","12.5 %","20.6 %",".211",".336",".287",".385",".498",".371","136","-1.4","10.1","-0.7","1.8"
"Braves","90","235","6","37","35","6","12.8 %","21.7 %",".181",".347",".281",".380",".462",".357","119","1.6","7.3","1.7","1.6"
"Rays","86","228","11","37","36","3","7.5 %","25.0 %",".221",".355",".293",".351",".514",".360","129","0.4","8.8","-0.9","1.5"
"Dodgers","112","285","11","36","34","2","9.1 %","22.1 %",".209",".302",".261",".333",".470",".332","108","0.5","3.6","1.9","1.4"
"Cardinals","102","266","8","39","36","5","9.0 %","22.9 %",".174",".321",".264",".340",".438",".331","106","0.4","2.2","3.8","1.4"
"Red Sox","85","219","12","32","31","1","9.6 %","18.3 %",".258",".250",".247",".332",".505",".347","113","-0.6","2.6","1.2","1.1"
"Yankees","87","229","15","30","29","2","8.3 %","22.7 %",".261",".241",".237",".306",".498",".333","108","0.4","2.6","0.1","1.1"
"Cubs","87","219","10","26","25","3","6.4 %","25.1 %",".216",".299",".251",".313",".467",".328","105","-0.1","1.1","2.6","1.0"
"Nationals","72","182","9","31","30","2","6.0 %","17.0 %",".264",".276",".264",".330",".528",".354","113","-0.1","2.9","1.2","1.0"
"Indians","83","226","9","24","24","3","8.4 %","20.8 %",".197",".290",".258",".333",".455",".333","103","-1.1","-0.1","1.1","0.9"
"Diamondbacks","97","231","8","34","31","3","6.5 %","21.2 %",".171",".314",".267",".325",".438",".321","95","0.9","-1.2","2.3","0.8"
"Mets","87","236","9","29","28","0","7.2 %","16.9 %",".188",".274",".254",".321",".441",".323","103","-1.0","-0.3","0.7","0.8"
"Royals","95","266","8","34","33","4","7.5 %","18.4 %",".147",".310",".273",".336",".420",".322","98","-0.8","-1.6","-0.9","0.7"
"Rockies","109","265","9","31","31","3","6.0 %","24.2 %",".181",".341",".280",".326",".461",".330","88","0.0","-4.6","0.9","0.5"
"Orioles","74","191","6","29","28","7","5.8 %","20.9 %",".150",".321",".277",".325",".428",".318","96","0.9","-0.2","-1.8","0.5"
"Padres","105","249","8","28","26","4","5.6 %","24.5 %",".187",".272",".226",".278",".413",".291","79","-0.8","-8.0","2.4","0.2"
"Blue Jays","75","180","6","17","16","1","10.6 %","24.4 %",".144",".291",".238",".318",".381",".303","90","-0.3","-2.8","-1.1","0.2"
"Angels","86","209","5","24","23","3","12.0 %","21.5 %",".143",".263",".220",".316",".363",".291","82","-0.1","-5.0","-0.3","0.2"
"Mariners","97","266","6","28","24","4","10.9 %","22.6 %",".122",".261",".213",".313",".335",".287","80","-0.1","-7.0","-0.7","0.2"
"Giants","93","223","6","22","21","1","4.5 %","24.7 %",".130",".302",".245",".287",".375",".282","76","-0.1","-7.5","1.6","0.1"
"Reds","115","308","15","38","38","3","7.1 %","23.7 %",".213",".220",".206",".277",".419",".292","75","-0.6","-11.1","2.4","0.1"
"Brewers","98","223","3","16","16","3","9.0 %","27.4 %",".114",".304",".224",".296",".338",".275","66","0.1","-10.1","2.9","0.0"
"Tigers","82","209","6","21","21","2","2.9 %","32.5 %",".160",".336",".245",".268",".405",".281","71","-0.6","-8.4","-0.3","-0.1"
"White Sox","89","227","2","23","20","0","5.3 %","26.0 %",".077",".338",".249",".302",".325",".276","69","-0.1","-9.2","-0.4","-0.1"
"Marlins","98","254","10","21","21","2","8.7 %","33.5 %",".162",".237",".183",".254",".345",".255","58","-0.7","-15.1","-0.3","-0.7"
"Rangers","84","217","3","20","19","1","7.8 %","24.0 %",".122",".273",".213",".278",".335",".264","52","0.0","-13.6","-2.2","-0.8"
