"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","98","295","12","52","47","1","8.8 %","22.4 %",".251",".393",".326",".383",".577",".396","151","-0.3","18.7","0.4","2.9"
"Red Sox","103","283","15","60","59","1","5.3 %","21.6 %",".295",".387",".337",".371",".633",".409","153","-0.5","18.8","0.4","2.8"
"Twins","93","286","23","55","54","0","9.1 %","20.3 %",".317",".269",".278",".347",".595",".384","142","0.0","15.2","-1.0","2.4"
"Nationals","102","273","9","39","34","7","11.4 %","19.8 %",".204",".329",".281",".373",".485",".362","122","1.2","8.9","1.2","1.8"
"Indians","94","307","10","40","39","6","9.1 %","16.6 %",".193",".311",".283",".352",".476",".344","110","0.2","4.1","2.3","1.7"
"Astros","92","242","11","35","35","1","9.5 %","21.9 %",".227",".304",".265",".350",".493",".355","126","-0.3","7.4","0.6","1.6"
"Cardinals","102","277","16","39","39","3","8.3 %","22.4 %",".263",".267",".251",".319",".514",".343","114","1.0","5.8","1.6","1.6"
"Mariners","100","265","8","38","37","3","8.7 %","29.1 %",".190",".375",".274",".348",".464",".342","117","0.9","6.8","-0.8","1.5"
"Reds","93","225","9","32","32","3","6.7 %","22.2 %",".192",".352",".296",".354",".488",".355","117","-1.0","3.9","1.0","1.2"
"Rays","95","247","7","33","33","2","11.3 %","25.9 %",".170",".345",".266",".348",".436",".334","111","0.5","4.1","-1.0","1.2"
"Phillies","74","217","10","25","24","1","6.5 %","26.7 %",".209",".338",".274",".324",".483",".335","104","0.6","1.8","2.5","1.1"
"Braves","71","202","7","32","32","3","9.4 %","26.2 %",".169",".347",".271",".353",".441",".340","107","0.4","2.1","1.9","1.0"
"Angels","93","255","12","31","31","4","9.4 %","19.6 %",".229",".234",".225",".302",".454",".315","98","0.4","-0.4","-0.2","0.8"
"Orioles","107","301","13","43","43","10","7.0 %","25.9 %",".172",".324",".266",".323",".438",".323","98","1.2","0.4","-3.4","0.7"
"Mets","84","214","10","28","27","1","9.8 %","19.6 %",".210",".235",".226",".318",".435",".314","98","-0.9","-1.7","0.7","0.6"
"Diamondbacks","84","223","4","25","24","5","12.1 %","20.2 %",".124",".283",".232",".332",".356",".301","83","0.8","-4.3","2.8","0.5"
"Rangers","92","269","10","38","38","2","5.9 %","20.8 %",".189",".308",".269",".316",".458",".323","92","-0.1","-2.9","-1.4","0.5"
"Brewers","97","229","7","28","28","3","12.7 %","22.3 %",".147",".261",".220",".336",".366",".307","84","0.6","-4.3","1.8","0.5"
"Giants","94","246","3","21","20","1","8.5 %","23.2 %",".127",".317",".245",".316",".373",".296","83","-0.2","-5.9","1.6","0.4"
"Blue Jays","90","231","11","25","24","1","9.1 %","26.0 %",".202",".255",".221",".299",".423",".307","90","-0.5","-3.5","-1.0","0.4"
"Padres","89","225","4","21","21","3","10.7 %","24.9 %",".103",".304",".237",".321",".340",".289","78","-1.4","-8.1","2.1","0.1"
"Rockies","101","270","7","26","26","2","10.0 %","24.1 %",".160",".321",".256",".330",".416",".318","80","-0.6","-8.0","0.6","0.1"
"Dodgers","71","188","4","23","23","0","11.7 %","22.9 %",".119",".250",".206",".305",".325",".276","71","0.2","-7.2","1.4","0.0"
"Pirates","103","268","6","29","28","1","7.5 %","20.1 %",".141",".279",".237",".301",".378",".291","77","-0.5","-8.7","-1.0","-0.1"
"Cubs","100","233","11","28","28","4","5.6 %","29.2 %",".181",".234",".199",".258",".380",".269","63","0.5","-11.3","1.7","-0.2"
"Royals","86","243","4","24","22","0","8.2 %","22.6 %",".083",".288",".229",".305",".312",".274","66","-0.6","-11.4","-0.9","-0.4"
"Marlins","77","199","8","18","17","0","2.5 %","23.6 %",".166",".237",".214",".239",".380",".257","58","-0.9","-11.9","1.2","-0.4"
"White Sox","93","243","7","21","21","3","3.7 %","26.7 %",".127",".266",".215",".249",".342",".251","55","0.8","-13.3","-1.9","-0.6"
"Athletics","103","252","6","23","21","1","9.1 %","25.8 %",".116",".218",".178",".258",".293",".241","50","-0.2","-16.5","0.2","-0.7"
"Tigers","85","231","4","9","8","2","5.2 %","28.6 %",".097",".240",".181",".234",".278",".222","32","-0.2","-20.4","-3.2","-1.5"
