"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","91","273","16","44","43","1","10.6 %","14.3 %",".276",".289",".293",".370",".569",".387","147","-1.3","15.2","0.3","2.4"
"Cardinals","92","237","8","42","40","6","11.0 %","14.3 %",".179",".347",".319",".391",".498",".372","132","1.2","10.9","2.2","2.0"
"Yankees","99","301","12","44","39","11","11.0 %","21.3 %",".192",".303",".265",".350",".458",".340","112","2.2","6.9","-1.2","1.6"
"Diamondbacks","89","268","9","38","36","1","6.0 %","22.4 %",".204",".341",".286",".328",".490",".340","110","0.2","3.4","3.7","1.5"
"Angels","115","283","13","40","39","3","9.5 %","16.6 %",".224",".271",".260",".337",".484",".340","115","-0.7","4.8","0.6","1.5"
"Twins","77","234","15","40","40","1","5.6 %","18.4 %",".289",".273",".271",".316",".560",".359","124","-0.6","6.6","-0.9","1.4"
"Red Sox","108","277","9","40","40","4","12.6 %","20.9 %",".179",".314",".265",".367",".444",".345","111","-0.7","3.1","0.3","1.3"
"Orioles","86","227","12","30","28","5","5.7 %","18.9 %",".224",".314",".290",".339",".514",".354","120","0.8","6.6","-1.9","1.2"
"Mariners","80","235","12","34","34","2","12.8 %","21.7 %",".246",".259",".241",".345",".487",".349","122","0.2","6.8","-3.3","1.1"
"Braves","86","244","7","34","33","2","8.6 %","22.1 %",".181",".342",".282",".350",".463",".342","108","0.2","2.7","0.7","1.1"
"Rays","92","225","7","25","25","0","8.9 %","28.0 %",".207",".323",".247",".329",".455",".330","109","-0.4","2.0","0.2","1.0"
"Rockies","92","242","9","32","30","3","8.7 %","25.2 %",".224",".356",".285",".354",".509",".356","105","-0.3","0.9","0.6","0.9"
"Royals","82","228","10","25","23","7","10.1 %","27.6 %",".222",".282",".232",".311",".453",".318","96","-0.1","-1.3","1.7","0.8"
"Rangers","96","264","9","35","33","5","9.1 %","27.3 %",".202",".329",".258",".328",".459",".331","97","1.1","0.0","-1.4","0.8"
"Tigers","87","222","7","25","25","2","9.5 %","27.0 %",".200",".343",".265",".333",".465",".336","108","-1.2","1.1","-1.8","0.7"
"Athletics","90","226","4","29","26","2","10.6 %","17.7 %",".122",".301",".260",".341",".383",".313","97","-0.3","-1.1","0.2","0.7"
"Indians","86","235","6","29","26","5","11.9 %","25.1 %",".110",".304",".235",".346",".345",".306","84","1.4","-3.3","1.4","0.6"
"Blue Jays","68","191","7","26","26","3","6.3 %","25.7 %",".184",".325",".264",".312",".448",".319","97","0.4","-0.2","-1.1","0.5"
"Nationals","82","226","6","26","26","5","7.1 %","27.4 %",".156",".338",".259",".316",".415",".310","87","0.5","-3.6","1.3","0.5"
"Cubs","87","215","5","22","21","0","11.6 %","20.0 %",".164",".259",".219",".335",".383",".311","91","-0.6","-3.5","1.5","0.5"
"Brewers","93","211","15","23","23","2","8.5 %","33.2 %",".263",".200",".189",".270",".453",".298","82","-0.2","-5.5","2.5","0.4"
"Mets","92","230","8","25","24","2","8.7 %","21.3 %",".153",".265",".232",".311",".384",".297","85","-0.7","-5.4","1.1","0.3"
"Giants","60","168","6","16","16","1","7.7 %","19.6 %",".168",".267",".239",".298",".406",".297","85","-0.8","-4.2","1.8","0.3"
"White Sox","70","195","3","26","24","4","7.7 %","22.6 %",".106",".333",".263",".323",".369",".300","88","0.4","-2.8","-1.6","0.2"
"Phillies","106","280","5","20","20","0","7.5 %","25.0 %",".123",".303",".234",".295",".357",".280","70","0.1","-11.5","2.7","0.0"
"Dodgers","91","226","6","21","20","1","13.7 %","27.0 %",".136",".238",".188",".302",".325",".276","70","-0.3","-9.2","1.7","0.0"
"Marlins","88","224","4","20","18","4","7.6 %","24.6 %",".111",".294",".231",".297",".342",".278","72","-0.5","-9.1","1.4","0.0"
"Reds","97","221","7","22","22","1","11.3 %","25.3 %",".132",".248",".206",".298",".339",".277","64","-1.8","-12.4","1.2","-0.4"
"Padres","69","170","7","15","15","4","3.5 %","30.0 %",".173",".240",".198",".231",".370",".252","54","-0.6","-11.2","1.6","-0.4"
"Pirates","98","232","5","16","16","1","7.3 %","23.7 %",".136",".261",".211",".270",".347",".264","64","0.0","-11.1","-1.2","-0.5"
