"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","84","252","8","42","39","10","10.7 %","22.6 %",".161",".383",".307",".390",".468",".367","129","1.9","11.2","0.2","2.0"
"Rangers","83","265","13","45","43","4","8.7 %","23.8 %",".231",".366",".307",".367",".538",".376","127","1.1","10.1","-1.9","1.7"
"White Sox","74","197","6","25","25","2","8.1 %","21.3 %",".178",".378",".310",".383",".489",".367","133","0.3","8.7","-1.5","1.4"
"Braves","102","272","11","31","29","3","9.6 %","18.8 %",".208",".293",".267",".339",".475",".341","108","0.8","3.4","2.0","1.4"
"Cubs","91","252","12","33","32","2","9.5 %","23.8 %",".240",".287",".249",".337",".489",".341","111","-0.6","2.8","1.5","1.2"
"Cardinals","93","221","5","27","26","4","10.0 %","16.3 %",".136",".325",".283",".370",".419",".337","109","-0.2","2.2","2.0","1.1"
"Red Sox","103","270","6","36","36","4","12.6 %","19.6 %",".148",".314",".262",".364",".410",".334","103","-0.3","0.7","0.3","1.0"
"Angels","88","227","9","37","36","2","10.1 %","13.2 %",".190",".259",".255",".336",".445",".332","109","-1.1","1.6","0.3","1.0"
"Diamondbacks","86","249","6","32","31","2","8.4 %","20.9 %",".202",".293",".247",".315",".448",".320","95","0.7","-1.2","2.9","0.9"
"Tigers","89","236","8","30","30","2","12.3 %","31.8 %",".190",".371",".263",".352",".454",".342","112","-1.3","2.4","-2.0","0.9"
"Brewers","93","222","9","30","29","6","9.5 %","25.7 %",".172",".288",".237",".320",".409",".308","89","0.6","-2.9","2.8","0.7"
"Phillies","84","222","8","28","25","0","9.9 %","25.7 %",".202",".273",".223",".315",".425",".314","92","0.0","-2.7","2.5","0.7"
"Reds","105","263","8","34","34","1","11.8 %","22.1 %",".150",".310",".259",".350",".409",".321","95","-1.8","-3.7","1.8","0.6"
"Athletics","86","245","4","28","26","3","14.3 %","22.0 %",".116",".293",".232",".347",".348",".308","94","-1.0","-2.9","0.3","0.6"
"Mets","92","233","4","26","24","0","11.6 %","23.2 %",".118",".317",".246",".343",".365",".307","93","-1.0","-3.3","1.0","0.5"
"Royals","82","226","4","30","27","2","8.8 %","21.7 %",".155",".311",".255",".323",".410",".307","88","-0.7","-4.0","1.2","0.5"
"Twins","81","205","15","25","24","3","6.3 %","23.4 %",".282",".190",".207",".265",".489",".310","92","0.4","-1.8","-0.5","0.5"
"Rays","70","188","3","22","21","2","12.8 %","23.9 %",".131",".292",".225",".335",".356",".303","90","0.4","-1.9","0.3","0.5"
"Giants","86","225","8","26","26","1","8.9 %","20.4 %",".176",".265",".235",".302",".412",".302","88","-0.3","-4.0","1.6","0.5"
"Astros","92","252","8","29","28","1","11.1 %","21.4 %",".154",".269",".231",".316",".385",".301","90","-1.3","-4.5","0.1","0.4"
"Dodgers","101","252","5","28","27","1","9.5 %","23.4 %",".123",".289",".232",".309",".355",".288","80","0.3","-6.5","2.4","0.4"
"Rockies","87","233","9","37","34","1","7.3 %","21.0 %",".236",".283",".250",".310",".486",".327","86","0.2","-4.4","0.7","0.4"
"Nationals","90","246","9","27","27","6","9.3 %","27.6 %",".155",".294",".233",".310",".388",".301","81","1.2","-5.1","0.2","0.3"
"Marlins","88","223","4","18","18","1","4.5 %","18.4 %",".097",".311",".267",".300",".364",".284","78","-0.9","-7.5","1.7","0.1"
"Orioles","81","216","7","20","19","2","6.0 %","23.6 %",".152",".291",".242",".298",".394",".295","80","0.3","-5.3","-2.3","0.0"
"Blue Jays","75","191","6","22","21","1","6.3 %","23.0 %",".159",".283",".239",".286",".398",".289","79","-0.2","-5.4","-1.4","0.0"
"Indians","84","223","8","19","18","5","8.1 %","25.6 %",".146",".244",".206",".281",".352",".272","63","1.4","-9.4","1.3","0.0"
"Padres","90","217","9","26","23","3","5.5 %","29.0 %",".165",".254",".210",".256",".375",".266","63","0.3","-10.4","2.3","-0.1"
"Mariners","87","229","3","24","24","3","12.7 %","27.1 %",".103",".273",".201",".310",".304",".276","73","0.4","-7.7","-3.4","-0.3"
"Pirates","87","213","5","12","11","0","4.7 %","25.8 %",".119",".277",".219",".256",".338",".254","53","0.1","-13.2","-1.4","-0.7"
