"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","107","310","20","57","54","4","11.3 %","23.9 %",".286",".304",".275",".373",".561",".385","141","1.0","17.6","2.3","2.9"
"Reds","112","296","11","52","50","4","6.1 %","19.9 %",".239",".381",".326",".386",".564",".394","142","-0.8","15.7","1.3","2.6"
"Astros","103","298","13","48","46","3","11.1 %","19.8 %",".212",".333",".294",".386",".506",".375","139","-0.2","14.8","-0.2","2.4"
"Giants","123","362","10","56","52","1","9.4 %","22.9 %",".179",".368",".296",".364",".475",".353","119","-1.4","7.3","2.2","2.1"
"Athletics","82","227","12","43","41","3","7.5 %","18.1 %",".261",".323",".300",".357",".560",".379","142","0.2","12.4","0.0","2.0"
"Royals","94","265","5","46","42","5","9.4 %","17.0 %",".155",".388",".328",".398",".483",".374","133","-0.1","10.8","-0.5","1.9"
"Indians","99","253","12","45","44","6","6.7 %","17.0 %",".234",".330",".307",".356",".541",".370","128","0.3","9.4","1.3","1.9"
"Diamondbacks","86","250","9","43","40","4","12.0 %","18.8 %",".208",".321",".283",".380",".491",".366","125","1.2","9.4","1.7","1.9"
"Brewers","103","269","10","40","37","12","7.8 %","20.8 %",".231",".335",".289",".347",".521",".357","119","1.5","8.0","2.3","1.8"
"Cubs","86","225","13","36","34","1","9.8 %","25.8 %",".255",".336",".285",".356",".540",".367","126","0.2","7.8","1.8","1.6"
"Yankees","92","257","13","36","34","1","10.1 %","23.0 %",".205",".312",".271",".350",".476",".349","118","-0.3","5.8","-0.2","1.4"
"Red Sox","108","283","9","32","31","3","11.3 %","21.2 %",".165",".322",".269",".355",".434",".335","104","-0.2","1.2","1.1","1.2"
"Padres","90","242","9","24","22","2","10.3 %","26.4 %",".177",".331",".263",".346",".440",".332","107","-0.3","1.9","1.7","1.1"
"Rays","110","293","16","30","30","5","8.5 %","25.6 %",".243",".241",".221",".294",".464",".316","99","1.7","1.3","-0.4","1.1"
"Cardinals","101","254","10","42","40","2","8.7 %","21.3 %",".181",".290",".258",".327",".439",".323","101","-0.7","-0.4","1.2","0.9"
"Nationals","89","240","5","33","31","8","9.2 %","21.7 %",".152",".327",".265",".343",".417",".326","97","1.1","0.0","0.6","0.8"
"Mariners","69","180","6","19","19","6","6.7 %","25.0 %",".211",".310",".253",".306",".464",".321","103","0.9","1.5","-0.7","0.7"
"Phillies","111","267","9","33","32","3","8.6 %","24.3 %",".182",".283",".237",".308",".419",".305","87","0.1","-5.0","3.6","0.7"
"Angels","98","252","7","35","34","5","9.1 %","22.2 %",".182",".285",".240",".310",".422",".309","94","0.5","-1.6","-0.2","0.7"
"Twins","85","228","10","24","22","0","8.3 %","22.8 %",".194",".286",".249",".327",".443",".326","101","-0.6","-0.5","-1.2","0.6"
"Blue Jays","96","275","9","38","36","3","7.3 %","22.9 %",".160",".302",".252",".316",".412",".311","93","0.3","-2.3","-1.1","0.6"
"Braves","108","275","7","28","28","8","9.8 %","23.3 %",".134",".301",".244",".320",".378",".301","82","0.9","-5.7","1.6","0.5"
"Rockies","105","265","10","36","35","3","5.7 %","25.3 %",".194",".333",".270",".314",".464",".327","87","0.6","-4.4","0.4","0.4"
"Marlins","88","225","5","23","22","3","7.6 %","27.1 %",".137",".319",".240",".305",".377",".294","82","-0.5","-6.1","2.2","0.3"
"Mets","95","260","8","29","24","0","6.5 %","21.9 %",".169",".287",".245",".304",".414",".301","89","-1.7","-5.6","0.4","0.3"
"White Sox","97","261","6","25","22","0","5.7 %","26.8 %",".131",".351",".266",".309",".398",".302","89","-0.2","-4.1","-3.0","0.2"
"Orioles","83","215","7","28","26","2","4.7 %","22.3 %",".141",".313",".266",".307",".407",".302","86","-0.1","-4.3","-2.7","0.1"
"Tigers","98","254","8","25","25","3","3.9 %","28.0 %",".162",".307",".241",".276",".402",".285","75","0.2","-8.2","-2.4","-0.2"
"Rangers","79","191","9","19","18","4","8.4 %","29.3 %",".192",".220",".192",".262",".384",".273","58","1.1","-9.2","-0.8","-0.3"
"Pirates","85","214","4","16","16","2","4.7 %","17.3 %",".095",".292",".254",".291",".348",".270","67","-0.7","-10.1","-1.4","-0.4"
