"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","88","253","12","49","44","1","9.1 %","15.0 %",".251",".339",".317",".387",".568",".395","153","-0.3","16.7","-0.7","2.4"
"Red Sox","105","287","15","44","42","1","8.7 %","21.6 %",".268",".343",".300",".369",".568",".385","139","-1.9","12.3","0.4","2.2"
"Dodgers","72","206","15","39","37","0","10.2 %","17.5 %",".352",".268",".278",".358",".631",".396","147","0.3","13.1","1.3","2.0"
"Reds","102","275","17","37","36","2","6.9 %","21.1 %",".283",".324",".295",".349",".578",".380","133","-1.0","10.6","1.4","2.0"
"Yankees","104","300","16","52","50","0","8.7 %","17.3 %",".249",".286",".275",".343",".524",".359","126","-0.2","9.6","0.5","2.0"
"Nationals","83","228","12","43","38","8","7.9 %","25.9 %",".237",".387",".314",".370",".551",".382","134","-0.2","9.8","1.6","1.8"
"Blue Jays","96","262","15","44","43","1","10.3 %","24.8 %",".282",".292",".256",".336",".538",".362","127","-1.3","7.8","-1.5","1.5"
"Padres","105","267","10","43","38","4","10.5 %","26.6 %",".196",".344",".268",".351",".464",".345","115","-0.3","4.8","2.0","1.5"
"Giants","89","215","9","31","29","2","8.8 %","19.5 %",".224",".296",".266",".336",".490",".344","116","-0.4","4.0","2.6","1.3"
"Diamondbacks","93","237","13","29","29","4","7.6 %","20.3 %",".213",".297",".273",".335",".486",".342","109","-0.2","2.5","2.5","1.2"
"Athletics","67","196","8","22","20","0","9.2 %","27.6 %",".191",".339",".266",".347",".457",".340","116","-0.1","3.8","0.9","1.1"
"Pirates","84","237","10","36","30","4","5.5 %","19.0 %",".206",".321",".290",".346",".495",".351","118","-0.7","4.8","-1.1","1.1"
"Indians","98","279","9","34","32","3","10.0 %","21.5 %",".169",".306",".258",".335",".427",".326","98","-0.3","-1.1","1.9","1.0"
"Braves","88","227","8","32","32","3","10.6 %","22.0 %",".161",".296",".251",".339",".412",".321","96","0.6","-0.8","2.4","0.9"
"Orioles","98","267","11","33","33","2","8.2 %","27.0 %",".218",".319",".259",".322",".477",".333","105","0.2","2.1","-2.9","0.8"
"Cardinals","71","180","5","28","25","4","8.3 %","21.1 %",".157",".328",".277",".341",".434",".329","104","0.3","1.3","1.4","0.8"
"Rockies","96","281","9","33","33","4","7.1 %","21.4 %",".167",".344",".287",".348",".454",".340","94","0.5","-2.1","1.4","0.8"
"Tigers","81","226","8","26","24","1","7.5 %","26.5 %",".175",".362",".282",".342",".456",".337","109","-1.0","1.7","-1.6","0.8"
"Cubs","87","233","9","24","24","2","8.6 %","21.9 %",".175",".279",".243",".323",".417",".317","94","0.0","-2.1","2.3","0.8"
"Twins","86","232","9","26","26","0","9.5 %","22.0 %",".201",".283",".245",".329",".446",".326","103","-0.5","0.2","-0.7","0.7"
"Brewers","78","193","4","20","19","3","11.9 %","22.3 %",".127",".319",".253",".354",".380",".321","95","0.3","-1.1","2.2","0.7"
"Phillies","91","225","7","31","31","4","10.7 %","23.1 %",".176",".281",".238",".321",".415",".309","88","1.1","-2.5","2.5","0.7"
"Rays","92","233","8","30","28","3","8.2 %","18.0 %",".152",".280",".251",".319",".403",".309","94","-0.2","-1.9","-0.3","0.6"
"Mets","74","190","6","22","22","2","5.8 %","22.1 %",".149",".320",".270",".321",".420",".313","96","-0.1","-1.1","0.7","0.6"
"Marlins","89","225","6","26","26","2","5.8 %","25.8 %",".126",".347",".271",".321",".396",".308","92","-0.3","-2.9","0.8","0.5"
"Angels","100","265","4","37","32","2","9.8 %","24.5 %",".113",".301",".230",".322",".343",".293","83","-0.4","-6.2","0.7","0.4"
"Mariners","73","183","9","20","20","1","7.1 %","31.1 %",".196",".301",".238",".291",".435",".305","92","-1.0","-2.9","-0.7","0.3"
"Royals","78","219","12","27","25","1","7.8 %","19.2 %",".245",".199",".205",".274",".450",".300","84","-0.1","-4.5","-1.8","0.1"
"Rangers","86","230","10","19","18","9","13.0 %","24.3 %",".195",".200",".185",".304",".379",".296","73","1.3","-6.8","-1.1","0.0"
"White Sox","81","206","3","22","19","3","4.9 %","24.8 %",".105",".328",".253",".299",".358",".281","74","0.6","-6.2","-2.5","-0.1"
